symbol,signal,look,win,q,band,hold,stop_k,contrarian,trades,tpd,avg_bps,win_rate,avg_hold_bars,pf_0x,pf_1x,maxdd_r_1x,total_r_1x,pf_2x,maxdd_r_2x,total_r_2x,pf_3x
BTCUSDT,dcrowd,144,288,0.05,8640,288,2.0,True,974,0.445,15.04,0.4559,237.2,1.266,1.096,-96.99,77.7,0.9524,-161.6,-41.9,0.8303
BTCUSDT,dcrowd,144,288,0.05,8640,288,3.0,True,902,0.412,11.15,0.4823,262.4,1.2055,1.0531,-133.72,43.0,0.922,-189.76,-68.0,0.8087
BTCUSDT,dcrowd,144,288,0.05,8640,576,0.0,True,575,0.263,26.43,0.4957,576.0,1.1701,1.0675,-129.17,51.3,0.9744,-182.37,-20.4,0.8899
BTCUSDT,dcrowd,144,288,0.05,8640,576,1.0,True,1072,0.489,29.49,0.2966,278.4,1.4126,1.1918,-71.05,160.4,1.0199,-117.31,18.7,0.8825
BTCUSDT,dcrowd,144,288,0.05,8640,576,1.5,True,878,0.401,36.56,0.3736,360.2,1.3962,1.2214,-71.99,181.3,1.0755,-125.01,67.6,0.9526
BTCUSDT,dcrowd,144,288,0.05,8640,576,2.0,True,781,0.357,38.99,0.4238,422.8,1.3899,1.2343,-56.96,185.4,1.1004,-89.82,85.6,0.9844
BTCUSDT,dcrowd,144,288,0.05,8640,576,3.0,True,687,0.314,51.06,0.4876,486.9,1.4031,1.2626,-64.94,199.3,1.1381,-82.74,111.3,1.0273
BTCUSDT,dcrowd,144,288,0.05,8640,864,0.0,True,457,0.209,30.6,0.4923,864.0,1.2199,1.132,-146.06,94.7,1.0507,-174.54,37.8,0.9753
BTCUSDT,dcrowd,144,288,0.05,8640,864,1.0,True,992,0.453,13.49,0.2369,348.7,1.2616,1.0746,-55.87,63.4,0.9281,-153.01,-68.5,0.8105
BTCUSDT,dcrowd,144,288,0.05,8640,864,1.5,True,775,0.354,30.19,0.3303,479.6,1.3748,1.2157,-49.22,172.1,1.0822,-70.99,71.4,0.9689
BTCUSDT,dcrowd,144,288,0.05,8640,864,2.0,True,674,0.308,41.45,0.3976,569.6,1.4702,1.3203,-40.0,247.3,1.1905,-54.52,157.9,1.0773
BTCUSDT,dcrowd,144,288,0.05,8640,864,3.0,True,582,0.266,36.47,0.4416,682.3,1.3261,1.2125,-47.29,163.9,1.1105,-72.29,90.0,1.0187
BTCUSDT,dcrowd,144,288,0.1,8640,288,0.0,True,1206,0.551,28.1,0.5282,288.0,1.2737,1.1137,-129.75,130.5,0.9746,-192.68,-31.4,0.8541
BTCUSDT,dcrowd,144,288,0.1,8640,288,1.0,True,1909,0.872,17.91,0.3373,165.3,1.3062,1.0614,-120.58,84.3,0.8781,-315.47,-191.8,0.7366
BTCUSDT,dcrowd,144,288,0.1,8640,288,1.5,True,1601,0.731,17.88,0.411,203.3,1.2558,1.0574,-157.78,78.2,0.8984,-287.6,-153.8,0.7693
BTCUSDT,dcrowd,144,288,0.1,8640,288,2.0,True,1449,0.662,24.91,0.4603,230.1,1.3059,1.117,-82.91,151.2,0.9607,-189.1,-55.7,0.8304
BTCUSDT,dcrowd,144,288,0.1,8640,288,3.0,True,1328,0.606,28.42,0.5105,259.0,1.325,1.1452,-115.23,177.0,0.9924,-194.12,-10.0,0.8625
BTCUSDT,dcrowd,144,288,0.1,8640,576,0.0,True,743,0.339,38.87,0.5209,576.0,1.2447,1.1265,-102.09,119.9,1.0201,-137.7,20.1,0.9245
BTCUSDT,dcrowd,144,288,0.1,8640,576,1.0,True,1537,0.702,18.37,0.2687,260.6,1.3203,1.0965,-53.19,122.0,0.9267,-183.09,-105.5,0.794
BTCUSDT,dcrowd,144,288,0.1,8640,576,1.5,True,1236,0.564,17.25,0.3503,337.1,1.2905,1.1169,-82.67,145.3,0.9747,-156.65,-34.6,0.8567
BTCUSDT,dcrowd,144,288,0.1,8640,576,2.0,True,1071,0.489,12.5,0.3987,397.3,1.2398,1.0924,-56.59,110.7,0.9671,-121.66,-42.7,0.8599
BTCUSDT,dcrowd,144,288,0.1,8640,576,3.0,True,915,0.418,27.29,0.4634,472.2,1.2789,1.1479,-47.6,165.8,1.0324,-58.25,38.8,0.9307
BTCUSDT,dcrowd,144,288,0.1,8640,864,0.0,True,554,0.253,47.08,0.5036,864.0,1.2215,1.1306,-122.17,117.9,1.0467,-153.5,43.9,0.9692
BTCUSDT,dcrowd,144,288,0.1,8640,864,1.0,True,1304,0.595,12.63,0.2316,341.9,1.3633,1.1492,-49.68,170.1,0.9849,-91.2,-19.5,0.8549
BTCUSDT,dcrowd,144,288,0.1,8640,864,1.5,True,1040,0.475,6.52,0.2942,449.8,1.2672,1.1135,-65.27,131.6,0.9863,-100.38,-17.4,0.8794
BTCUSDT,dcrowd,144,288,0.1,8640,864,2.0,True,849,0.388,27.84,0.3734,558.6,1.3926,1.2447,-74.82,250.0,1.1181,-88.11,130.1,1.0086
BTCUSDT,dcrowd,144,288,0.1,8640,864,3.0,True,736,0.336,8.18,0.4171,654.8,1.1574,1.0529,-92.09,55.8,0.9601,-113.85,-44.6,0.8773
ETHUSDT,crowd_z,0,864,0.02,8640,288,0.0,True,379,0.219,23.05,0.5145,288.0,1.1688,1.0304,-50.76,12.6,0.9092,-72.58,-40.1,0.8031
ETHUSDT,crowd_z,0,864,0.02,8640,288,1.0,True,524,0.302,29.47,0.3321,160.2,1.4236,1.1631,-42.24,62.5,0.9682,-62.1,-14.0,0.8172
ETHUSDT,crowd_z,0,864,0.02,8640,288,1.5,True,448,0.258,34.55,0.4196,202.5,1.4198,1.2033,-41.27,76.6,1.0291,-58.96,12.2,0.8866
ETHUSDT,crowd_z,0,864,0.02,8640,288,2.0,True,424,0.245,32.52,0.467,226.7,1.3997,1.2069,-32.34,79.6,1.0457,-46.66,19.2,0.91
ETHUSDT,crowd_z,0,864,0.02,8640,288,3.0,True,402,0.232,27.55,0.4975,253.9,1.2754,1.1143,-52.3,45.6,0.976,-73.4,-10.3,0.857
ETHUSDT,crowd_z,0,864,0.02,8640,576,0.0,True,329,0.19,34.69,0.5046,576.0,1.1619,1.0703,-93.2,34.8,0.9863,-109.28,-7.1,0.9091
ETHUSDT,crowd_z,0,864,0.02,8640,576,1.0,True,487,0.281,40.69,0.2752,267.4,1.5418,1.2982,-41.17,118.3,1.1113,-65.59,50.1,0.9638
ETHUSDT,crowd_z,0,864,0.02,8640,576,1.5,True,429,0.247,48.53,0.3566,344.1,1.4838,1.299,-53.49,126.9,1.1464,-75.3,68.2,1.0186
ETHUSDT,crowd_z,0,864,0.02,8640,576,2.0,True,402,0.232,42.3,0.4005,400.4,1.3627,1.2141,-56.52,95.7,1.0869,-76.06,41.9,0.9771
ETHUSDT,crowd_z,0,864,0.02,8640,576,3.0,True,381,0.22,32.42,0.4462,455.2,1.286,1.1682,-44.21,84.3,1.0635,-62.36,33.7,0.97
ETHUSDT,crowd_z,0,864,0.02,8640,864,0.0,True,292,0.168,33.0,0.4863,864.0,1.1453,1.0711,-97.21,36.0,1.0021,-115.11,1.1,0.9377
ETHUSDT,crowd_z,0,864,0.02,8640,864,1.0,True,475,0.274,21.88,0.2295,357.3,1.2749,1.0865,-45.85,35.4,0.9399,-78.42,-27.7,0.8228
ETHUSDT,crowd_z,0,864,0.02,8640,864,1.5,True,405,0.234,25.41,0.2914,466.5,1.2509,1.1099,-61.38,49.0,0.992,-76.23,-3.9,0.8921
ETHUSDT,crowd_z,0,864,0.02,8640,864,2.0,True,378,0.218,32.46,0.3571,545.5,1.2548,1.1334,-91.93,62.7,1.028,-113.7,14.1,0.9357
ETHUSDT,crowd_z,0,864,0.02,8640,864,3.0,True,350,0.202,26.39,0.4143,652.8,1.2765,1.1764,-52.92,90.7,1.0862,-73.11,46.6,1.0045
ETHUSDT,crowd_z,0,864,0.05,8640,288,0.0,True,588,0.339,25.52,0.5034,288.0,1.1515,1.0237,-71.45,16.5,0.9111,-95.99,-65.8,0.8117
ETHUSDT,crowd_z,0,864,0.05,8640,288,1.0,True,881,0.508,23.45,0.319,152.0,1.3324,1.0815,-66.54,54.3,0.8955,-108.33,-80.0,0.7528
ETHUSDT,crowd_z,0,864,0.05,8640,288,1.5,True,748,0.431,27.37,0.3957,194.5,1.3408,1.1345,-52.04,88.1,0.9691,-80.42,-22.5,0.8342
ETHUSDT,crowd_z,0,864,0.05,8640,288,2.0,True,684,0.394,31.97,0.443,224.9,1.3257,1.1425,-51.86,92.0,0.9903,-75.43,-6.9,0.8625
ETHUSDT,crowd_z,0,864,0.05,8640,288,3.0,True,640,0.369,24.11,0.4625,249.8,1.1989,1.0517,-77.61,36.1,0.9255,-99.59,-56.0,0.8168
ETHUSDT,crowd_z,0,864,0.05,8640,576,0.0,True,455,0.262,22.69,0.4857,576.0,1.1428,1.0532,-80.87,37.4,0.9713,-104.73,-21.0,0.8964
ETHUSDT,crowd_z,0,864,0.05,8640,576,1.0,True,805,0.464,24.52,0.2658,254.2,1.2651,1.0566,-81.04,38.0,0.8982,-123.62,-77.6,0.7738
ETHUSDT,crowd_z,0,864,0.05,8640,576,1.5,True,655,0.378,42.06,0.3573,342.8,1.3601,1.1863,-70.12,121.5,1.0433,-102.2,31.0,0.9239
ETHUSDT,crowd_z,0,864,0.05,8640,576,2.0,True,599,0.345,36.08,0.389,396.4,1.272,1.1304,-92.06,89.8,1.0099,-122.1,7.4,0.9064
ETHUSDT,crowd_z,0,864,0.05,8640,576,3.0,True,556,0.321,23.72,0.4281,456.6,1.183,1.0721,-85.54,53.8,0.9741,-116.58,-20.5,0.8871
ETHUSDT,crowd_z,0,864,0.05,8640,864,0.0,True,382,0.22,15.21,0.4764,864.0,1.0334,0.9633,-111.59,-24.2,0.8983,-134.18,-69.5,0.838
ETHUSDT,crowd_z,0,864,0.05,8640,864,1.0,True,730,0.421,9.73,0.2315,343.1,1.1865,1.0112,-74.43,7.1,0.8744,-115.0,-89.3,0.7646
ETHUSDT,crowd_z,0,864,0.05,8640,864,1.5,True,592,0.341,24.0,0.3108,468.2,1.2874,1.1409,-82.69,89.0,1.0184,-116.55,12.7,0.9145
ETHUSDT,crowd_z,0,864,0.05,8640,864,2.0,True,529,0.305,29.61,0.3629,553.5,1.3208,1.1958,-85.04,127.3,1.087,-109.8,60.5,0.9916
ETHUSDT,crowd_z,0,864,0.05,8640,864,3.0,True,471,0.272,17.74,0.4204,659.8,1.2055,1.1095,-104.79,74.0,1.0229,-128.5,16.3,0.9445
ETHUSDT,crowd_z,0,864,0.1,8640,288,0.0,True,816,0.471,32.47,0.5074,288.0,1.2163,1.0818,-81.73,76.5,0.9637,-126.31,-36.3,0.8599
ETHUSDT,crowd_z,0,864,0.1,8640,288,1.0,True,1296,0.747,18.24,0.3133,150.5,1.2691,1.0306,-94.65,30.4,0.8535,-181.64,-167.4,0.7175
ETHUSDT,crowd_z,0,864,0.1,8640,288,1.5,True,1069,0.616,20.65,0.391,193.9,1.2724,1.0774,-57.2,74.0,0.9207,-116.9,-84.2,0.7929
ETHUSDT,crowd_z,0,864,0.1,8640,288,2.0,True,976,0.563,25.91,0.4365,220.0,1.2487,1.076,-70.31,73.1,0.9329,-114.38,-70.7,0.8131
ETHUSDT,crowd_z,0,864,0.1,8640,288,3.0,True,898,0.518,27.12,0.4833,252.2,1.2394,1.0835,-92.17,79.0,0.9504,-134.3,-50.7,0.8364
ETHUSDT,crowd_z,0,864,0.1,8640,576,0.0,True,557,0.321,13.28,0.4991,576.0,1.1011,1.0168,-148.9,14.0,0.9392,-183.22,-53.1,0.8678
ETHUSDT,crowd_z,0,864,0.1,8640,576,1.0,True,1058,0.61,22.21,0.259,252.3,1.3097,1.1049,-103.99,92.7,0.9473,-174.69,-52.7,0.8223
ETHUSDT,crowd_z,0,864,0.1,8640,576,1.5,True,837,0.483,33.03,0.3596,337.8,1.3497,1.1837,-94.58,153.5,1.0457,-132.88,41.7,0.9294
ETHUSDT,crowd_z,0,864,0.1,8640,576,2.0,True,758,0.437,30.94,0.4103,393.2,1.2507,1.1152,-95.61,99.9,0.9988,-136.22,-1.1,0.898
ETHUSDT,crowd_z,0,864,0.1,8640,576,3.0,True,680,0.392,29.41,0.4632,466.6,1.2665,1.1519,-67.9,131.8,1.0497,-99.97,45.6,0.9581
ETHUSDT,crowd_z,0,864,0.1,8640,864,0.0,True,431,0.249,28.79,0.5128,864.0,1.2795,1.1911,-77.14,126.0,1.1088,-83.27,74.5,1.0323
ETHUSDT,crowd_z,0,864,0.1,8640,864,1.0,True,951,0.548,11.3,0.224,330.5,1.2476,1.0665,-100.54,55.3,0.9246,-158.42,-70.3,0.8106
ETHUSDT,crowd_z,0,864,0.1,8640,864,1.5,True,763,0.44,19.67,0.2949,439.5,1.3081,1.163,-98.96,138.8,1.0414,-143.02,38.4,0.938
ETHUSDT,crowd_z,0,864,0.1,8640,864,2.0,True,669,0.386,9.51,0.3393,532.7,1.1854,1.0745,-129.54,64.8,0.978,-166.32,-20.5,0.8933
ETHUSDT,crowd_z,0,864,0.1,8640,864,3.0,True,569,0.328,11.72,0.4218,658.5,1.1809,1.0875,-94.75,72.2,1.0031,-123.45,2.7,0.9267
ETHUSDT,crowd_z,0,288,0.02,8640,288,0.0,True,781,0.45,19.15,0.4866,288.0,1.1742,1.039,-74.6,36.1,0.9209,-155.21,-78.1,0.8176
ETHUSDT,crowd_z,0,288,0.02,8640,288,1.0,True,1085,0.626,18.55,0.2968,147.3,1.2418,0.9928,-128.57,-6.1,0.8134,-271.32,-186.0,0.6784
ETHUSDT,crowd_z,0,288,0.02,8640,288,1.5,True,954,0.55,24.31,0.3889,193.7,1.3095,1.095,-58.8,80.9,0.9268,-152.61,-70.0,0.792
ETHUSDT,crowd_z,0,288,0.02,8640,288,2.0,True,911,0.525,23.44,0.4259,217.4,1.3109,1.1207,-71.41,108.3,0.9653,-131.42,-34.3,0.8367
ETHUSDT,crowd_z,0,288,0.02,8640,288,3.0,True,851,0.491,15.53,0.4618,246.3,1.2172,1.0633,-66.28,60.6,0.9324,-143.93,-70.0,0.8205
ETHUSDT,crowd_z,0,288,0.02,8640,576,0.0,True,536,0.309,17.66,0.4963,576.0,1.1776,1.0859,-67.91,73.9,1.0017,-90.92,1.5,0.9242
ETHUSDT,crowd_z,0,288,0.02,8640,576,1.0,True,880,0.507,24.58,0.2591,248.9,1.5399,1.2976,-58.71,218.6,1.1118,-82.11,93.0,0.9649
ETHUSDT,crowd_z,0,288,0.02,8640,576,1.5,True,748,0.431,31.35,0.3543,330.3,1.48,1.2965,-52.68,223.1,1.1446,-81.96,119.1,1.017
ETHUSDT,crowd_z,0,288,0.02,8640,576,2.0,True,683,0.394,34.95,0.3968,392.0,1.4282,1.2723,-61.08,212.7,1.139,-76.57,117.2,1.0239
ETHUSDT,crowd_z,0,288,0.02,8640,576,3.0,True,620,0.358,32.95,0.4484,456.2,1.3913,1.2618,-59.82,210.4,1.147,-75.23,125.5,1.0448
ETHUSDT,crowd_z,0,288,0.02,8640,864,0.0,True,406,0.234,6.96,0.4803,864.0,1.0205,0.9539,-139.69,-39.7,0.8918,-190.16,-96.4,0.8339
ETHUSDT,crowd_z,0,288,0.02,8640,864,1.0,True,760,0.438,32.82,0.2145,329.7,1.5329,1.2924,-71.15,198.5,1.1099,-103.2,84.9,0.9668
ETHUSDT,crowd_z,0,288,0.02,8640,864,1.5,True,637,0.367,33.55,0.2826,442.9,1.4107,1.2409,-92.32,172.6,1.1015,-116.9,79.8,0.9849
ETHUSDT,crowd_z,0,288,0.02,8640,864,2.0,True,574,0.331,29.75,0.3362,518.2,1.3859,1.2457,-56.71,183.3,1.1254,-77.99,100.8,1.0212
ETHUSDT,crowd_z,0,288,0.02,8640,864,3.0,True,500,0.288,64.16,0.44,642.9,1.6009,1.4642,-55.41,334.0,1.3428,-72.1,261.6,1.2344
ETHUSDT,crowd_z,0,288,0.05,8640,288,0.0,True,1069,0.616,10.88,0.4911,288.0,1.1009,0.9721,-135.27,-34.6,0.8593,-269.3,-186.2,0.7608
ETHUSDT,crowd_z,0,288,0.05,8640,288,1.0,True,1623,0.936,14.95,0.3142,153.3,1.2523,1.0092,-125.85,11.6,0.8308,-319.23,-244.8,0.6949
ETHUSDT,crowd_z,0,288,0.05,8640,288,1.5,True,1392,0.803,19.52,0.3879,196.7,1.2793,1.0743,-105.64,92.7,0.9121,-221.96,-122.8,0.7814
ETHUSDT,crowd_z,0,288,0.05,8640,288,2.0,True,1301,0.75,19.83,0.4327,221.1,1.2824,1.0973,-93.01,121.7,0.945,-205.46,-75.6,0.8183
ETHUSDT,crowd_z,0,288,0.05,8640,288,3.0,True,1206,0.696,15.74,0.4635,250.6,1.1988,1.0427,-108.51,54.8,0.9103,-224.47,-124.7,0.7975
ETHUSDT,crowd_z,0,288,0.05,8640,576,0.0,True,652,0.376,10.1,0.5031,576.0,1.0521,0.9658,-158.44,-36.4,0.8868,-236.42,-125.9,0.8146
ETHUSDT,crowd_z,0,288,0.05,8640,576,1.0,True,1243,0.717,18.36,0.2558,245.1,1.3468,1.1298,-103.23,136.6,0.9642,-160.09,-42.7,0.8339
ETHUSDT,crowd_z,0,288,0.05,8640,576,1.5,True,1036,0.597,11.96,0.3272,316.0,1.2396,1.0832,-83.8,91.2,0.9542,-131.14,-55.1,0.8461
ETHUSDT,crowd_z,0,288,0.05,8640,576,2.0,True,916,0.528,12.04,0.3843,376.3,1.1821,1.0501,-91.51,55.0,0.9374,-167.8,-74.2,0.8405
ETHUSDT,crowd_z,0,288,0.05,8640,576,3.0,True,798,0.46,12.33,0.4298,451.5,1.1698,1.0587,-84.17,64.0,0.9604,-147.88,-45.8,0.8731
ETHUSDT,crowd_z,0,288,0.05,8640,864,0.0,True,473,0.273,0.12,0.4968,864.0,1.1579,1.082,-102.52,77.9,1.0111,-117.6,10.9,0.9449
ETHUSDT,crowd_z,0,288,0.05,8640,864,1.0,True,1069,0.616,10.92,0.2039,311.1,1.2809,1.0784,-102.62,76.0,0.9245,-181.71,-83.2,0.8035
ETHUSDT,crowd_z,0,288,0.05,8640,864,1.5,True,839,0.484,13.15,0.2789,422.4,1.2248,1.0747,-121.37,71.1,0.9515,-177.16,-50.7,0.8487
ETHUSDT,crowd_z,0,288,0.05,8640,864,2.0,True,718,0.414,18.54,0.3398,516.8,1.2303,1.1051,-119.11,97.3,0.9977,-156.61,-2.3,0.9045
ETHUSDT,crowd_z,0,288,0.05,8640,864,3.0,True,607,0.35,27.17,0.4333,641.7,1.35,1.2363,-57.37,205.2,1.1345,-68.66,123.4,1.043
ETHUSDT,crowd_z,0,288,0.1,8640,288,0.0,True,1262,0.728,14.74,0.4976,288.0,1.1619,1.0243,-94.88,34.3,0.9039,-220.65,-145.3,0.7987
ETHUSDT,crowd_z,0,288,0.1,8640,288,1.0,True,2096,1.209,9.61,0.3006,151.1,1.2158,0.9811,-112.32,-31.3,0.8088,-410.67,-364.8,0.6776
ETHUSDT,crowd_z,0,288,0.1,8640,288,1.5,True,1740,1.003,20.19,0.3891,195.9,1.3081,1.0995,-92.74,154.7,0.9343,-192.64,-114.2,0.8011
ETHUSDT,crowd_z,0,288,0.1,8640,288,2.0,True,1607,0.927,21.75,0.4319,220.5,1.2956,1.1119,-82.32,175.6,0.9604,-168.88,-68.2,0.8343
ETHUSDT,crowd_z,0,288,0.1,8640,288,3.0,True,1458,0.841,17.35,0.4636,249.1,1.2053,1.0496,-123.5,77.8,0.9174,-223.78,-140.3,0.8047
ETHUSDT,crowd_z,0,288,0.1,8640,576,0.0,True,718,0.414,12.74,0.4875,576.0,1.0841,0.995,-116.31,-5.9,0.9135,-182.96,-107.3,0.839
ETHUSDT,crowd_z,0,288,0.1,8640,576,1.0,True,1522,0.878,16.52,0.2451,240.5,1.2622,1.0553,-138.07,72.0,0.8982,-238.33,-150.7,0.775
ETHUSDT,crowd_z,0,288,0.1,8640,576,1.5,True,1226,0.707,25.49,0.3263,315.3,1.226,1.0666,-83.58,86.7,0.9362,-154.29,-91.6,0.8277
ETHUSDT,crowd_z,0,288,0.1,8640,576,2.0,True,1070,0.617,20.38,0.3832,372.5,1.1806,1.0458,-98.03,58.9,0.9313,-172.68,-95.6,0.8331
ETHUSDT,crowd_z,0,288,0.1,8640,576,3.0,True,901,0.52,15.93,0.4406,453.1,1.2337,1.1156,-59.13,138.3,1.011,-89.0,13.9,0.9179
ETHUSDT,crowd_z,0,288,0.1,8640,864,0.0,True,501,0.289,-8.62,0.501,864.0,1.0082,0.9422,-225.66,-62.7,0.8805,-258.2,-134.0,0.8229
ETHUSDT,crowd_z,0,288,0.1,8640,864,1.0,True,1227,0.708,11.97,0.2086,314.4,1.3067,1.0993,-85.97,110.4,0.9419,-178.26,-73.5,0.8183
ETHUSDT,crowd_z,0,288,0.1,8640,864,1.5,True,947,0.546,27.49,0.283,423.0,1.3234,1.1599,-83.15,172.3,1.026,-137.57,30.9,0.9146
ETHUSDT,crowd_z,0,288,0.1,8640,864,2.0,True,819,0.472,13.32,0.3321,499.7,1.1779,1.0558,-112.38,61.6,0.9514,-173.48,-57.8,0.8612
ETHUSDT,crowd_z,0,288,0.1,8640,864,3.0,True,661,0.381,31.14,0.4251,640.0,1.3165,1.2065,-56.73,199.7,1.1083,-62.41,110.7,1.0202
ETHUSDT,dcrowd,48,288,0.02,8640,288,0.0,True,581,0.335,30.11,0.5095,288.0,1.324,1.1746,-43.96,94.3,1.0433,-65.72,24.9,0.9276
ETHUSDT,dcrowd,48,288,0.02,8640,288,1.0,True,837,0.483,23.6,0.356,167.3,1.355,1.1325,-63.58,75.4,0.9587,-111.96,-26.4,0.8198
ETHUSDT,dcrowd,48,288,0.02,8640,288,1.5,True,738,0.426,24.17,0.4214,209.7,1.3185,1.1373,-53.92,80.2,0.9871,-98.73,-8.3,0.8613
ETHUSDT,dcrowd,48,288,0.02,8640,288,2.0,True,699,0.403,21.51,0.4478,233.5,1.2975,1.134,-52.43,80.8,0.9949,-96.65,-3.4,0.8756
ETHUSDT,dcrowd,48,288,0.02,8640,288,3.0,True,640,0.369,19.05,0.4844,260.9,1.2484,1.1041,-87.17,63.2,0.9783,-123.89,-14.1,0.8683
ETHUSDT,dcrowd,48,288,0.02,8640,576,0.0,True,415,0.239,83.61,0.559,576.0,1.4071,1.3,-76.09,160.0,1.2009,-79.08,111.7,1.1094
ETHUSDT,dcrowd,48,288,0.02,8640,576,1.0,True,746,0.43,45.12,0.2895,268.0,1.5425,1.3223,-62.78,189.0,1.148,-93.24,97.0,1.0068
ETHUSDT,dcrowd,48,288,0.02,8640,576,1.5,True,624,0.36,58.26,0.391,350.2,1.5934,1.4119,-66.65,240.8,1.2585,-96.04,164.2,1.1275
ETHUSDT,dcrowd,48,288,0.02,8640,576,2.0,True,566,0.326,61.22,0.447,409.3,1.5765,1.4212,-75.76,249.6,1.2854,-100.33,180.9,1.166
ETHUSDT,dcrowd,48,288,0.02,8640,576,3.0,True,504,0.291,51.65,0.4841,472.5,1.4214,1.2989,-86.9,179.9,1.1887,-105.73,119.9,1.0893
ETHUSDT,dcrowd,48,288,0.02,8640,864,0.0,True,337,0.194,56.2,0.5163,864.0,1.1315,1.0615,-80.34,37.5,0.9958,-83.15,-2.6,0.9342
ETHUSDT,dcrowd,48,288,0.02,8640,864,1.0,True,690,0.398,35.09,0.2348,348.2,1.4428,1.2433,-50.25,143.0,1.0856,-79.26,56.2,0.9579
ETHUSDT,dcrowd,48,288,0.02,8640,864,1.5,True,568,0.328,30.96,0.3028,452.4,1.406,1.2607,-42.87,161.1,1.1371,-59.48,91.6,1.0307
ETHUSDT,dcrowd,48,288,0.02,8640,864,2.0,True,503,0.29,37.04,0.3757,539.3,1.5153,1.3826,-45.21,233.7,1.2657,-66.4,172.8,1.1621
ETHUSDT,dcrowd,48,288,0.02,8640,864,3.0,True,432,0.249,41.26,0.4329,660.4,1.3674,1.261,-53.17,157.8,1.1652,-65.36,105.1,1.0784
ETHUSDT,dcrowd,48,288,0.05,8640,288,0.0,True,917,0.529,61.26,0.5289,288.0,1.6051,1.4167,-60.18,340.7,1.253,-91.81,222.7,1.1106
ETHUSDT,dcrowd,48,288,0.05,8640,288,1.0,True,1514,0.873,21.72,0.3289,157.5,1.3319,1.1006,-84.62,111.1,0.9244,-168.41,-94.9,0.7862
ETHUSDT,dcrowd,48,288,0.05,8640,288,1.5,True,1286,0.742,27.11,0.4028,197.5,1.3163,1.1266,-73.56,139.0,0.9721,-126.81,-33.8,0.8448
ETHUSDT,dcrowd,48,288,0.05,8640,288,2.0,True,1155,0.666,30.38,0.4545,223.4,1.3235,1.1512,-64.27,161.9,1.0061,-94.63,7.1,0.8831
ETHUSDT,dcrowd,48,288,0.05,8640,288,3.0,True,1037,0.598,38.91,0.4908,257.2,1.3905,1.2193,-89.21,215.4,1.0726,-115.22,77.0,0.9462
ETHUSDT,dcrowd,48,288,0.05,8640,576,0.0,True,577,0.333,86.77,0.5719,576.0,1.7177,1.579,-51.94,380.9,1.4516,-57.3,311.4,1.3346
ETHUSDT,dcrowd,48,288,0.05,8640,576,1.0,True,1224,0.706,23.5,0.2582,248.5,1.3667,1.1572,-101.98,159.6,0.995,-153.75,-5.7,0.866
ETHUSDT,dcrowd,48,288,0.05,8640,576,1.5,True,950,0.548,42.28,0.36,340.2,1.4743,1.2974,-60.03,276.6,1.1499,-89.16,152.4,1.0255
ETHUSDT,dcrowd,48,288,0.05,8640,576,2.0,True,829,0.478,47.86,0.4125,397.4,1.4291,1.281,-54.45,256.3,1.1529,-76.32,149.8,1.0413
ETHUSDT,dcrowd,48,288,0.05,8640,576,3.0,True,699,0.403,48.55,0.4893,476.6,1.4857,1.3517,-47.86,284.4,1.232,-67.6,198.6,1.1246
ETHUSDT,dcrowd,48,288,0.05,8640,864,0.0,True,433,0.25,75.66,0.5358,864.0,1.4671,1.3696,-67.92,234.4,1.2787,-72.75,183.3,1.1939
ETHUSDT,dcrowd,48,288,0.05,8640,864,1.0,True,1049,0.605,23.9,0.2164,326.5,1.3708,1.1684,-93.2,156.1,1.012,-148.36,12.5,0.8875
ETHUSDT,dcrowd,48,288,0.05,8640,864,1.5,True,816,0.471,20.77,0.2868,442.0,1.2763,1.1338,-86.09,122.3,1.0146,-121.8,14.6,0.9135
ETHUSDT,dcrowd,48,288,0.05,8640,864,2.0,True,676,0.39,27.86,0.3491,537.1,1.3457,1.22,-65.86,186.6,1.1108,-93.68,100.6,1.015
ETHUSDT,dcrowd,48,288,0.05,8640,864,3.0,True,568,0.328,42.49,0.4331,656.6,1.4049,1.2952,-61.67,232.3,1.1963,-83.83,162.7,1.1068
ETHUSDT,dcrowd,48,288,0.1,8640,288,0.0,True,1221,0.704,23.41,0.5086,288.0,1.2746,1.1229,-106.85,151.4,0.9909,-162.57,-12.0,0.8757
ETHUSDT,dcrowd,48,288,0.1,8640,288,1.0,True,2123,1.224,15.09,0.3104,154.5,1.2394,1.0109,-148.72,17.6,0.8403,-362.6,-296.5,0.7088
ETHUSDT,dcrowd,48,288,0.1,8640,288,1.5,True,1759,1.014,21.11,0.3815,192.4,1.2552,1.0629,-145.66,98.7,0.9093,-251.0,-158.6,0.7846
