symbol,seed,signal,look,win,q,band,hold,stop_k,contrarian,trades,tpd,avg_bps,win_rate,avg_hold_bars,pf_0x,pf_1x,maxdd_r_1x,total_r_1x,pf_2x,maxdd_r_2x,total_r_2x,pf_3x
ETHUSDT,0,crowd_z,0,288,0.1,8640,288,3.0,True,1397,0.806,0.62,0.4624,257.0,1.0092,0.8744,-194.18,-168.8,0.7597,-359.1,-349.0,0.6618
ETHUSDT,0,crowd_z,0,288,0.1,8640,576,0.0,True,726,0.419,-48.76,0.4545,576.0,0.8911,0.819,-297.1,-215.0,0.7529,-380.01,-306.0,0.6924
ETHUSDT,0,crowd_z,0,288,0.1,8640,576,1.0,True,1433,0.826,-7.42,0.2526,259.6,1.1316,0.9609,-132.36,-46.9,0.8275,-296.74,-232.6,0.7205
ETHUSDT,0,crowd_z,0,288,0.1,8640,576,1.5,True,1129,0.651,-4.07,0.3446,343.1,1.1222,0.9862,-156.35,-15.5,0.8723,-234.53,-156.6,0.7758
ETHUSDT,0,crowd_z,0,288,0.1,8640,576,2.0,True,973,0.561,3.7,0.4132,410.4,1.1912,1.0659,-100.91,69.5,0.9572,-164.54,-48.3,0.8624
ETHUSDT,0,crowd_z,0,288,0.1,8640,576,3.0,True,856,0.494,-6.27,0.4521,475.9,1.1034,1.0006,-106.14,0.6,0.9089,-191.48,-100.5,0.8267
ETHUSDT,0,crowd_z,0,288,0.1,8640,864,0.0,True,511,0.295,-10.02,0.4971,864.0,0.9794,0.9135,-126.69,-80.0,0.8521,-179.04,-141.5,0.7947
ETHUSDT,0,crowd_z,0,288,0.1,8640,864,1.0,True,1182,0.682,2.55,0.2124,333.0,1.1434,0.9743,-98.48,-27.0,0.8426,-224.74,-185.7,0.7373
ETHUSDT,0,crowd_z,0,288,0.1,8640,864,1.5,True,884,0.51,8.68,0.31,461.3,1.2018,1.0627,-90.75,59.6,0.9463,-143.01,-55.5,0.8475
ETHUSDT,0,crowd_z,0,288,0.1,8640,864,2.0,True,742,0.428,23.72,0.3841,561.0,1.3274,1.1982,-60.61,174.0,1.0858,-78.46,80.7,0.9873
ETHUSDT,0,crowd_z,0,288,0.1,8640,864,3.0,True,642,0.37,23.3,0.4517,669.8,1.2823,1.1772,-66.87,154.0,1.0826,-74.17,75.7,0.9973
ETHUSDT,1,crowd_z,0,288,0.1,8640,288,0.0,True,1276,0.736,-11.38,0.4875,288.0,0.8973,0.786,-367.26,-294.2,0.6892,-504.31,-456.4,0.6053
ETHUSDT,1,crowd_z,0,288,0.1,8640,288,1.0,True,2103,1.213,0.44,0.3167,155.2,0.9916,0.8004,-330.93,-314.8,0.6581,-619.22,-618.2,0.5488
ETHUSDT,1,crowd_z,0,288,0.1,8640,288,1.5,True,1755,1.012,2.77,0.3932,193.5,0.994,0.8334,-304.42,-255.9,0.7052,-503.5,-503.5,0.6014
ETHUSDT,1,crowd_z,0,288,0.1,8640,288,2.0,True,1590,0.917,-5.18,0.427,219.0,0.9554,0.8172,-350.98,-280.7,0.7028,-518.91,-499.1,0.6071
ETHUSDT,1,crowd_z,0,288,0.1,8640,288,3.0,True,1424,0.821,-3.55,0.4712,251.7,0.9605,0.8344,-327.91,-240.1,0.7267,-479.42,-427.2,0.6345
ETHUSDT,1,crowd_z,0,288,0.1,8640,576,0.0,True,732,0.422,-12.59,0.4959,576.0,0.9674,0.8884,-201.58,-123.3,0.8162,-269.08,-212.0,0.7499
ETHUSDT,1,crowd_z,0,288,0.1,8640,576,1.0,True,1441,0.831,13.7,0.272,257.8,1.1758,0.9898,-151.49,-12.0,0.8461,-266.57,-204.1,0.7321
ETHUSDT,1,crowd_z,0,288,0.1,8640,576,1.5,True,1135,0.655,24.76,0.3656,344.8,1.2465,1.0933,-70.45,101.4,0.9656,-135.6,-40.8,0.8579
ETHUSDT,1,crowd_z,0,288,0.1,8640,576,2.0,True,989,0.57,21.81,0.4237,406.3,1.168,1.0393,-70.92,40.4,0.9283,-143.78,-79.4,0.8323
ETHUSDT,1,crowd_z,0,288,0.1,8640,576,3.0,True,873,0.503,0.99,0.4444,468.0,1.0762,0.9734,-98.17,-27.8,0.8823,-178.52,-130.6,0.8014
ETHUSDT,1,crowd_z,0,288,0.1,8640,864,0.0,True,511,0.295,-24.5,0.4971,864.0,0.868,0.8115,-235.65,-192.2,0.7587,-282.71,-253.8,0.7093
ETHUSDT,1,crowd_z,0,288,0.1,8640,864,1.0,True,1203,0.694,6.23,0.217,327.9,1.1816,1.0096,-92.54,10.1,0.8753,-172.43,-147.4,0.7678
ETHUSDT,1,crowd_z,0,288,0.1,8640,864,1.5,True,921,0.531,0.49,0.3051,449.3,1.1676,1.0412,-66.02,40.9,0.9342,-112.49,-70.8,0.8425
ETHUSDT,1,crowd_z,0,288,0.1,8640,864,2.0,True,756,0.436,12.69,0.377,562.2,1.2349,1.1205,-66.54,107.1,1.02,-95.47,18.9,0.9312
ETHUSDT,1,crowd_z,0,288,0.1,8640,864,3.0,True,648,0.374,26.36,0.4475,665.9,1.1987,1.1054,-60.49,89.2,1.0207,-89.61,18.4,0.9438
ETHUSDT,2,crowd_z,0,288,0.1,8640,288,0.0,True,1273,0.734,6.65,0.5035,288.0,1.1185,0.9834,-179.45,-20.4,0.8648,-270.23,-176.7,0.7612
ETHUSDT,2,crowd_z,0,288,0.1,8640,288,1.0,True,2047,1.181,2.34,0.3239,159.6,1.1901,0.9775,-121.9,-33.7,0.8156,-361.35,-314.3,0.6889
ETHUSDT,2,crowd_z,0,288,0.1,8640,288,1.5,True,1706,0.984,2.67,0.4004,198.5,1.1577,0.9824,-93.53,-25.2,0.8402,-307.53,-253.6,0.7235
ETHUSDT,2,crowd_z,0,288,0.1,8640,288,2.0,True,1556,0.897,-3.28,0.4267,223.9,1.0833,0.9348,-177.59,-93.6,0.8105,-339.58,-296.6,0.7059
ETHUSDT,2,crowd_z,0,288,0.1,8640,288,3.0,True,1400,0.807,-3.79,0.4714,254.8,1.0925,0.9552,-185.9,-60.4,0.8367,-310.17,-236.5,0.7345
ETHUSDT,2,crowd_z,0,288,0.1,8640,576,0.0,True,729,0.42,-5.48,0.5048,576.0,1.0992,1.0096,-138.71,9.6,0.9274,-207.36,-75.4,0.8521
ETHUSDT,2,crowd_z,0,288,0.1,8640,576,1.0,True,1454,0.839,-4.95,0.2627,255.0,1.0548,0.8953,-185.13,-123.8,0.7701,-352.05,-304.7,0.6695
ETHUSDT,2,crowd_z,0,288,0.1,8640,576,1.5,True,1145,0.66,-6.8,0.3441,336.8,1.0864,0.9551,-109.9,-50.7,0.8449,-244.99,-190.6,0.7516
ETHUSDT,2,crowd_z,0,288,0.1,8640,576,2.0,True,1002,0.578,-19.5,0.3882,396.6,0.9756,0.8723,-246.81,-143.0,0.7828,-341.0,-260.6,0.7048
ETHUSDT,2,crowd_z,0,288,0.1,8640,576,3.0,True,874,0.504,-35.13,0.4359,464.0,0.8939,0.8093,-300.71,-212.4,0.7341,-388.06,-313.1,0.667
ETHUSDT,2,crowd_z,0,288,0.1,8640,864,0.0,True,510,0.294,-13.49,0.5157,864.0,0.9273,0.8666,-263.79,-140.1,0.8097,-318.15,-206.4,0.7566
ETHUSDT,2,crowd_z,0,288,0.1,8640,864,1.0,True,1221,0.704,-2.14,0.2105,318.5,1.1897,1.0262,-80.29,28.2,0.8966,-205.63,-124.3,0.7916
ETHUSDT,2,crowd_z,0,288,0.1,8640,864,1.5,True,893,0.515,7.03,0.3124,454.9,1.2333,1.1015,-70.27,97.8,0.9896,-85.12,-10.8,0.8935
ETHUSDT,2,crowd_z,0,288,0.1,8640,864,2.0,True,746,0.43,19.95,0.3874,555.3,1.2583,1.142,-79.93,126.1,1.0399,-86.58,37.8,0.9498
ETHUSDT,2,crowd_z,0,288,0.1,8640,864,3.0,True,645,0.372,37.78,0.4574,662.4,1.3152,1.2093,-47.76,179.0,1.1137,-77.14,102.4,1.0273
ETHUSDT,0,dcrowd,48,288,0.02,8640,288,0.0,True,579,0.334,4.85,0.5164,288.0,0.9957,0.8796,-114.69,-72.6,0.7769,-148.29,-142.8,0.6864
ETHUSDT,0,dcrowd,48,288,0.02,8640,288,1.0,True,810,0.467,4.62,0.3235,159.8,1.0481,0.8603,-91.72,-82.1,0.7172,-193.36,-188.6,0.605
ETHUSDT,0,dcrowd,48,288,0.02,8640,288,1.5,True,697,0.402,-3.11,0.3945,200.0,0.9624,0.8153,-112.82,-108.5,0.696,-198.58,-197.2,0.5979
ETHUSDT,0,dcrowd,48,288,0.02,8640,288,2.0,True,655,0.378,2.2,0.4427,226.0,1.0083,0.8682,-79.82,-77.4,0.7509,-159.55,-159.2,0.652
ETHUSDT,0,dcrowd,48,288,0.02,8640,288,3.0,True,619,0.357,5.04,0.4863,254.7,1.0258,0.8953,-80.46,-62.4,0.7829,-139.45,-139.1,0.6859
ETHUSDT,0,dcrowd,48,288,0.02,8640,576,0.0,True,444,0.256,0.73,0.5068,576.0,0.9558,0.8751,-89.06,-78.0,0.8012,-131.95,-129.5,0.7335
ETHUSDT,0,dcrowd,48,288,0.02,8640,576,1.0,True,710,0.409,-0.76,0.2507,253.9,0.9774,0.828,-108.08,-101.6,0.711,-196.76,-191.5,0.6172
ETHUSDT,0,dcrowd,48,288,0.02,8640,576,1.5,True,597,0.344,10.75,0.3668,350.8,1.1091,0.9722,-60.42,-16.0,0.8575,-90.07,-89.4,0.7602
ETHUSDT,0,dcrowd,48,288,0.02,8640,576,2.0,True,550,0.317,1.08,0.4145,402.3,1.0695,0.9548,-52.18,-26.9,0.8552,-92.97,-92.3,0.7683
ETHUSDT,0,dcrowd,48,288,0.02,8640,576,3.0,True,500,0.288,1.27,0.468,477.6,1.0507,0.9502,-52.81,-29.6,0.8606,-88.22,-87.6,0.7805
ETHUSDT,0,dcrowd,48,288,0.02,8640,864,0.0,True,347,0.2,42.8,0.5216,864.0,1.2839,1.2015,-75.05,118.9,1.1244,-82.82,76.1,1.0525
ETHUSDT,0,dcrowd,48,288,0.02,8640,864,1.0,True,646,0.373,5.7,0.2229,326.1,1.1389,0.9811,-106.7,-10.6,0.8559,-139.74,-90.2,0.7544
ETHUSDT,0,dcrowd,48,288,0.02,8640,864,1.5,True,527,0.304,14.95,0.3074,445.3,1.1418,1.0159,-75.75,9.1,0.9097,-90.76,-56.0,0.8192
ETHUSDT,0,dcrowd,48,288,0.02,8640,864,2.0,True,478,0.276,29.55,0.3766,535.7,1.2333,1.1169,-74.82,67.4,1.0152,-85.46,9.3,0.9257
ETHUSDT,0,dcrowd,48,288,0.02,8640,864,3.0,True,426,0.246,31.99,0.4531,662.5,1.2537,1.1517,-64.19,86.1,1.0598,-71.64,35.7,0.9768
ETHUSDT,1,dcrowd,48,288,0.02,8640,288,0.0,True,589,0.34,2.4,0.5161,288.0,1.109,0.9737,-117.34,-15.7,0.8548,-154.47,-92.5,0.7509
ETHUSDT,1,dcrowd,48,288,0.02,8640,288,1.0,True,798,0.46,3.68,0.3271,162.8,1.1035,0.9007,-88.79,-58.3,0.7471,-173.63,-169.1,0.6275
ETHUSDT,1,dcrowd,48,288,0.02,8640,288,1.5,True,712,0.411,-2.36,0.3904,202.7,1.0387,0.8783,-97.44,-74.8,0.7479,-175.59,-171.1,0.6412
ETHUSDT,1,dcrowd,48,288,0.02,8640,288,2.0,True,661,0.381,1.08,0.4448,228.5,1.0866,0.9321,-88.62,-41.0,0.803,-149.3,-129.7,0.695
ETHUSDT,1,dcrowd,48,288,0.02,8640,288,3.0,True,624,0.36,-6.22,0.4728,255.0,1.0178,0.885,-135.36,-72.7,0.7711,-191.53,-155.8,0.6735
ETHUSDT,1,dcrowd,48,288,0.02,8640,576,0.0,True,421,0.243,-11.31,0.4751,576.0,0.9011,0.8282,-130.5,-114.4,0.7617,-175.55,-165.8,0.7009
ETHUSDT,1,dcrowd,48,288,0.02,8640,576,1.0,True,692,0.399,-3.23,0.2442,255.5,0.8998,0.7536,-161.29,-143.3,0.6414,-250.92,-235.9,0.5529
ETHUSDT,1,dcrowd,48,288,0.02,8640,576,1.5,True,592,0.341,-3.14,0.3193,334.4,0.98,0.8594,-143.95,-85.9,0.7592,-203.81,-160.6,0.6748
ETHUSDT,1,dcrowd,48,288,0.02,8640,576,2.0,True,539,0.311,1.01,0.3729,393.7,0.9975,0.8882,-114.47,-67.9,0.7946,-173.0,-134.4,0.7138
ETHUSDT,1,dcrowd,48,288,0.02,8640,576,3.0,True,483,0.279,7.63,0.4389,470.1,1.0238,0.9251,-103.29,-44.5,0.8379,-151.76,-102.2,0.7606
ETHUSDT,1,dcrowd,48,288,0.02,8640,864,0.0,True,349,0.201,24.33,0.49,864.0,1.058,0.9899,-121.64,-6.7,0.9266,-129.34,-50.1,0.8678
ETHUSDT,1,dcrowd,48,288,0.02,8640,864,1.0,True,607,0.35,24.96,0.2405,352.7,1.2691,1.0792,-79.63,41.3,0.932,-107.32,-40.0,0.8148
ETHUSDT,1,dcrowd,48,288,0.02,8640,864,1.5,True,523,0.302,5.05,0.2983,450.0,1.0442,0.924,-88.59,-43.9,0.8235,-150.64,-111.1,0.7385
ETHUSDT,1,dcrowd,48,288,0.02,8640,864,2.0,True,462,0.266,10.01,0.3528,534.3,1.2082,1.0945,-67.86,55.3,0.9956,-96.93,-2.8,0.909
ETHUSDT,1,dcrowd,48,288,0.02,8640,864,3.0,True,408,0.235,25.17,0.4216,669.8,1.1971,1.0975,-52.92,55.0,1.0083,-75.47,5.0,0.9284
ETHUSDT,2,dcrowd,48,288,0.02,8640,288,0.0,True,572,0.33,-15.2,0.4913,288.0,0.7736,0.6758,-241.05,-216.1,0.5908,-309.25,-290.8,0.5173
ETHUSDT,2,dcrowd,48,288,0.02,8640,288,1.0,True,812,0.468,-0.98,0.3128,159.1,0.9706,0.7845,-183.23,-131.8,0.6463,-290.67,-248.3,0.5404
ETHUSDT,2,dcrowd,48,288,0.02,8640,288,1.5,True,697,0.402,-1.05,0.3888,199.4,0.9492,0.7951,-178.33,-125.2,0.6726,-268.04,-222.8,0.5739
ETHUSDT,2,dcrowd,48,288,0.02,8640,288,2.0,True,655,0.378,-3.13,0.4305,223.4,0.9176,0.7804,-181.01,-137.2,0.6677,-264.0,-227.7,0.5746
ETHUSDT,2,dcrowd,48,288,0.02,8640,288,3.0,True,613,0.354,5.05,0.4763,255.2,0.9823,0.8407,-144.31,-94.7,0.7224,-222.3,-179.8,0.6233
ETHUSDT,2,dcrowd,48,288,0.02,8640,576,0.0,True,439,0.253,12.16,0.5216,576.0,1.0983,1.0105,-95.85,6.9,0.9299,-125.7,-48.0,0.8562
ETHUSDT,2,dcrowd,48,288,0.02,8640,576,1.0,True,688,0.397,15.49,0.2674,265.7,1.2819,1.0774,-62.13,43.8,0.9207,-128.02,-50.7,0.797
ETHUSDT,2,dcrowd,48,288,0.02,8640,576,1.5,True,585,0.337,15.01,0.3504,344.1,1.2761,1.1165,-49.73,67.1,0.9844,-75.03,-9.9,0.8735
ETHUSDT,2,dcrowd,48,288,0.02,8640,576,2.0,True,534,0.308,25.42,0.4026,405.7,1.2727,1.1335,-47.23,78.3,1.0145,-71.31,9.1,0.9117
ETHUSDT,2,dcrowd,48,288,0.02,8640,576,3.0,True,496,0.286,30.57,0.4637,468.6,1.2937,1.1715,-44.17,102.8,1.0634,-54.21,40.4,0.9675
ETHUSDT,2,dcrowd,48,288,0.02,8640,864,0.0,True,349,0.201,-0.71,0.5014,864.0,0.9857,0.9205,-119.37,-48.5,0.8596,-143.8,-88.6,0.8029
ETHUSDT,2,dcrowd,48,288,0.02,8640,864,1.0,True,623,0.359,13.71,0.2199,336.4,1.208,1.036,-71.77,19.6,0.9012,-134.13,-60.3,0.7929
ETHUSDT,2,dcrowd,48,288,0.02,8640,864,1.5,True,503,0.29,23.51,0.326,460.5,1.2168,1.0802,-75.81,42.6,0.9655,-93.88,-19.9,0.8679
ETHUSDT,2,dcrowd,48,288,0.02,8640,864,2.0,True,459,0.265,25.75,0.3682,549.9,1.204,1.0881,-64.73,49.0,0.9875,-74.87,-7.5,0.8994
ETHUSDT,2,dcrowd,48,288,0.02,8640,864,3.0,True,402,0.232,48.54,0.4577,679.1,1.3218,1.2129,-50.18,109.5,1.1149,-58.45,62.4,1.0265
ETHUSDT,0,dcrowd,48,288,0.05,8640,288,0.0,True,947,0.546,2.43,0.5132,288.0,1.0873,0.9567,-87.18,-39.9,0.8423,-156.49,-155.3,0.7426
ETHUSDT,0,dcrowd,48,288,0.05,8640,288,1.0,True,1429,0.824,2.91,0.3303,160.5,1.0598,0.8693,-136.63,-135.3,0.7239,-325.46,-324.3,0.6101
ETHUSDT,0,dcrowd,48,288,0.05,8640,288,1.5,True,1202,0.693,5.21,0.4126,203.4,1.1155,0.9491,-79.45,-50.2,0.8131,-204.27,-203.1,0.7011
ETHUSDT,0,dcrowd,48,288,0.05,8640,288,2.0,True,1102,0.636,10.29,0.4537,231.0,1.1877,1.0261,-78.6,25.0,0.8905,-117.93,-114.1,0.7762
ETHUSDT,0,dcrowd,48,288,0.05,8640,288,3.0,True,1019,0.588,6.16,0.4907,257.2,1.169,1.0206,-95.54,19.2,0.8931,-131.37,-107.4,0.7837
ETHUSDT,0,dcrowd,48,288,0.05,8640,576,0.0,True,611,0.352,3.22,0.5025,576.0,0.9648,0.8865,-131.13,-102.9,0.8145,-179.15,-175.3,0.7485
ETHUSDT,0,dcrowd,48,288,0.05,8640,576,1.0,True,1103,0.636,8.1,0.2656,260.9,1.0784,0.915,-125.29,-76.5,0.7867,-215.0,-215.0,0.6835
ETHUSDT,0,dcrowd,48,288,0.05,8640,576,1.5,True,919,0.53,11.21,0.3526,340.1,1.0987,0.9664,-73.95,-30.3,0.8554,-142.17,-141.9,0.7611
ETHUSDT,0,dcrowd,48,288,0.05,8640,576,2.0,True,790,0.456,27.03,0.4076,410.8,1.2663,1.1368,-48.16,115.4,1.0244,-55.62,22.1,0.9261
ETHUSDT,0,dcrowd,48,288,0.05,8640,576,3.0,True,706,0.407,27.94,0.4873,480.9,1.2496,1.1332,-60.05,106.1,1.0291,-65.46,24.6,0.9359
ETHUSDT,0,dcrowd,48,288,0.05,8640,864,0.0,True,453,0.261,8.58,0.4967,864.0,0.9984,0.9333,-119.26,-55.9,0.8728,-148.99,-110.5,0.8165
ETHUSDT,0,dcrowd,48,288,0.05,8640,864,1.0,True,967,0.558,13.63,0.2275,331.6,1.1726,1.0051,-50.2,4.3,0.8735,-119.12,-119.1,0.7675
ETHUSDT,0,dcrowd,48,288,0.05,8640,864,1.5,True,752,0.434,21.85,0.3178,462.6,1.2509,1.1145,-46.93,92.1,0.9993,-74.17,-0.6,0.9009
ETHUSDT,0,dcrowd,48,288,0.05,8640,864,2.0,True,642,0.37,41.84,0.4019,568.5,1.2944,1.1742,-55.39,129.2,1.0688,-64.66,54.4,0.9756
ETHUSDT,0,dcrowd,48,288,0.05,8640,864,3.0,True,571,0.329,26.86,0.4396,662.5,1.1723,1.0792,-59.25,61.3,0.9951,-69.92,-4.0,0.919
ETHUSDT,1,dcrowd,48,288,0.05,8640,288,0.0,True,961,0.554,14.45,0.5161,288.0,1.0836,0.9525,-194.34,-46.8,0.838,-242.26,-170.9,0.7385
ETHUSDT,1,dcrowd,48,288,0.05,8640,288,1.0,True,1433,0.826,8.79,0.3252,161.1,1.0891,0.8854,-144.49,-120.6,0.7325,-326.7,-321.7,0.6145
ETHUSDT,1,dcrowd,48,288,0.05,8640,288,1.5,True,1211,0.698,14.53,0.4063,205.4,1.1692,0.9868,-125.27,-13.2,0.8401,-206.24,-177.6,0.7206
ETHUSDT,1,dcrowd,48,288,0.05,8640,288,2.0,True,1130,0.652,14.09,0.4451,225.5,1.1491,0.9882,-123.65,-12.1,0.8543,-209.82,-163.6,0.7424
ETHUSDT,1,dcrowd,48,288,0.05,8640,288,3.0,True,1044,0.602,8.69,0.4866,253.4,1.0943,0.952,-155.9,-48.6,0.8306,-236.43,-185.4,0.727
ETHUSDT,1,dcrowd,48,288,0.05,8640,576,0.0,True,603,0.348,4.13,0.4942,576.0,1.0352,0.9471,-152.35,-44.2,0.8669,-185.47,-116.4,0.7939
ETHUSDT,1,dcrowd,48,288,0.05,8640,576,1.0,True,1096,0.632,4.37,0.26,262.0,1.1042,0.9336,-89.53,-59.6,0.8011,-212.63,-201.0,0.6955
ETHUSDT,1,dcrowd,48,288,0.05,8640,576,1.5,True,897,0.517,1.38,0.3501,346.7,1.0485,0.9194,-85.02,-70.7,0.8115,-191.72,-180.2,0.7204
ETHUSDT,1,dcrowd,48,288,0.05,8640,576,2.0,True,801,0.462,7.7,0.4057,405.8,1.068,0.9498,-67.61,-43.1,0.8483,-149.76,-140.1,0.7605
ETHUSDT,1,dcrowd,48,288,0.05,8640,576,3.0,True,704,0.406,5.98,0.4545,474.1,1.0877,0.9803,-106.98,-16.2,0.8854,-144.48,-100.5,0.8014
ETHUSDT,1,dcrowd,48,288,0.05,8640,864,0.0,True,449,0.259,14.5,0.5078,864.0,1.0925,1.0207,-78.56,17.9,0.9538,-99.88,-41.3,0.8915
ETHUSDT,1,dcrowd,48,288,0.05,8640,864,1.0,True,958,0.552,-0.34,0.214,324.1,1.0825,0.9271,-89.8,-61.5,0.8051,-188.04,-184.3,0.7068
ETHUSDT,1,dcrowd,48,288,0.05,8640,864,1.5,True,744,0.429,8.58,0.3105,449.2,1.0759,0.9539,-77.57,-37.0,0.8514,-143.47,-129.7,0.7643
ETHUSDT,1,dcrowd,48,288,0.05,8640,864,2.0,True,648,0.374,7.4,0.3688,540.6,1.1248,1.0192,-63.56,15.3,0.9268,-87.85,-62.3,0.8454
ETHUSDT,1,dcrowd,48,288,0.05,8640,864,3.0,True,567,0.327,6.78,0.4233,642.6,1.0831,0.9945,-95.1,-4.5,0.915,-129.99,-73.7,0.8435
ETHUSDT,2,dcrowd,48,288,0.05,8640,288,0.0,True,944,0.544,-11.89,0.4958,288.0,0.9109,0.7984,-217.23,-202.4,0.7004,-328.01,-321.1,0.615
ETHUSDT,2,dcrowd,48,288,0.05,8640,288,1.0,True,1414,0.815,-0.75,0.3168,161.3,1.0317,0.8375,-187.18,-170.3,0.6924,-372.52,-369.1,0.5808
ETHUSDT,2,dcrowd,48,288,0.05,8640,288,1.5,True,1203,0.694,-2.2,0.3948,201.0,1.0066,0.8468,-172.36,-157.7,0.7187,-324.94,-321.5,0.6146
ETHUSDT,2,dcrowd,48,288,0.05,8640,288,2.0,True,1113,0.642,1.4,0.4385,226.9,1.0337,0.8838,-129.05,-117.5,0.7597,-275.18,-266.0,0.6562
ETHUSDT,2,dcrowd,48,288,0.05,8640,288,3.0,True,1017,0.587,1.9,0.4818,257.2,1.0354,0.8943,-124.73,-101.0,0.7748,-238.99,-233.2,0.6731
ETHUSDT,2,dcrowd,48,288,0.05,8640,576,0.0,True,604,0.348,6.66,0.4834,576.0,1.1069,1.0145,-94.76,12.2,0.9304,-137.31,-61.3,0.8537
ETHUSDT,2,dcrowd,48,288,0.05,8640,576,1.0,True,1116,0.644,-3.45,0.2357,254.9,1.0894,0.9253,-135.41,-70.4,0.7972,-239.51,-214.7,0.6947
ETHUSDT,2,dcrowd,48,288,0.05,8640,576,1.5,True,880,0.507,9.16,0.3318,353.3,1.1606,1.0199,-84.31,17.2,0.9026,-161.26,-92.1,0.8035
ETHUSDT,2,dcrowd,48,288,0.05,8640,576,2.0,True,795,0.458,8.92,0.3862,403.3,1.191,1.0655,-58.47,57.4,0.9572,-80.48,-40.3,0.8631
ETHUSDT,2,dcrowd,48,288,0.05,8640,576,3.0,True,707,0.408,3.66,0.4399,471.6,1.1513,1.0466,-81.02,40.8,0.9531,-128.47,-43.5,0.8696
ETHUSDT,2,dcrowd,48,288,0.05,8640,864,0.0,True,453,0.261,8.6,0.5143,864.0,0.913,0.8493,-168.25,-119.0,0.7898,-201.09,-171.7,0.7345
ETHUSDT,2,dcrowd,48,288,0.05,8640,864,1.0,True,968,0.558,3.19,0.2045,329.4,1.0206,0.8728,-132.51,-109.6,0.757,-249.22,-234.9,0.6641
ETHUSDT,2,dcrowd,48,288,0.05,8640,864,1.5,True,726,0.419,8.83,0.3085,462.7,1.1306,1.0038,-54.38,2.9,0.8969,-95.03,-85.8,0.8058
ETHUSDT,2,dcrowd,48,288,0.05,8640,864,2.0,True,624,0.36,16.53,0.3926,559.3,1.2399,1.1211,-44.82,86.0,1.0171,-51.13,12.9,0.9256
ETHUSDT,2,dcrowd,48,288,0.05,8640,864,3.0,True,547,0.315,41.07,0.4625,671.0,1.2243,1.1253,-57.48,89.3,1.0359,-85.19,26.9,0.955
ETHUSDT,0,dcrowd,48,288,0.1,8640,288,0.0,True,1261,0.727,1.96,0.4996,288.0,1.009,0.8867,-151.37,-146.0,0.7802,-307.24,-302.8,0.6874
ETHUSDT,0,dcrowd,48,288,0.1,8640,288,1.0,True,2086,1.203,0.41,0.3193,154.9,1.0616,0.8653,-276.29,-211.3,0.7173,-561.24,-505.8,0.6026
ETHUSDT,0,dcrowd,48,288,0.1,8640,288,1.5,True,1690,0.975,0.75,0.3982,198.2,1.0799,0.9143,-189.32,-125.7,0.7807,-415.15,-356.3,0.6717
ETHUSDT,0,dcrowd,48,288,0.1,8640,288,2.0,True,1523,0.878,7.0,0.4458,225.5,1.108,0.9544,-118.29,-64.0,0.8263,-310.52,-266.1,0.7189
ETHUSDT,0,dcrowd,48,288,0.1,8640,288,3.0,True,1385,0.799,0.31,0.4744,254.7,1.0335,0.9013,-180.67,-136.6,0.7882,-356.11,-316.1,0.691
ETHUSDT,0,dcrowd,48,288,0.1,8640,576,0.0,True,719,0.415,17.12,0.5035,576.0,1.0868,0.9959,-155.39,-4.0,0.913,-175.99,-88.2,0.8374
ETHUSDT,0,dcrowd,48,288,0.1,8640,576,1.0,True,1474,0.85,-1.18,0.2476,252.6,1.0174,0.862,-227.95,-170.1,0.7405,-405.83,-359.0,0.6431
ETHUSDT,0,dcrowd,48,288,0.1,8640,576,1.5,True,1147,0.661,4.5,0.3391,335.4,1.0068,0.8801,-198.18,-139.0,0.7745,-332.19,-285.3,0.6855
ETHUSDT,0,dcrowd,48,288,0.1,8640,576,2.0,True,991,0.572,7.67,0.3885,397.6,1.0653,0.9525,-163.4,-52.9,0.8549,-272.7,-173.5,0.77
ETHUSDT,0,dcrowd,48,288,0.1,8640,576,3.0,True,870,0.502,-9.36,0.4356,464.0,0.9773,0.886,-198.17,-126.1,0.8046,-294.16,-228.5,0.7317
ETHUSDT,0,dcrowd,48,288,0.1,8640,864,0.0,True,508,0.293,26.11,0.5157,864.0,1.125,1.0518,-87.24,46.3,0.9836,-117.57,-15.2,0.9202
ETHUSDT,0,dcrowd,48,288,0.1,8640,864,1.0,True,1211,0.698,15.92,0.2238,328.1,1.231,1.055,-113.09,58.0,0.917,-191.3,-98.0,0.806
ETHUSDT,0,dcrowd,48,288,0.1,8640,864,1.5,True,893,0.515,15.45,0.3158,457.7,1.1946,1.0625,-110.82,59.1,0.9511,-176.96,-50.1,0.8561
ETHUSDT,0,dcrowd,48,288,0.1,8640,864,2.0,True,753,0.434,41.5,0.4037,552.7,1.347,1.2203,-87.58,191.2,1.1097,-99.21,101.6,1.0123
ETHUSDT,0,dcrowd,48,288,0.1,8640,864,3.0,True,640,0.369,25.8,0.4531,672.4,1.2223,1.1257,-89.05,104.0,1.0382,-113.25,33.3,0.959
ETHUSDT,1,dcrowd,48,288,0.1,8640,288,0.0,True,1260,0.727,-3.83,0.4865,288.0,0.9886,0.8696,-263.74,-173.2,0.7659,-388.63,-332.3,0.6756
ETHUSDT,1,dcrowd,48,288,0.1,8640,288,1.0,True,2015,1.162,5.61,0.3176,161.1,1.0772,0.8718,-199.15,-191.1,0.7189,-486.33,-480.7,0.6014
