symbol,seed,signal,look,win,q,band,hold,stop_k,contrarian,trades,tpd,avg_bps,win_rate,avg_hold_bars,pf_0x,pf_1x,maxdd_r_1x,total_r_1x,pf_2x,maxdd_r_2x,total_r_2x,pf_3x
BTCUSDT,0,crowd_z,0,288,0.02,8640,864,0.0,True,507,0.232,6.19,0.5089,864.0,1.0915,1.0051,-183.11,4.6,0.9256,-226.61,-69.2,0.8522
BTCUSDT,0,crowd_z,0,288,0.02,8640,864,1.0,True,916,0.418,1.09,0.2282,350.7,1.1003,0.9109,-128.12,-71.7,0.769,-235.66,-212.5,0.6588
BTCUSDT,0,crowd_z,0,288,0.02,8640,864,1.5,True,772,0.353,0.11,0.3031,465.5,1.0454,0.9032,-119.11,-80.9,0.7879,-205.0,-195.7,0.6927
BTCUSDT,0,crowd_z,0,288,0.02,8640,864,2.0,True,697,0.318,11.39,0.363,554.9,1.0727,0.9469,-95.48,-45.2,0.8406,-156.65,-146.9,0.75
BTCUSDT,0,crowd_z,0,288,0.02,8640,864,3.0,True,611,0.279,16.94,0.4337,665.7,1.1043,0.9938,-98.16,-5.3,0.8968,-146.96,-92.9,0.8112
BTCUSDT,1,crowd_z,0,288,0.02,8640,288,0.0,True,966,0.441,-5.77,0.4762,288.0,0.996,0.8478,-195.24,-151.7,0.7226,-316.95,-299.8,0.6171
BTCUSDT,1,crowd_z,0,288,0.02,8640,288,1.0,True,1268,0.579,1.27,0.3028,164.6,1.094,0.8624,-165.33,-132.4,0.6962,-355.39,-340.5,0.5723
BTCUSDT,1,crowd_z,0,288,0.02,8640,288,1.5,True,1128,0.515,3.11,0.3777,203.5,1.111,0.9124,-128.69,-85.4,0.7585,-283.35,-265.6,0.637
BTCUSDT,1,crowd_z,0,288,0.02,8640,288,2.0,True,1062,0.485,-1.59,0.4134,229.6,1.061,0.8837,-165.24,-114.3,0.7418,-311.88,-282.1,0.6271
BTCUSDT,1,crowd_z,0,288,0.02,8640,288,3.0,True,1013,0.463,-7.86,0.4423,256.3,0.9779,0.8236,-232.08,-178.9,0.6969,-363.31,-337.4,0.5923
BTCUSDT,1,crowd_z,0,288,0.02,8640,576,0.0,True,659,0.301,-15.71,0.4886,576.0,0.9561,0.8592,-215.29,-139.3,0.7719,-296.03,-237.3,0.6936
BTCUSDT,1,crowd_z,0,288,0.02,8640,576,1.0,True,1054,0.481,0.06,0.2533,262.9,1.2222,1.0026,-75.08,2.3,0.8389,-194.53,-164.6,0.7128
BTCUSDT,1,crowd_z,0,288,0.02,8640,576,1.5,True,893,0.408,-2.92,0.3326,346.3,1.1164,0.9528,-155.8,-43.2,0.8211,-249.54,-181.3,0.7136
BTCUSDT,1,crowd_z,0,288,0.02,8640,576,2.0,True,813,0.371,-3.64,0.3875,401.8,1.0365,0.9006,-176.02,-92.3,0.7869,-260.08,-215.5,0.6911
BTCUSDT,1,crowd_z,0,288,0.02,8640,576,3.0,True,743,0.339,-5.39,0.4388,474.9,1.0569,0.9354,-112.37,-60.5,0.8299,-195.75,-170.5,0.7383
BTCUSDT,1,crowd_z,0,288,0.02,8640,864,0.0,True,510,0.233,-17.32,0.4902,864.0,0.958,0.878,-211.52,-111.0,0.8048,-234.75,-185.4,0.7379
BTCUSDT,1,crowd_z,0,288,0.02,8640,864,1.0,True,955,0.436,-3.08,0.2147,327.2,1.0526,0.8754,-159.84,-106.4,0.7419,-279.67,-251.3,0.6378
BTCUSDT,1,crowd_z,0,288,0.02,8640,864,1.5,True,794,0.363,-14.03,0.2859,433.1,1.0504,0.9165,-164.93,-74.8,0.8062,-237.86,-190.3,0.7141
BTCUSDT,1,crowd_z,0,288,0.02,8640,864,2.0,True,705,0.322,-22.98,0.3376,521.0,1.0023,0.8914,-206.16,-99.4,0.7965,-269.59,-200.8,0.7146
BTCUSDT,1,crowd_z,0,288,0.02,8640,864,3.0,True,618,0.282,-21.95,0.4029,657.1,0.9814,0.8872,-186.67,-104.2,0.8037,-250.23,-192.3,0.7294
BTCUSDT,2,crowd_z,0,288,0.02,8640,288,0.0,True,977,0.446,-0.9,0.5159,288.0,1.0073,0.8642,-149.4,-139.0,0.742,-293.39,-284.9,0.638
BTCUSDT,2,crowd_z,0,288,0.02,8640,288,1.0,True,1287,0.588,2.12,0.3395,168.3,1.1013,0.8665,-137.34,-126.7,0.697,-334.71,-334.2,0.5704
BTCUSDT,2,crowd_z,0,288,0.02,8640,288,1.5,True,1145,0.523,2.18,0.4201,207.3,1.113,0.9108,-121.56,-84.5,0.753,-271.55,-263.1,0.6284
BTCUSDT,2,crowd_z,0,288,0.02,8640,288,2.0,True,1080,0.493,3.6,0.4676,233.3,1.1316,0.9427,-105.14,-54.2,0.7903,-241.08,-220.0,0.6666
BTCUSDT,2,crowd_z,0,288,0.02,8640,288,3.0,True,1029,0.47,-2.27,0.5024,257.7,1.0596,0.8974,-127.03,-101.1,0.7619,-264.38,-255.9,0.6491
BTCUSDT,2,crowd_z,0,288,0.02,8640,576,0.0,True,664,0.303,1.46,0.5256,576.0,1.1232,1.0182,-147.39,17.2,0.9227,-197.5,-76.8,0.836
BTCUSDT,2,crowd_z,0,288,0.02,8640,576,1.0,True,1060,0.484,2.13,0.2764,268.4,1.2054,0.9992,-96.76,-0.7,0.8426,-213.86,-155.2,0.72
BTCUSDT,2,crowd_z,0,288,0.02,8640,576,1.5,True,906,0.414,1.19,0.3554,353.3,1.1628,1.0002,-77.71,0.2,0.8678,-187.58,-130.4,0.7583
BTCUSDT,2,crowd_z,0,288,0.02,8640,576,2.0,True,827,0.378,-5.87,0.4123,405.7,1.1325,0.9933,-82.47,-6.0,0.8751,-179.96,-121.9,0.774
BTCUSDT,2,crowd_z,0,288,0.02,8640,576,3.0,True,746,0.341,-0.57,0.4759,479.4,1.2293,1.0955,-78.12,83.2,0.9781,-102.56,-20.4,0.8746
BTCUSDT,2,crowd_z,0,288,0.02,8640,864,0.0,True,522,0.238,10.81,0.4808,864.0,1.165,1.0732,-158.76,68.3,0.9893,-178.97,-10.5,0.9126
BTCUSDT,2,crowd_z,0,288,0.02,8640,864,1.0,True,950,0.434,4.07,0.2295,340.7,1.2376,1.0354,-79.19,29.5,0.8817,-153.35,-112.2,0.7613
BTCUSDT,2,crowd_z,0,288,0.02,8640,864,1.5,True,798,0.364,10.1,0.3133,451.9,1.3369,1.1707,-55.39,147.2,1.0339,-79.1,32.1,0.9197
BTCUSDT,2,crowd_z,0,288,0.02,8640,864,2.0,True,707,0.323,9.35,0.3678,543.4,1.3329,1.19,-55.07,166.0,1.068,-69.52,64.2,0.9629
BTCUSDT,2,crowd_z,0,288,0.02,8640,864,3.0,True,616,0.281,-5.92,0.4075,657.8,1.1989,1.0884,-93.44,80.6,0.9909,-105.51,-8.8,0.9044
BTCUSDT,0,crowd_z,0,288,0.05,8640,288,0.0,True,1336,0.61,2.78,0.5045,288.0,1.0033,0.8578,-234.34,-200.6,0.7335,-424.02,-405.5,0.6283
BTCUSDT,0,crowd_z,0,288,0.05,8640,288,1.0,True,1999,0.913,2.58,0.3092,160.0,1.0385,0.8075,-294.95,-294.6,0.6442,-638.17,-638.2,0.5237
BTCUSDT,0,crowd_z,0,288,0.05,8640,288,1.5,True,1708,0.78,5.68,0.3852,200.8,1.0541,0.8574,-245.32,-212.5,0.706,-515.64,-495.4,0.5874
BTCUSDT,0,crowd_z,0,288,0.05,8640,288,2.0,True,1560,0.712,6.18,0.4295,227.6,1.0661,0.8837,-193.11,-167.8,0.7379,-439.9,-420.5,0.6203
BTCUSDT,0,crowd_z,0,288,0.05,8640,288,3.0,True,1447,0.661,4.63,0.4741,254.0,1.0421,0.8792,-191.8,-173.2,0.7441,-417.41,-401.5,0.6322
BTCUSDT,0,crowd_z,0,288,0.05,8640,576,0.0,True,829,0.379,0.7,0.4994,576.0,0.945,0.8534,-188.94,-187.1,0.7708,-308.78,-307.4,0.6963
BTCUSDT,0,crowd_z,0,288,0.05,8640,576,1.0,True,1529,0.698,3.64,0.2557,258.1,1.108,0.905,-124.34,-122.5,0.7542,-365.29,-363.9,0.638
BTCUSDT,0,crowd_z,0,288,0.05,8640,576,1.5,True,1232,0.563,9.15,0.3417,343.1,1.1204,0.9534,-110.63,-57.3,0.8195,-247.82,-246.4,0.7102
BTCUSDT,0,crowd_z,0,288,0.05,8640,576,2.0,True,1096,0.5,4.35,0.3823,399.6,1.0996,0.9606,-111.25,-48.2,0.8436,-209.51,-208.1,0.7441
BTCUSDT,0,crowd_z,0,288,0.05,8640,576,3.0,True,972,0.444,1.9,0.4321,467.0,1.0035,0.8899,-149.54,-134.1,0.7911,-279.7,-272.2,0.7047
BTCUSDT,0,crowd_z,0,288,0.05,8640,864,0.0,True,593,0.271,-22.06,0.4722,864.0,0.7596,0.6992,-407.74,-377.5,0.6436,-490.69,-465.1,0.5925
BTCUSDT,0,crowd_z,0,288,0.05,8640,864,1.0,True,1243,0.568,6.71,0.2325,342.8,1.1719,0.9766,-121.6,-25.4,0.8289,-237.01,-211.0,0.7135
BTCUSDT,0,crowd_z,0,288,0.05,8640,864,1.5,True,997,0.455,2.15,0.3059,453.8,1.1004,0.9587,-100.06,-45.1,0.8422,-214.22,-188.9,0.745
BTCUSDT,0,crowd_z,0,288,0.05,8640,864,2.0,True,869,0.397,4.45,0.3671,541.8,1.0753,0.9538,-107.26,-49.4,0.8502,-184.3,-173.1,0.7611
BTCUSDT,0,crowd_z,0,288,0.05,8640,864,3.0,True,741,0.338,7.84,0.4238,656.4,1.0512,0.9511,-82.38,-51.5,0.8623,-165.94,-153.7,0.7832
BTCUSDT,1,crowd_z,0,288,0.05,8640,288,0.0,True,1336,0.61,2.91,0.4963,288.0,1.0648,0.9126,-149.33,-120.9,0.7825,-345.1,-324.7,0.6717
BTCUSDT,1,crowd_z,0,288,0.05,8640,288,1.0,True,1977,0.903,-1.47,0.3025,157.0,1.0331,0.8092,-318.23,-292.2,0.6494,-637.66,-626.9,0.5306
BTCUSDT,1,crowd_z,0,288,0.05,8640,288,1.5,True,1686,0.77,1.59,0.3808,200.1,1.1135,0.9135,-170.15,-126.9,0.7582,-414.93,-400.0,0.6352
BTCUSDT,1,crowd_z,0,288,0.05,8640,288,2.0,True,1558,0.711,4.09,0.423,226.3,1.1252,0.9373,-123.0,-90.0,0.7868,-353.72,-340.3,0.6652
BTCUSDT,1,crowd_z,0,288,0.05,8640,288,3.0,True,1443,0.659,2.97,0.4664,254.2,1.1006,0.9303,-151.75,-97.4,0.7891,-352.23,-322.8,0.6718
BTCUSDT,1,crowd_z,0,288,0.05,8640,576,0.0,True,822,0.375,-7.05,0.4964,576.0,0.9708,0.8716,-156.73,-154.0,0.7826,-274.75,-274.7,0.7035
BTCUSDT,1,crowd_z,0,288,0.05,8640,576,1.0,True,1519,0.694,-5.27,0.2515,253.7,1.0642,0.8718,-200.8,-165.7,0.728,-402.48,-402.5,0.6173
BTCUSDT,1,crowd_z,0,288,0.05,8640,576,1.5,True,1250,0.571,-4.87,0.332,333.4,1.0312,0.8789,-181.9,-155.7,0.7563,-347.17,-347.2,0.6563
BTCUSDT,1,crowd_z,0,288,0.05,8640,576,2.0,True,1091,0.498,-6.4,0.385,392.9,1.0141,0.8843,-162.94,-146.1,0.7753,-312.42,-308.5,0.6833
BTCUSDT,1,crowd_z,0,288,0.05,8640,576,3.0,True,959,0.438,-2.47,0.4463,471.7,1.0045,0.8882,-191.93,-135.6,0.7876,-311.26,-276.2,0.7004
BTCUSDT,1,crowd_z,0,288,0.05,8640,864,0.0,True,597,0.273,-18.57,0.4606,864.0,0.8842,0.8123,-285.56,-225.3,0.7466,-348.54,-317.7,0.6867
BTCUSDT,1,crowd_z,0,288,0.05,8640,864,1.0,True,1296,0.592,2.43,0.2145,328.7,1.0459,0.8674,-203.97,-154.8,0.7338,-379.68,-355.4,0.6302
BTCUSDT,1,crowd_z,0,288,0.05,8640,864,1.5,True,1041,0.475,-1.37,0.293,437.5,1.0156,0.8798,-182.35,-141.5,0.7694,-320.91,-299.5,0.6781
BTCUSDT,1,crowd_z,0,288,0.05,8640,864,2.0,True,870,0.397,14.92,0.369,546.9,1.0956,0.9717,-130.12,-30.5,0.8663,-216.23,-155.7,0.7757
BTCUSDT,1,crowd_z,0,288,0.05,8640,864,3.0,True,733,0.335,-13.39,0.4011,664.4,0.9704,0.8748,-204.35,-131.6,0.7906,-288.49,-233.9,0.716
BTCUSDT,2,crowd_z,0,288,0.05,8640,288,0.0,True,1324,0.605,-7.42,0.5023,288.0,0.933,0.7954,-291.89,-287.7,0.6792,-491.53,-488.3,0.5811
BTCUSDT,2,crowd_z,0,288,0.05,8640,288,1.0,True,1933,0.883,1.58,0.3228,163.6,1.0315,0.8061,-288.9,-281.8,0.6452,-605.8,-601.9,0.5258
BTCUSDT,2,crowd_z,0,288,0.05,8640,288,1.5,True,1661,0.758,-6.47,0.3907,201.4,0.9777,0.796,-304.21,-295.6,0.6557,-566.8,-562.9,0.5456
BTCUSDT,2,crowd_z,0,288,0.05,8640,288,2.0,True,1536,0.701,-2.74,0.4421,227.7,1.0076,0.8322,-250.7,-234.3,0.6924,-480.58,-478.1,0.5801
BTCUSDT,2,crowd_z,0,288,0.05,8640,288,3.0,True,1424,0.65,-5.42,0.4775,254.1,0.9729,0.8211,-261.79,-255.8,0.6954,-480.59,-476.2,0.591
BTCUSDT,2,crowd_z,0,288,0.05,8640,576,0.0,True,833,0.38,16.86,0.521,576.0,1.0997,0.9881,-107.35,-13.1,0.8875,-200.42,-130.3,0.797
BTCUSDT,2,crowd_z,0,288,0.05,8640,576,1.0,True,1523,0.695,2.5,0.26,258.9,1.0324,0.8492,-257.58,-192.5,0.7118,-468.16,-420.6,0.6051
BTCUSDT,2,crowd_z,0,288,0.05,8640,576,1.5,True,1211,0.553,5.91,0.3526,351.2,1.0941,0.9372,-171.35,-75.0,0.81,-304.93,-250.6,0.7052
BTCUSDT,2,crowd_z,0,288,0.05,8640,576,2.0,True,1075,0.491,7.92,0.4065,411.9,1.1339,0.9909,-99.08,-10.4,0.8703,-211.44,-161.0,0.7676
BTCUSDT,2,crowd_z,0,288,0.05,8640,576,3.0,True,965,0.441,-2.71,0.456,476.7,1.0277,0.914,-185.32,-101.3,0.8145,-305.42,-233.2,0.7271
BTCUSDT,2,crowd_z,0,288,0.05,8640,864,0.0,True,587,0.268,13.68,0.5417,864.0,1.1254,1.0335,-101.66,33.6,0.9489,-136.91,-53.3,0.871
BTCUSDT,2,crowd_z,0,288,0.05,8640,864,1.0,True,1262,0.576,14.41,0.2266,337.2,1.2424,1.0313,-91.19,35.1,0.8738,-224.32,-162.2,0.7518
BTCUSDT,2,crowd_z,0,288,0.05,8640,864,1.5,True,980,0.447,21.01,0.3224,460.4,1.3029,1.1357,-89.09,142.2,0.9989,-127.11,-1.3,0.8851
BTCUSDT,2,crowd_z,0,288,0.05,8640,864,2.0,True,864,0.395,12.02,0.3738,549.7,1.2116,1.0779,-80.95,81.5,0.9637,-127.07,-41.0,0.8655
BTCUSDT,2,crowd_z,0,288,0.05,8640,864,3.0,True,730,0.333,-5.05,0.4329,669.1,1.23,1.1167,-129.16,118.6,1.0161,-160.02,17.3,0.9263
BTCUSDT,0,crowd_z,0,288,0.1,8640,288,0.0,True,1612,0.736,-3.64,0.5019,288.0,1.0012,0.8553,-250.98,-243.0,0.7316,-494.44,-488.0,0.6269
BTCUSDT,0,crowd_z,0,288,0.1,8640,288,1.0,True,2635,1.203,0.79,0.3055,156.4,1.0372,0.8088,-392.71,-390.6,0.6468,-845.25,-844.4,0.527
BTCUSDT,0,crowd_z,0,288,0.1,8640,288,1.5,True,2197,1.003,1.52,0.3769,196.5,1.0558,0.8623,-286.14,-269.2,0.7131,-645.48,-633.8,0.5959
BTCUSDT,0,crowd_z,0,288,0.1,8640,288,2.0,True,1960,0.895,0.66,0.4214,224.4,1.0318,0.8555,-279.73,-265.8,0.7148,-594.14,-583.8,0.6013
BTCUSDT,0,crowd_z,0,288,0.1,8640,288,3.0,True,1772,0.809,5.1,0.4757,255.0,1.0822,0.9141,-155.01,-147.4,0.7749,-428.54,-423.4,0.6594
BTCUSDT,0,crowd_z,0,288,0.1,8640,576,0.0,True,923,0.421,-1.72,0.5222,576.0,0.9531,0.8555,-274.12,-199.7,0.7677,-401.41,-337.8,0.6889
BTCUSDT,0,crowd_z,0,288,0.1,8640,576,1.0,True,1886,0.861,-0.4,0.2513,249.4,1.1041,0.902,-177.87,-158.0,0.7518,-469.02,-459.3,0.636
BTCUSDT,0,crowd_z,0,288,0.1,8640,576,1.5,True,1447,0.661,6.61,0.3497,343.4,1.213,1.0367,-129.49,52.3,0.8942,-208.44,-167.2,0.777
BTCUSDT,0,crowd_z,0,288,0.1,8640,576,2.0,True,1260,0.575,0.18,0.3929,400.2,1.104,0.9646,-130.0,-49.8,0.8472,-298.3,-233.6,0.7472
BTCUSDT,0,crowd_z,0,288,0.1,8640,576,3.0,True,1100,0.502,2.1,0.4555,468.6,1.0799,0.9563,-120.05,-59.0,0.8488,-268.68,-218.3,0.7548
BTCUSDT,0,crowd_z,0,288,0.1,8640,864,0.0,True,647,0.295,22.45,0.5317,864.0,1.1617,1.0707,-145.15,80.5,0.987,-191.34,-15.5,0.9098
BTCUSDT,0,crowd_z,0,288,0.1,8640,864,1.0,True,1521,0.695,-4.63,0.2163,327.2,1.1356,0.9494,-157.11,-68.5,0.8078,-320.29,-295.8,0.6965
BTCUSDT,0,crowd_z,0,288,0.1,8640,864,1.5,True,1174,0.536,-2.32,0.299,441.9,1.1229,0.982,-176.32,-23.2,0.8657,-219.46,-190.2,0.7681
BTCUSDT,0,crowd_z,0,288,0.1,8640,864,2.0,True,978,0.447,6.56,0.3589,537.5,1.1682,1.0426,-94.16,51.3,0.9349,-137.32,-84.5,0.8417
BTCUSDT,0,crowd_z,0,288,0.1,8640,864,3.0,True,819,0.374,6.97,0.431,662.1,1.245,1.1322,-102.01,147.7,1.0317,-133.03,37.5,0.9418
BTCUSDT,1,crowd_z,0,288,0.1,8640,288,0.0,True,1604,0.732,6.66,0.5056,288.0,1.0945,0.938,-147.79,-101.7,0.8047,-373.97,-346.4,0.6918
BTCUSDT,1,crowd_z,0,288,0.1,8640,288,1.0,True,2641,1.206,-1.31,0.3078,155.4,1.0874,0.8518,-322.84,-303.9,0.6836,-757.99,-757.5,0.5585
BTCUSDT,1,crowd_z,0,288,0.1,8640,288,1.5,True,2178,0.995,1.33,0.3834,196.9,1.1324,0.9278,-215.71,-139.4,0.7696,-526.54,-502.1,0.645
BTCUSDT,1,crowd_z,0,288,0.1,8640,288,2.0,True,1935,0.884,8.27,0.4377,227.3,1.2152,1.0127,-132.29,22.4,0.8509,-342.27,-294.1,0.7201
BTCUSDT,1,crowd_z,0,288,0.1,8640,288,3.0,True,1780,0.813,6.96,0.4713,253.1,1.161,0.9848,-134.66,-26.6,0.8389,-353.86,-309.9,0.7177
BTCUSDT,1,crowd_z,0,288,0.1,8640,576,0.0,True,925,0.422,-14.03,0.4638,576.0,0.9634,0.8653,-260.87,-182.4,0.7776,-355.42,-317.8,0.6994
BTCUSDT,1,crowd_z,0,288,0.1,8640,576,1.0,True,1888,0.862,-8.39,0.2383,249.0,0.99,0.8104,-364.26,-309.4,0.6766,-632.08,-604.9,0.5736
BTCUSDT,1,crowd_z,0,288,0.1,8640,576,1.5,True,1482,0.677,-11.91,0.3185,331.6,0.9732,0.8329,-317.77,-259.4,0.7195,-496.15,-481.6,0.6264
BTCUSDT,1,crowd_z,0,288,0.1,8640,576,2.0,True,1269,0.579,-6.67,0.3759,400.1,1.0509,0.9179,-183.49,-118.4,0.8061,-333.89,-304.1,0.7116
BTCUSDT,1,crowd_z,0,288,0.1,8640,576,3.0,True,1084,0.495,-0.24,0.4354,478.1,1.0669,0.945,-157.16,-72.6,0.8392,-288.36,-227.5,0.7473
BTCUSDT,1,crowd_z,0,288,0.1,8640,864,0.0,True,653,0.298,-21.23,0.4594,864.0,0.9071,0.8355,-239.07,-205.3,0.7698,-312.84,-299.4,0.7094
BTCUSDT,1,crowd_z,0,288,0.1,8640,864,1.0,True,1587,0.725,-12.52,0.1991,311.3,0.9603,0.8009,-292.21,-289.3,0.6801,-528.89,-528.9,0.5854
BTCUSDT,1,crowd_z,0,288,0.1,8640,864,1.5,True,1184,0.541,-20.15,0.2922,438.1,0.9765,0.8508,-286.13,-197.8,0.747,-441.31,-367.4,0.6602
BTCUSDT,1,crowd_z,0,288,0.1,8640,864,2.0,True,986,0.45,-12.27,0.355,538.3,1.0408,0.9277,-161.06,-90.3,0.8305,-282.24,-227.7,0.7464
BTCUSDT,1,crowd_z,0,288,0.1,8640,864,3.0,True,828,0.378,-24.32,0.407,655.5,0.9127,0.8249,-288.57,-210.3,0.7471,-379.16,-321.9,0.6777
BTCUSDT,2,crowd_z,0,288,0.1,8640,288,0.0,True,1608,0.734,-10.8,0.5,288.0,0.8698,0.7443,-486.51,-466.0,0.6379,-712.98,-711.4,0.5483
BTCUSDT,2,crowd_z,0,288,0.1,8640,288,1.0,True,2588,1.182,-1.19,0.3118,157.5,0.9852,0.7609,-484.88,-483.7,0.6034,-942.55,-942.6,0.4882
BTCUSDT,2,crowd_z,0,288,0.1,8640,288,1.5,True,2164,0.988,-7.42,0.3831,196.2,0.9221,0.746,-496.61,-495.9,0.6111,-859.01,-859.0,0.5062
BTCUSDT,2,crowd_z,0,288,0.1,8640,288,2.0,True,1958,0.894,-5.21,0.4367,222.9,0.9383,0.7727,-431.29,-426.8,0.6412,-751.71,-750.3,0.536
BTCUSDT,2,crowd_z,0,288,0.1,8640,288,3.0,True,1775,0.811,-11.44,0.4682,251.6,0.8688,0.7294,-508.74,-506.5,0.6148,-790.77,-789.4,0.5205
BTCUSDT,2,crowd_z,0,288,0.1,8640,576,0.0,True,925,0.422,-3.95,0.5092,576.0,0.9998,0.8973,-238.77,-132.1,0.8052,-347.4,-264.0,0.7224
BTCUSDT,2,crowd_z,0,288,0.1,8640,576,1.0,True,1805,0.824,2.84,0.2609,261.2,1.0477,0.8599,-311.88,-212.3,0.7189,-551.09,-486.6,0.6093
BTCUSDT,2,crowd_z,0,288,0.1,8640,576,1.5,True,1433,0.654,0.48,0.335,341.5,1.0047,0.8561,-292.15,-209.5,0.7365,-481.84,-425.0,0.6385
BTCUSDT,2,crowd_z,0,288,0.1,8640,576,2.0,True,1225,0.559,6.18,0.4114,410.5,1.0856,0.945,-141.97,-71.7,0.8269,-298.62,-245.4,0.7265
BTCUSDT,2,crowd_z,0,288,0.1,8640,576,3.0,True,1078,0.492,7.61,0.4675,480.7,1.0884,0.9645,-165.32,-45.1,0.8565,-282.31,-194.8,0.7622
BTCUSDT,2,crowd_z,0,288,0.1,8640,864,0.0,True,648,0.296,-37.3,0.4784,864.0,0.8533,0.7831,-328.36,-270.7,0.7187,-411.51,-365.5,0.6598
BTCUSDT,2,crowd_z,0,288,0.1,8640,864,1.0,True,1495,0.683,12.6,0.2214,333.4,1.2472,1.0403,-106.22,53.6,0.8844,-228.29,-175.4,0.7629
BTCUSDT,2,crowd_z,0,288,0.1,8640,864,1.5,True,1133,0.517,11.44,0.3098,452.7,1.1731,1.0242,-121.29,29.9,0.9017,-223.19,-133.4,0.7994
BTCUSDT,2,crowd_z,0,288,0.1,8640,864,2.0,True,979,0.447,7.54,0.3616,537.1,1.2004,1.0698,-90.77,83.6,0.958,-126.82,-54.2,0.8613
BTCUSDT,2,crowd_z,0,288,0.1,8640,864,3.0,True,822,0.375,-13.97,0.4209,660.5,1.0436,0.9453,-154.65,-64.6,0.8581,-257.69,-177.6,0.7803
BTCUSDT,0,dcrowd,48,288,0.02,8640,288,0.0,True,764,0.349,-3.08,0.4673,288.0,0.975,0.8264,-185.16,-133.2,0.7025,-280.78,-248.7,0.5999
BTCUSDT,0,dcrowd,48,288,0.02,8640,288,1.0,True,1034,0.472,2.94,0.3327,167.0,1.0874,0.8354,-145.43,-126.6,0.6608,-322.0,-308.4,0.5344
BTCUSDT,0,dcrowd,48,288,0.02,8640,288,1.5,True,914,0.417,-0.42,0.395,207.3,1.0296,0.8285,-171.65,-134.0,0.6765,-318.0,-288.0,0.5599
BTCUSDT,0,dcrowd,48,288,0.02,8640,288,2.0,True,863,0.394,-4.61,0.4195,228.0,0.9429,0.7729,-222.78,-184.8,0.64,-359.46,-328.4,0.5354
BTCUSDT,0,dcrowd,48,288,0.02,8640,288,3.0,True,814,0.372,-3.65,0.4435,256.5,0.9501,0.7956,-215.71,-168.4,0.6703,-328.58,-299.7,0.5685
BTCUSDT,0,dcrowd,48,288,0.02,8640,576,0.0,True,564,0.258,-12.49,0.4911,576.0,0.8512,0.7653,-245.86,-206.2,0.6883,-316.21,-288.1,0.6194
BTCUSDT,0,dcrowd,48,288,0.02,8640,576,1.0,True,883,0.403,-2.64,0.2514,262.0,0.9657,0.7841,-197.3,-164.1,0.6507,-329.84,-306.0,0.5488
BTCUSDT,0,dcrowd,48,288,0.02,8640,576,1.5,True,754,0.344,1.23,0.3369,342.6,0.9504,0.8063,-197.85,-150.4,0.6914,-283.66,-266.5,0.5978
BTCUSDT,0,dcrowd,48,288,0.02,8640,576,2.0,True,693,0.316,-2.36,0.3824,398.3,0.9336,0.8092,-190.72,-152.6,0.7059,-269.09,-256.9,0.6188
BTCUSDT,0,dcrowd,48,288,0.02,8640,576,3.0,True,634,0.289,1.47,0.4385,466.9,0.9727,0.8605,-161.82,-113.5,0.7636,-246.38,-206.5,0.6794
BTCUSDT,0,dcrowd,48,288,0.02,8640,864,0.0,True,463,0.211,-20.75,0.4924,864.0,0.9241,0.8479,-186.17,-130.3,0.778,-241.02,-198.3,0.7141
BTCUSDT,0,dcrowd,48,288,0.02,8640,864,1.0,True,832,0.38,3.08,0.2127,329.6,1.0515,0.87,-127.75,-98.6,0.7348,-246.9,-230.5,0.6302
BTCUSDT,0,dcrowd,48,288,0.02,8640,864,1.5,True,692,0.316,0.43,0.2905,447.5,1.0166,0.8809,-123.29,-93.4,0.7707,-225.21,-198.4,0.6797
BTCUSDT,0,dcrowd,48,288,0.02,8640,864,2.0,True,627,0.286,-2.02,0.3397,535.6,1.0105,0.8959,-116.73,-85.0,0.7986,-200.53,-177.9,0.7154
BTCUSDT,0,dcrowd,48,288,0.02,8640,864,3.0,True,549,0.251,-4.44,0.4244,657.7,1.0178,0.9179,-129.57,-66.1,0.8297,-186.23,-145.8,0.7516
BTCUSDT,1,dcrowd,48,288,0.02,8640,288,0.0,True,758,0.346,13.84,0.5264,288.0,1.147,0.9867,-81.21,-10.4,0.8498,-156.22,-126.9,0.7334
BTCUSDT,1,dcrowd,48,288,0.02,8640,288,1.0,True,1063,0.485,7.77,0.3255,161.8,1.1496,0.9032,-122.3,-78.3,0.7272,-289.98,-257.6,0.5967
BTCUSDT,1,dcrowd,48,288,0.02,8640,288,1.5,True,929,0.424,15.09,0.4123,201.9,1.2048,0.9892,-82.33,-8.7,0.8224,-200.18,-161.1,0.6912
BTCUSDT,1,dcrowd,48,288,0.02,8640,288,2.0,True,864,0.395,14.61,0.4595,227.5,1.1888,0.9947,-99.29,-4.3,0.8388,-188.75,-144.4,0.7124
BTCUSDT,1,dcrowd,48,288,0.02,8640,288,3.0,True,809,0.369,21.85,0.5068,255.7,1.2659,1.0753,-51.21,57.9,0.9171,-120.48,-70.0,0.7855
BTCUSDT,1,dcrowd,48,288,0.02,8640,576,0.0,True,556,0.254,-1.44,0.4838,576.0,0.998,0.9007,-118.67,-84.7,0.8133,-199.83,-167.7,0.7349
BTCUSDT,1,dcrowd,48,288,0.02,8640,576,1.0,True,898,0.41,8.92,0.2739,262.1,1.2303,1.007,-66.93,5.2,0.8408,-166.07,-134.8,0.7127
