legs,n_legs,target,risk,mean_corr,active_days_per_day,cagr,max_dd,sharpe,pass_rate,fail_max,fail_daily,median_days,p25_days,pass_within_7,pass_within_14,pass_within_30
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + NZDUSD 4h,4,8%,0.02,-0.012,0.51,1.0741,-0.2646,1.19,0.3235,0.2564,0.398,17.0,12.0,0.0138,0.114,0.295
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + NZDUSD 4h,4,5%,0.02,-0.012,0.51,1.0741,-0.2646,1.19,0.3539,0.2399,0.3842,16.0,11.0,0.0165,0.1544,0.3217
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + NZDUSD 4h,4,8%,0.03,-0.012,0.51,1.3461,-0.2874,1.19,0.2004,0.1149,0.6627,16.0,12.25,0.0055,0.0827,0.1967
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + NZDUSD 4h,4,5%,0.03,-0.012,0.51,1.3461,-0.2874,1.19,0.205,0.1149,0.6581,15.0,12.0,0.0055,0.0956,0.2013
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,8%,0.005,-0.02,0.519,0.4343,-0.1185,1.19,0.4715,0.3456,0.0901,29.0,15.0,0.0285,0.1094,0.2491
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,5%,0.005,-0.02,0.519,0.4343,-0.1185,1.19,0.5285,0.3015,0.079,24.0,14.0,0.0368,0.1379,0.3309
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,8%,0.0075,-0.02,0.519,0.5782,-0.1453,1.19,0.4531,0.2381,0.2233,21.0,13.0,0.0349,0.1333,0.307
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,5%,0.0075,-0.02,0.519,0.5782,-0.1453,1.19,0.5469,0.1994,0.1985,20.0,13.0,0.0386,0.1756,0.3796
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,8%,0.01,-0.02,0.519,0.7,-0.1638,1.19,0.4265,0.2528,0.2757,19.0,13.0,0.0331,0.1351,0.3235
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,5%,0.01,-0.02,0.519,0.7,-0.1638,1.19,0.5009,0.2298,0.2417,19.0,12.0,0.0377,0.1783,0.3787
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,8%,0.015,-0.02,0.519,0.9021,-0.1877,1.19,0.3787,0.2757,0.3235,16.0,11.0,0.0312,0.1572,0.3327
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,5%,0.015,-0.02,0.519,0.9021,-0.1877,1.19,0.4274,0.2445,0.3061,15.0,11.0,0.0386,0.1949,0.3768
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,8%,0.02,-0.02,0.519,1.0688,-0.2024,1.19,0.2932,0.2564,0.4283,15.0,11.5,0.0221,0.1333,0.2822
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,5%,0.02,-0.02,0.519,1.0688,-0.2024,1.19,0.3244,0.2298,0.4237,15.0,11.0,0.023,0.1599,0.3097
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,8%,0.03,-0.02,0.519,1.3399,-0.2544,1.19,0.2004,0.0864,0.6912,15.0,12.0,0.0083,0.0892,0.1976
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + GBPUSD 4h,4,5%,0.03,-0.02,0.519,1.3399,-0.2544,1.19,0.2105,0.0864,0.6811,14.0,12.0,0.0083,0.1066,0.2077
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,8%,0.005,-0.003,0.523,0.4426,-0.1064,1.19,0.5,0.2785,0.1296,28.0,15.75,0.0294,0.1149,0.2665
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,5%,0.005,-0.003,0.523,0.4426,-0.1064,1.19,0.6075,0.2169,0.0938,24.0,14.0,0.0349,0.159,0.3713
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,8%,0.0075,-0.003,0.523,0.5884,-0.1186,1.19,0.4798,0.2105,0.239,21.0,12.0,0.034,0.1544,0.3336
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,5%,0.0075,-0.003,0.523,0.5884,-0.1186,1.19,0.546,0.2068,0.2059,20.0,12.0,0.0358,0.1857,0.3906
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,8%,0.01,-0.003,0.523,0.7117,-0.1258,1.19,0.421,0.296,0.2344,18.0,11.25,0.0322,0.1572,0.3428
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,5%,0.01,-0.003,0.523,0.7117,-0.1258,1.19,0.4881,0.2675,0.2243,17.0,12.0,0.0322,0.1875,0.4219
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,8%,0.015,-0.003,0.523,0.9162,-0.1339,1.19,0.2794,0.1875,0.5129,15.0,11.0,0.0175,0.1268,0.2555
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,5%,0.015,-0.003,0.523,0.9162,-0.1339,1.19,0.3281,0.1572,0.4972,15.0,11.0,0.0184,0.1507,0.3061
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,8%,0.02,-0.003,0.523,1.0847,-0.1582,1.19,0.2445,0.1664,0.5717,14.0,11.0,0.0129,0.1259,0.2371
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,5%,0.02,-0.003,0.523,1.0847,-0.1582,1.19,0.2794,0.1517,0.5515,13.5,10.0,0.0165,0.1654,0.2794
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,8%,0.03,-0.003,0.523,1.3586,-0.2359,1.19,0.1452,0.1075,0.7325,14.0,10.0,0.0037,0.0818,0.1452
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCHF 15m,4,5%,0.03,-0.003,0.523,1.3586,-0.2359,1.19,0.17,0.1075,0.7077,13.0,10.0,0.0046,0.1112,0.17
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,8%,0.005,0.001,0.533,0.4341,-0.1364,1.18,0.4651,0.3318,0.1103,28.0,14.25,0.0257,0.1167,0.2509
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,5%,0.005,0.001,0.533,0.4341,-0.1364,1.18,0.5165,0.2923,0.0993,23.0,13.0,0.0322,0.1535,0.3244
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,8%,0.0075,0.001,0.533,0.5779,-0.1673,1.18,0.4347,0.2969,0.1783,21.0,12.0,0.0322,0.1425,0.2858
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,5%,0.0075,0.001,0.533,0.5779,-0.1673,1.18,0.5487,0.227,0.1691,19.0,13.0,0.0331,0.1774,0.3998
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,8%,0.01,0.001,0.533,0.6996,-0.1887,1.18,0.4531,0.2086,0.2914,19.0,13.0,0.0285,0.1498,0.3392
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,5%,0.01,0.001,0.533,0.6996,-0.1887,1.18,0.557,0.159,0.2537,19.0,13.0,0.0322,0.1838,0.3915
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,8%,0.015,0.001,0.533,0.9017,-0.2165,1.18,0.3888,0.2068,0.3869,17.0,12.0,0.0239,0.1443,0.3281
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,5%,0.015,0.001,0.533,0.9017,-0.2165,1.18,0.42,0.1884,0.3741,16.0,11.0,0.0322,0.1765,0.3557
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,8%,0.02,0.001,0.533,1.0683,-0.2336,1.18,0.2877,0.2086,0.4862,15.0,11.0,0.0184,0.1388,0.2693
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,5%,0.02,0.001,0.533,1.0683,-0.2336,1.18,0.3226,0.2004,0.4596,15.0,11.0,0.0248,0.159,0.3033
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,8%,0.03,0.001,0.533,1.3393,-0.3092,1.18,0.2371,0.0643,0.6811,15.0,12.0,0.0129,0.1094,0.2289
BTCUSDT 1h + EURUSD 5m + XAUUSD 1h + USDCAD 1h,4,5%,0.03,0.001,0.533,1.3393,-0.3092,1.18,0.2583,0.0478,0.6765,15.0,12.0,0.0138,0.114,0.25
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,8%,0.005,0.037,0.557,0.4729,-0.126,1.22,0.3153,0.5018,0.091,19.0,10.0,0.0322,0.1314,0.2417
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,5%,0.005,0.037,0.557,0.4729,-0.126,1.22,0.4283,0.4219,0.0901,18.0,11.0,0.0358,0.171,0.33
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,8%,0.0075,0.037,0.557,0.626,-0.151,1.22,0.3842,0.3336,0.2188,19.0,10.0,0.0358,0.1572,0.296
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,5%,0.0075,0.037,0.557,0.626,-0.151,1.22,0.4688,0.2877,0.205,16.0,10.0,0.0386,0.2096,0.3787
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,8%,0.01,0.037,0.557,0.7549,-0.1677,1.22,0.33,0.3704,0.2564,15.0,10.0,0.0331,0.1572,0.2886
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,5%,0.01,0.037,0.557,0.7549,-0.1677,1.22,0.4081,0.3318,0.2362,14.0,10.0,0.0368,0.205,0.3879
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,8%,0.015,0.037,0.557,0.9679,-0.1884,1.22,0.2932,0.2877,0.4062,14.0,10.0,0.0248,0.1507,0.2895
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,5%,0.015,0.037,0.557,0.9679,-0.1884,1.22,0.329,0.2684,0.3897,13.5,10.0,0.0248,0.1875,0.329
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,8%,0.02,0.037,0.557,1.1431,-0.2009,1.22,0.17,0.1627,0.6636,13.0,9.0,0.0138,0.1048,0.17
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,5%,0.02,0.037,0.557,1.1431,-0.2009,1.22,0.1857,0.1627,0.648,12.0,9.0,0.0156,0.1232,0.1857
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,8%,0.03,0.037,0.557,1.4271,-0.2151,1.22,0.0607,0.1241,0.8116,13.0,11.0,0.0009,0.0368,0.0607
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + NZDUSD 4h,4,5%,0.03,0.037,0.557,1.4271,-0.2151,1.22,0.0616,0.1241,0.8107,13.0,10.0,0.0018,0.0368,0.0616
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,8%,0.005,0.017,0.566,0.4703,-0.1097,1.22,0.3309,0.4917,0.0919,18.0,10.0,0.0368,0.1443,0.2454
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,5%,0.005,0.017,0.566,0.4703,-0.1097,1.22,0.4485,0.4182,0.091,20.0,11.0,0.0395,0.1746,0.3208
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,8%,0.0075,0.017,0.566,0.6228,-0.1213,1.22,0.3879,0.3355,0.2224,19.5,10.0,0.0358,0.159,0.2767
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,5%,0.0075,0.017,0.566,0.6228,-0.1213,1.22,0.477,0.2987,0.1875,15.0,10.0,0.0432,0.2307,0.4007
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,8%,0.01,0.017,0.566,0.7512,-0.1292,1.22,0.3529,0.341,0.2693,14.0,10.0,0.034,0.1921,0.3116
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,5%,0.01,0.017,0.566,0.7512,-0.1292,1.22,0.4062,0.3208,0.2491,13.0,10.0,0.0358,0.2371,0.386
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,8%,0.015,0.017,0.566,0.9635,-0.145,1.22,0.2932,0.2711,0.4228,13.0,10.0,0.0239,0.1857,0.2932
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,5%,0.015,0.017,0.566,0.9635,-0.145,1.22,0.3428,0.2528,0.3915,13.0,10.0,0.0267,0.2224,0.3392
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,8%,0.02,0.017,0.566,1.1381,-0.1544,1.22,0.1664,0.1765,0.6535,12.0,10.0,0.0156,0.1268,0.1664
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,5%,0.02,0.017,0.566,1.1381,-0.1544,1.22,0.1857,0.1765,0.6342,12.0,10.0,0.0165,0.1415,0.1857
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,8%,0.03,0.017,0.566,1.4212,-0.2011,1.22,0.0993,0.0947,0.8024,12.0,10.0,0.0046,0.0744,0.0993
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + GBPUSD 4h,4,5%,0.03,0.017,0.566,1.4212,-0.2011,1.22,0.102,0.0947,0.7996,12.0,10.0,0.0046,0.0772,0.102
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,8%,0.005,0.029,0.569,0.4782,-0.1238,1.23,0.4568,0.2978,0.1728,25.0,13.0,0.0432,0.1415,0.261
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,5%,0.005,0.029,0.569,0.4782,-0.1238,1.23,0.5689,0.2537,0.1406,21.0,12.0,0.0533,0.1967,0.3759
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,8%,0.0075,0.029,0.569,0.6324,-0.1366,1.23,0.4329,0.2849,0.2445,17.0,10.0,0.0533,0.1811,0.3281
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,5%,0.0075,0.029,0.569,0.6324,-0.1366,1.23,0.4982,0.261,0.204,15.0,10.0,0.0561,0.2316,0.3934
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,8%,0.01,0.029,0.569,0.7623,-0.1441,1.23,0.3318,0.3585,0.295,14.0,9.0,0.0441,0.1682,0.2886
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,5%,0.01,0.029,0.569,0.7623,-0.1441,1.23,0.3998,0.3162,0.2693,14.0,10.0,0.0469,0.2151,0.3722
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,8%,0.015,0.029,0.569,0.9767,-0.156,1.23,0.2233,0.1783,0.5864,14.0,10.0,0.0239,0.1195,0.2151
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,5%,0.015,0.029,0.569,0.9767,-0.156,1.23,0.2638,0.1664,0.5579,13.0,10.0,0.0294,0.1572,0.2601
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,8%,0.02,0.029,0.569,1.153,-0.2062,1.23,0.1443,0.1002,0.7518,15.0,12.0,0.0092,0.0717,0.1415
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,5%,0.02,0.029,0.569,1.153,-0.2062,1.23,0.1654,0.0928,0.7381,14.0,11.0,0.0129,0.0928,0.1654
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,8%,0.03,0.029,0.569,1.4387,-0.3039,1.23,0.0579,0.0855,0.8529,14.0,10.0,0.0028,0.0303,0.0579
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCHF 15m,4,5%,0.03,0.029,0.569,1.4387,-0.3039,1.23,0.0579,0.0855,0.8529,14.0,10.0,0.0028,0.0303,0.0579
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,8%,0.005,0.034,0.58,0.4701,-0.1173,1.21,0.3318,0.4522,0.1342,18.0,10.0,0.0349,0.1434,0.2518
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,5%,0.005,0.034,0.58,0.4701,-0.1173,1.21,0.4596,0.3575,0.1324,19.0,11.0,0.0377,0.1746,0.3281
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,8%,0.0075,0.034,0.58,0.6225,-0.1403,1.21,0.3713,0.3419,0.2381,18.0,10.0,0.0368,0.1526,0.2702
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,5%,0.0075,0.034,0.58,0.6225,-0.1403,1.21,0.4724,0.2785,0.2169,16.0,10.0,0.046,0.2114,0.3971
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,8%,0.01,0.034,0.58,0.7509,-0.1556,1.21,0.3438,0.3061,0.3134,15.0,10.0,0.0377,0.1608,0.2914
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,5%,0.01,0.034,0.58,0.7509,-0.1556,1.21,0.4136,0.2831,0.2794,14.0,10.0,0.0395,0.216,0.386
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,8%,0.015,0.034,0.58,0.9631,-0.1747,1.21,0.3033,0.2436,0.4375,15.0,11.0,0.0257,0.1507,0.3015
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,5%,0.015,0.034,0.58,0.9631,-0.1747,1.21,0.3327,0.2353,0.4164,14.0,10.0,0.0267,0.1811,0.3309
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,8%,0.02,0.034,0.58,1.1376,-0.1861,1.21,0.2068,0.1645,0.625,14.0,10.0,0.0202,0.1075,0.2059
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,5%,0.02,0.034,0.58,1.1376,-0.1861,1.21,0.2188,0.1608,0.6167,14.0,10.0,0.0202,0.1259,0.2178
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,8%,0.03,0.034,0.58,1.4207,-0.2266,1.21,0.0993,0.0809,0.8162,14.0,11.0,0.0028,0.0533,0.0993
BTCUSDT 1h + EURUSD 5m + USDJPY 15m + USDCAD 1h,4,5%,0.03,0.034,0.58,1.4207,-0.2266,1.21,0.1029,0.0809,0.8125,14.0,11.0,0.0028,0.057,0.1029
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,8%,0.005,0.037,0.504,0.4242,-0.1491,1.15,0.4504,0.3787,0.0781,29.0,15.0,0.0257,0.1075,0.2362
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,5%,0.005,0.037,0.504,0.4242,-0.1491,1.15,0.5395,0.2996,0.068,27.0,14.0,0.0285,0.1434,0.3051
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,8%,0.0075,0.037,0.504,0.5656,-0.1836,1.15,0.3667,0.3097,0.2445,20.0,11.0,0.0285,0.1351,0.273
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,5%,0.0075,0.037,0.504,0.5656,-0.1836,1.15,0.4384,0.2583,0.2279,18.0,11.0,0.0331,0.1728,0.3309
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,8%,0.01,0.037,0.504,0.6855,-0.2075,1.15,0.3732,0.2941,0.2665,17.0,11.0,0.0294,0.1489,0.2858
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,5%,0.01,0.037,0.504,0.6855,-0.2075,1.15,0.4191,0.2849,0.2482,17.0,11.0,0.034,0.1682,0.3438
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,8%,0.015,0.037,0.504,0.8846,-0.2387,1.15,0.3309,0.3199,0.3189,17.0,10.0,0.0276,0.1369,0.2767
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,5%,0.015,0.037,0.504,0.8846,-0.2387,1.15,0.3539,0.3033,0.3171,15.0,10.0,0.0285,0.1581,0.2996
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,8%,0.02,0.037,0.504,1.0491,-0.258,1.15,0.1912,0.3318,0.4513,13.0,9.0,0.023,0.1094,0.1737
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,5%,0.02,0.037,0.504,1.0491,-0.258,1.15,0.227,0.307,0.4403,13.0,9.0,0.0248,0.1342,0.2105
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,8%,0.03,0.037,0.504,1.3166,-0.2808,1.15,0.1204,0.1369,0.7169,14.0,10.0,0.0083,0.0625,0.1158
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + GBPUSD 4h,4,5%,0.03,0.037,0.504,1.3166,-0.2808,1.15,0.1333,0.1296,0.7114,14.0,10.0,0.0083,0.0754,0.1287
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,8%,0.005,-0.008,0.508,0.4325,-0.1119,1.16,0.4816,0.2675,0.1581,31.0,16.0,0.0248,0.1103,0.2371
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,5%,0.005,-0.008,0.508,0.4325,-0.1119,1.16,0.5616,0.2114,0.136,23.0,13.0,0.0294,0.1618,0.3438
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,8%,0.0075,-0.008,0.508,0.576,-0.1377,1.16,0.466,0.2307,0.2261,20.0,13.0,0.0267,0.1425,0.3116
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,5%,0.0075,-0.008,0.508,0.576,-0.1377,1.16,0.5257,0.2068,0.204,19.0,12.0,0.0294,0.1875,0.3888
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,8%,0.01,-0.008,0.508,0.6974,-0.1557,1.16,0.4412,0.2417,0.2518,19.0,12.0,0.0221,0.1489,0.3263
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,5%,0.01,-0.008,0.508,0.6974,-0.1557,1.16,0.4945,0.2261,0.2325,17.5,11.25,0.0267,0.1875,0.3915
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,8%,0.015,-0.008,0.508,0.899,-0.179,1.16,0.2785,0.1903,0.5018,15.0,11.0,0.0175,0.1287,0.2353
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,5%,0.015,-0.008,0.508,0.899,-0.179,1.16,0.3125,0.1801,0.4899,15.0,11.0,0.0193,0.1461,0.2665
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,8%,0.02,-0.008,0.508,1.0653,-0.1935,1.16,0.2096,0.1783,0.5974,14.0,11.0,0.0119,0.1112,0.204
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,5%,0.02,-0.008,0.508,1.0653,-0.1935,1.16,0.2307,0.171,0.5836,14.0,11.0,0.0147,0.1278,0.2261
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,8%,0.03,-0.008,0.508,1.3358,-0.2269,1.16,0.1066,0.1176,0.7656,15.0,12.75,0.0018,0.0478,0.1066
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCHF 15m,4,5%,0.03,-0.008,0.508,1.3358,-0.2269,1.16,0.1131,0.1176,0.7592,15.0,12.0,0.0018,0.0533,0.1131
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,8%,0.005,0.017,0.518,0.4239,-0.1682,1.14,0.4835,0.3097,0.114,30.0,15.25,0.0257,0.1103,0.2454
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,5%,0.005,0.017,0.518,0.4239,-0.1682,1.14,0.5671,0.2371,0.1029,24.0,14.0,0.0285,0.159,0.3327
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,8%,0.0075,0.017,0.518,0.5653,-0.2072,1.14,0.4173,0.2509,0.2463,19.0,12.0,0.0285,0.1461,0.2914
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,5%,0.0075,0.017,0.518,0.5653,-0.2072,1.14,0.5349,0.1719,0.2206,19.0,12.0,0.034,0.1875,0.3741
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,8%,0.01,0.017,0.518,0.6851,-0.2344,1.14,0.3943,0.2188,0.3208,17.0,11.0,0.0285,0.1599,0.3125
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,5%,0.01,0.017,0.518,0.6851,-0.2344,1.14,0.4862,0.2031,0.2767,18.0,11.0,0.0331,0.1903,0.3704
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,8%,0.015,0.017,0.518,0.8842,-0.2698,1.14,0.3309,0.2794,0.3695,15.0,10.0,0.0267,0.1636,0.3051
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,5%,0.015,0.017,0.518,0.8842,-0.2698,1.14,0.3474,0.2684,0.3667,14.0,9.0,0.0303,0.1756,0.3217
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,8%,0.02,0.017,0.518,1.0486,-0.2918,1.14,0.2629,0.2344,0.4853,14.0,10.0,0.0221,0.1324,0.2537
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,5%,0.02,0.017,0.518,1.0486,-0.2918,1.14,0.2776,0.2289,0.4761,14.0,10.0,0.023,0.1425,0.2693
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,8%,0.03,0.017,0.518,1.3161,-0.3177,1.14,0.1636,0.0956,0.7252,15.0,11.0,0.0037,0.0809,0.1636
BTCUSDT 1h + EURUSD 5m + NZDUSD 4h + USDCAD 1h,4,5%,0.03,0.017,0.518,1.3161,-0.3177,1.14,0.17,0.0956,0.7188,14.0,11.0,0.0074,0.0938,0.17
BTCUSDT 1h + EURUSD 5m + GBPUSD 4h + USDCHF 15m,4,8%,0.005,-0.011,0.517,0.4298,-0.1173,1.15,0.4881,0.2858,0.1333,28.0,15.0,0.0267,0.1204,0.2564
BTCUSDT 1h + EURUSD 5m + GBPUSD 4h + USDCHF 15m,4,5%,0.005,-0.011,0.517,0.4298,-0.1173,1.15,0.5781,0.2197,0.1121,25.0,14.0,0.0349,0.1664,0.3355
BTCUSDT 1h + EURUSD 5m + GBPUSD 4h + USDCHF 15m,4,8%,0.0075,-0.011,0.517,0.5725,-0.1309,1.15,0.4853,0.2086,0.2344,21.0,13.0,0.0349,0.1636,0.3061
