sym,tf,thr,stop_sig,rr,hold,n,win,avg_r,pf,null_pf,tpd,r_per_day
USDJPY,1h,1.0,2.0,4.0,24,1863,29.8,0.0735,1.103,0.693,1.7,0.1249
USDJPY,1h,1.0,2.0,4.0,48,1355,27.7,0.0723,1.095,0.681,1.24,0.0894
USDJPY,1h,1.0,2.0,4.0,96,1120,25.1,0.068,1.086,0.725,1.02,0.0695
USDJPY,1h,1.0,2.0,6.0,24,1729,26.3,0.0535,1.071,0.721,1.58,0.0844
USDJPY,1h,1.0,2.0,6.0,48,1207,23.8,0.0555,1.069,0.659,1.1,0.0611
USDJPY,1h,1.0,2.0,6.0,96,933,20.8,0.0487,1.058,0.759,0.85,0.0415
USDJPY,1h,1.0,2.0,8.0,24,1680,25.3,0.0614,1.081,0.701,1.53,0.0941
USDJPY,1h,1.0,2.0,8.0,48,1182,22.1,0.0793,1.097,0.695,1.08,0.0855
USDJPY,1h,1.0,2.0,8.0,96,856,18.7,0.0705,1.081,0.705,0.78,0.0551
USDJPY,1h,1.0,2.0,0.0,24,1648,23.1,0.1353,1.172,0.703,1.5,0.2034
USDJPY,1h,1.0,2.0,0.0,48,1096,20.5,0.203,1.241,0.645,1.0,0.203
USDJPY,1h,1.0,2.0,0.0,96,755,15.6,0.2165,1.237,0.769,0.69,0.1491
USDJPY,1h,1.0,3.0,2.0,24,1626,41.5,0.0417,1.076,0.695,1.48,0.0619
USDJPY,1h,1.0,3.0,2.0,48,1113,39.4,0.0288,1.048,0.715,1.02,0.0292
USDJPY,1h,1.0,3.0,2.0,96,752,40.4,0.0938,1.156,0.695,0.69,0.0644
USDJPY,1h,1.0,3.0,4.0,24,1424,34.1,0.0943,1.154,0.74,1.3,0.1225
USDJPY,1h,1.0,3.0,4.0,48,936,30.4,0.0274,1.04,0.699,0.85,0.0234
USDJPY,1h,1.0,3.0,4.0,96,629,30.2,0.1316,1.187,0.552,0.57,0.0755
USDJPY,1h,1.0,3.0,6.0,24,1382,31.5,0.0918,1.143,0.711,1.26,0.1158
USDJPY,1h,1.0,3.0,6.0,48,901,27.9,0.023,1.031,0.694,0.82,0.0189
USDJPY,1h,1.0,3.0,6.0,96,572,25.7,0.1052,1.14,0.638,0.52,0.0549
USDJPY,1h,1.0,3.0,8.0,24,1374,30.7,0.1161,1.178,0.685,1.25,0.1455
USDJPY,1h,1.0,3.0,8.0,48,884,26.8,0.0088,1.012,0.72,0.81,0.0071
USDJPY,1h,1.0,3.0,8.0,96,555,25.4,0.2368,1.311,0.678,0.51,0.1199
USDJPY,1h,1.0,3.0,0.0,24,1353,29.6,0.1289,1.193,0.704,1.23,0.1591
USDJPY,1h,1.0,3.0,0.0,48,850,26.2,0.0835,1.112,0.698,0.78,0.0648
USDJPY,1h,1.0,3.0,0.0,96,512,22.9,0.1506,1.189,0.714,0.47,0.0704
USDJPY,1h,1.5,1.0,2.0,24,2703,33.0,-0.1067,0.851,0.613,2.47,-0.2631
USDJPY,1h,1.5,1.0,2.0,48,2621,32.4,-0.1136,0.845,0.621,2.39,-0.2717
USDJPY,1h,1.5,1.0,2.0,96,2589,32.2,-0.1138,0.845,0.619,2.36,-0.2688
USDJPY,1h,1.5,1.0,4.0,24,2169,23.1,-0.0506,0.938,0.623,1.98,-0.1001
USDJPY,1h,1.5,1.0,4.0,48,1996,21.1,-0.0697,0.918,0.645,1.82,-0.1269
USDJPY,1h,1.5,1.0,4.0,96,1892,20.7,-0.067,0.922,0.628,1.73,-0.1157
USDJPY,1h,1.5,1.0,6.0,24,1971,19.2,-0.0128,0.985,0.61,1.8,-0.023
USDJPY,1h,1.5,1.0,6.0,48,1766,16.7,-0.0292,0.968,0.638,1.61,-0.0471
USDJPY,1h,1.5,1.0,6.0,96,1657,15.5,-0.0422,0.954,0.585,1.51,-0.0638
USDJPY,1h,1.5,1.0,8.0,24,1853,17.6,0.0212,1.024,0.583,1.69,0.0358
USDJPY,1h,1.5,1.0,8.0,48,1621,14.8,0.0232,1.025,0.59,1.48,0.0343
USDJPY,1h,1.5,1.0,8.0,96,1458,14.0,0.067,1.071,0.527,1.33,0.0891
USDJPY,1h,1.5,1.0,0.0,24,1721,14.5,0.0854,1.092,0.541,1.57,0.1341
USDJPY,1h,1.5,1.0,0.0,48,1383,10.6,0.0749,1.077,0.546,1.26,0.0945
USDJPY,1h,1.5,1.0,0.0,96,1099,7.5,0.0263,1.026,0.623,1.0,0.0264
USDJPY,1h,1.5,1.5,2.0,24,2244,34.4,-0.0764,0.888,0.658,2.05,-0.1564
USDJPY,1h,1.5,1.5,2.0,48,2044,33.2,-0.0818,0.885,0.666,1.86,-0.1526
USDJPY,1h,1.5,1.5,2.0,96,1936,33.0,-0.0796,0.889,0.665,1.77,-0.1406
USDJPY,1h,1.5,1.5,4.0,24,1836,26.1,0.021,1.027,0.624,1.68,0.0352
USDJPY,1h,1.5,1.5,4.0,48,1555,24.1,0.0088,1.011,0.648,1.42,0.0125
USDJPY,1h,1.5,1.5,4.0,96,1374,22.6,0.0005,1.001,0.609,1.25,0.0006
USDJPY,1h,1.5,1.5,6.0,24,1685,23.1,0.0475,1.059,0.619,1.54,0.073
USDJPY,1h,1.5,1.5,6.0,48,1377,19.6,0.024,1.028,0.598,1.26,0.0302
USDJPY,1h,1.5,1.5,6.0,96,1179,17.9,0.0293,1.033,0.604,1.08,0.0315
USDJPY,1h,1.5,1.5,8.0,24,1620,21.4,0.0478,1.058,0.646,1.48,0.0707
USDJPY,1h,1.5,1.5,8.0,48,1278,17.8,0.0322,1.036,0.609,1.17,0.0375
USDJPY,1h,1.5,1.5,8.0,96,1076,15.2,0.0199,1.022,0.629,0.98,0.0195
USDJPY,1h,1.5,1.5,0.0,24,1565,19.0,0.171,1.2,0.598,1.43,0.2442
USDJPY,1h,1.5,1.5,0.0,48,1161,14.9,0.2203,1.24,0.557,1.06,0.2334
USDJPY,1h,1.5,1.5,0.0,96,881,10.8,0.2414,1.25,0.741,0.8,0.194
USDJPY,1h,1.5,2.0,2.0,24,1940,37.2,-0.009,0.986,0.651,1.77,-0.0159
USDJPY,1h,1.5,2.0,2.0,48,1598,35.4,-0.0267,0.96,0.659,1.46,-0.0389
USDJPY,1h,1.5,2.0,2.0,96,1407,35.3,-0.0135,0.98,0.622,1.28,-0.0173
USDJPY,1h,1.5,2.0,4.0,24,1602,29.0,0.0541,1.075,0.699,1.46,0.0791
USDJPY,1h,1.5,2.0,4.0,48,1243,27.4,0.0851,1.111,0.703,1.13,0.0965
USDJPY,1h,1.5,2.0,4.0,96,1047,24.7,0.0614,1.077,0.664,0.96,0.0587
USDJPY,1h,1.5,2.0,6.0,24,1506,25.8,0.0534,1.071,0.72,1.37,0.0734
USDJPY,1h,1.5,2.0,6.0,48,1117,22.9,0.0576,1.071,0.672,1.02,0.0587
USDJPY,1h,1.5,2.0,6.0,96,893,19.9,0.0478,1.056,0.731,0.81,0.0389
USDJPY,1h,1.5,2.0,8.0,24,1473,24.8,0.0708,1.092,0.697,1.34,0.0952
USDJPY,1h,1.5,2.0,8.0,48,1079,21.4,0.081,1.097,0.642,0.98,0.0797
USDJPY,1h,1.5,2.0,8.0,96,796,19.5,0.1512,1.176,0.712,0.73,0.1098
USDJPY,1h,1.5,2.0,0.0,24,1430,23.0,0.1619,1.205,0.64,1.3,0.2112
USDJPY,1h,1.5,2.0,0.0,48,1004,20.4,0.2197,1.259,0.553,0.92,0.2013
USDJPY,1h,1.5,2.0,0.0,96,709,15.9,0.2384,1.264,0.743,0.65,0.1542
USDJPY,1h,1.5,3.0,2.0,24,1487,40.0,0.0417,1.075,0.725,1.36,0.0566
USDJPY,1h,1.5,3.0,2.0,48,1080,39.1,0.0306,1.051,0.727,0.99,0.0302
USDJPY,1h,1.5,3.0,2.0,96,764,40.4,0.1046,1.174,0.731,0.7,0.0729
USDJPY,1h,1.5,3.0,4.0,24,1320,33.0,0.0609,1.096,0.744,1.2,0.0733
USDJPY,1h,1.5,3.0,4.0,48,906,30.7,0.0499,1.072,0.743,0.83,0.0412
USDJPY,1h,1.5,3.0,4.0,96,622,30.1,0.1355,1.19,0.777,0.57,0.0769
USDJPY,1h,1.5,3.0,6.0,24,1278,30.8,0.0429,1.064,0.708,1.17,0.05
USDJPY,1h,1.5,3.0,6.0,48,862,28.0,0.053,1.073,0.721,0.79,0.0417
USDJPY,1h,1.5,3.0,6.0,96,547,27.2,0.1874,1.251,0.732,0.5,0.0935
USDJPY,1h,1.5,3.0,8.0,24,1274,29.8,0.0825,1.122,0.695,1.16,0.0959
USDJPY,1h,1.5,3.0,8.0,48,866,26.1,0.0703,1.094,0.719,0.79,0.0555
USDJPY,1h,1.5,3.0,8.0,96,570,24.0,0.1765,1.226,0.774,0.52,0.0918
USDJPY,1h,1.5,3.0,0.0,24,1244,29.2,0.1212,1.177,0.647,1.14,0.1376
USDJPY,1h,1.5,3.0,0.0,48,824,26.2,0.1746,1.232,0.604,0.75,0.1313
USDJPY,1h,1.5,3.0,0.0,96,511,22.1,0.1936,1.242,0.757,0.47,0.0903
USDJPY,1h,2.0,1.0,2.0,24,1571,32.1,-0.1384,0.81,0.564,1.43,-0.1984
USDJPY,1h,2.0,1.0,2.0,48,1529,31.3,-0.1474,0.802,0.569,1.4,-0.2056
USDJPY,1h,2.0,1.0,2.0,96,1524,31.2,-0.1446,0.806,0.569,1.39,-0.2011
USDJPY,1h,2.0,1.0,4.0,24,1366,21.6,-0.1135,0.865,0.603,1.25,-0.1415
USDJPY,1h,2.0,1.0,4.0,48,1301,20.4,-0.1001,0.884,0.605,1.19,-0.1188
USDJPY,1h,2.0,1.0,4.0,96,1271,19.6,-0.1145,0.868,0.607,1.16,-0.1328
USDJPY,1h,2.0,1.0,6.0,24,1285,19.3,0.0062,1.007,0.591,1.17,0.0073
USDJPY,1h,2.0,1.0,6.0,48,1193,17.6,0.0445,1.05,0.594,1.09,0.0484
USDJPY,1h,2.0,1.0,6.0,96,1151,16.5,0.0242,1.027,0.565,1.05,0.0254
USDJPY,1h,2.0,1.0,8.0,24,1231,17.4,0.0009,1.001,0.581,1.12,0.001
USDJPY,1h,2.0,1.0,8.0,48,1111,15.4,0.0685,1.075,0.555,1.01,0.0694
USDJPY,1h,2.0,1.0,8.0,96,1045,13.9,0.0674,1.072,0.539,0.95,0.0643
USDJPY,1h,2.0,1.0,0.0,24,1169,15.1,0.115,1.125,0.542,1.07,0.1227
USDJPY,1h,2.0,1.0,0.0,48,982,11.2,0.1534,1.159,0.514,0.9,0.1374
USDJPY,1h,2.0,1.0,0.0,96,832,7.5,0.0365,1.036,0.529,0.76,0.0277
USDJPY,1h,2.0,1.5,2.0,24,1476,34.5,-0.0865,0.875,0.621,1.35,-0.1165
USDJPY,1h,2.0,1.5,2.0,48,1391,32.9,-0.0917,0.871,0.628,1.27,-0.1164
USDJPY,1h,2.0,1.5,2.0,96,1340,32.8,-0.0834,0.883,0.639,1.22,-0.102
USDJPY,1h,2.0,1.5,4.0,24,1299,25.7,-0.0025,0.997,0.63,1.19,-0.003
USDJPY,1h,2.0,1.5,4.0,48,1167,23.7,0.0262,1.032,0.645,1.06,0.0279
USDJPY,1h,2.0,1.5,4.0,96,1100,22.3,0.0017,1.002,0.625,1.0,0.0017
USDJPY,1h,2.0,1.5,6.0,24,1216,22.7,0.0078,1.01,0.625,1.11,0.0087
USDJPY,1h,2.0,1.5,6.0,48,1047,19.6,0.0569,1.066,0.624,0.96,0.0544
USDJPY,1h,2.0,1.5,6.0,96,947,18.0,0.0751,1.086,0.661,0.86,0.0649
USDJPY,1h,2.0,1.5,8.0,24,1187,20.7,-0.0104,0.988,0.657,1.08,-0.0113
USDJPY,1h,2.0,1.5,8.0,48,1007,16.6,0.005,1.006,0.634,0.92,0.0046
USDJPY,1h,2.0,1.5,8.0,96,887,14.8,0.0275,1.03,0.692,0.81,0.0223
USDJPY,1h,2.0,1.5,0.0,24,1154,19.4,0.1201,1.141,0.624,1.05,0.1265
USDJPY,1h,2.0,1.5,0.0,48,928,14.3,0.1568,1.171,0.63,0.85,0.1328
USDJPY,1h,2.0,1.5,0.0,96,729,11.5,0.1166,1.123,0.714,0.67,0.0776
USDJPY,1h,2.0,2.0,2.0,24,1384,36.2,-0.0486,0.926,0.628,1.26,-0.0614
USDJPY,1h,2.0,2.0,2.0,48,1235,35.0,-0.0315,0.953,0.629,1.13,-0.0355
USDJPY,1h,2.0,2.0,2.0,96,1134,34.3,-0.0381,0.945,0.647,1.03,-0.0394
USDJPY,1h,2.0,2.0,4.0,24,1196,27.6,0.0016,1.002,0.625,1.09,0.0017
USDJPY,1h,2.0,2.0,4.0,48,1021,25.6,0.0423,1.054,0.576,0.93,0.0394
USDJPY,1h,2.0,2.0,4.0,96,871,24.3,0.0543,1.067,0.585,0.79,0.0432
USDJPY,1h,2.0,2.0,6.0,24,1151,23.8,-0.0354,0.955,0.647,1.05,-0.0372
USDJPY,1h,2.0,2.0,6.0,48,957,20.1,-0.0419,0.95,0.619,0.87,-0.0366
USDJPY,1h,2.0,2.0,6.0,96,789,19.3,0.0351,1.041,0.654,0.72,0.0253
USDJPY,1h,2.0,2.0,8.0,24,1130,23.0,-0.0135,0.983,0.65,1.03,-0.0139
USDJPY,1h,2.0,2.0,8.0,48,915,19.3,0.0102,1.012,0.623,0.83,0.0085
USDJPY,1h,2.0,2.0,8.0,96,728,18.0,0.1208,1.139,0.652,0.66,0.0802
USDJPY,1h,2.0,2.0,0.0,24,1109,22.2,0.0805,1.1,0.587,1.01,0.0815
USDJPY,1h,2.0,2.0,0.0,48,864,17.5,0.1281,1.147,0.6,0.79,0.101
USDJPY,1h,2.0,2.0,0.0,96,662,14.0,0.0265,1.029,0.608,0.6,0.016
USDJPY,1h,2.0,3.0,2.0,24,1201,39.3,0.0117,1.02,0.687,1.1,0.0128
USDJPY,1h,2.0,3.0,2.0,48,975,37.6,0.0156,1.025,0.703,0.89,0.0139
USDJPY,1h,2.0,3.0,2.0,96,791,36.7,0.0156,1.024,0.673,0.72,0.0113
USDJPY,1h,2.0,3.0,4.0,24,1068,31.6,0.0274,1.041,0.712,0.97,0.0267
USDJPY,1h,2.0,3.0,4.0,48,844,28.2,0.0,1.0,0.68,0.77,0.0
USDJPY,1h,2.0,3.0,4.0,96,627,26.8,0.0371,1.049,0.648,0.57,0.0212
USDJPY,1h,2.0,3.0,6.0,24,1046,29.3,0.0468,1.067,0.719,0.95,0.0447
USDJPY,1h,2.0,3.0,6.0,48,796,26.8,0.0563,1.075,0.662,0.73,0.0409
USDJPY,1h,2.0,3.0,6.0,96,573,24.3,0.0929,1.118,0.624,0.52,0.0486
USDJPY,1h,2.0,3.0,8.0,24,1040,28.8,0.1092,1.156,0.731,0.95,0.1036
USDJPY,1h,2.0,3.0,8.0,48,780,25.9,0.136,1.178,0.635,0.71,0.0968
USDJPY,1h,2.0,3.0,8.0,96,575,22.8,0.1876,1.234,0.63,0.52,0.0984
USDJPY,1h,2.0,3.0,0.0,24,1017,28.2,0.1574,1.222,0.616,0.93,0.1461
USDJPY,1h,2.0,3.0,0.0,48,740,24.2,0.1395,1.179,0.558,0.68,0.0942
USDJPY,1h,2.0,3.0,0.0,96,518,20.7,0.0873,1.106,0.541,0.47,0.0413
USDJPY,1h,2.5,1.0,2.0,24,637,33.3,-0.0997,0.862,0.537,0.58,-0.0579
USDJPY,1h,2.5,1.0,2.0,48,631,33.4,-0.0914,0.874,0.538,0.58,-0.0526
USDJPY,1h,2.5,1.0,2.0,96,630,33.2,-0.0936,0.872,0.538,0.57,-0.0538
USDJPY,1h,2.5,1.0,4.0,24,592,22.0,-0.0592,0.93,0.589,0.54,-0.032
USDJPY,1h,2.5,1.0,4.0,48,580,21.6,-0.052,0.939,0.603,0.53,-0.0275
USDJPY,1h,2.5,1.0,4.0,96,573,20.4,-0.0778,0.91,0.615,0.52,-0.0407
USDJPY,1h,2.5,1.0,6.0,24,577,19.1,0.0125,1.014,0.605,0.53,0.0066
USDJPY,1h,2.5,1.0,6.0,48,559,17.9,0.0435,1.049,0.617,0.51,0.0222
USDJPY,1h,2.5,1.0,6.0,96,550,16.5,0.0378,1.042,0.622,0.5,0.019
USDJPY,1h,2.5,1.0,8.0,24,568,17.1,0.0354,1.039,0.533,0.52,0.0183
USDJPY,1h,2.5,1.0,8.0,48,542,15.3,0.0756,1.082,0.553,0.49,0.0374
USDJPY,1h,2.5,1.0,8.0,96,530,13.6,0.0664,1.07,0.553,0.48,0.0321
USDJPY,1h,2.5,1.0,0.0,24,554,15.3,0.2919,1.317,0.563,0.51,0.1475
USDJPY,1h,2.5,1.0,0.0,48,504,10.7,0.2741,1.282,0.64,0.46,0.126
USDJPY,1h,2.5,1.0,0.0,96,456,6.8,0.0096,1.009,0.739,0.42,0.004
USDJPY,1h,2.5,1.5,2.0,24,696,35.3,-0.0507,0.927,0.589,0.64,-0.0322
USDJPY,1h,2.5,1.5,2.0,48,679,34.6,-0.0476,0.932,0.62,0.62,-0.0295
USDJPY,1h,2.5,1.5,2.0,96,670,34.0,-0.0539,0.924,0.616,0.61,-0.0329
USDJPY,1h,2.5,1.5,4.0,24,644,26.2,0.0591,1.075,0.574,0.59,0.0347
USDJPY,1h,2.5,1.5,4.0,48,619,24.2,0.0708,1.087,0.587,0.56,0.04
USDJPY,1h,2.5,1.5,4.0,96,605,23.3,0.0659,1.08,0.594,0.55,0.0364
USDJPY,1h,2.5,1.5,6.0,24,626,22.2,0.0729,1.087,0.521,0.57,0.0416
USDJPY,1h,2.5,1.5,6.0,48,594,18.7,0.075,1.086,0.517,0.54,0.0406
USDJPY,1h,2.5,1.5,6.0,96,577,16.6,0.0439,1.049,0.52,0.53,0.0231
USDJPY,1h,2.5,1.5,8.0,24,621,20.3,0.0929,1.108,0.591,0.57,0.0526
USDJPY,1h,2.5,1.5,8.0,48,579,16.2,0.0822,1.091,0.6,0.53,0.0434
USDJPY,1h,2.5,1.5,8.0,96,552,13.8,0.0592,1.064,0.625,0.5,0.0298
USDJPY,1h,2.5,1.5,0.0,24,614,19.4,0.2526,1.291,0.638,0.56,0.1415
USDJPY,1h,2.5,1.5,0.0,48,542,14.0,0.4122,1.445,0.691,0.49,0.2038
USDJPY,1h,2.5,1.5,0.0,96,476,10.1,0.2843,1.293,0.803,0.43,0.1235
USDJPY,1h,2.5,2.0,2.0,24,725,37.2,-0.0036,0.995,0.602,0.66,-0.0024
USDJPY,1h,2.5,2.0,2.0,48,696,35.8,-0.0102,0.985,0.597,0.64,-0.0065
USDJPY,1h,2.5,2.0,2.0,96,675,35.0,-0.0218,0.968,0.614,0.62,-0.0134
USDJPY,1h,2.5,2.0,4.0,24,665,28.3,0.0628,1.083,0.546,0.61,0.0381
USDJPY,1h,2.5,2.0,4.0,48,621,25.1,0.0705,1.089,0.519,0.57,0.0399
USDJPY,1h,2.5,2.0,4.0,96,590,23.2,0.0453,1.055,0.512,0.54,0.0244
USDJPY,1h,2.5,2.0,6.0,24,648,24.5,0.0631,1.079,0.631,0.59,0.0373
USDJPY,1h,2.5,2.0,6.0,48,599,19.7,0.032,1.038,0.604,0.55,0.0175
USDJPY,1h,2.5,2.0,6.0,96,552,17.2,0.035,1.04,0.602,0.5,0.0176
USDJPY,1h,2.5,2.0,8.0,24,642,23.4,0.0991,1.122,0.63,0.59,0.058
USDJPY,1h,2.5,2.0,8.0,48,581,18.4,0.0911,1.105,0.595,0.53,0.0483
USDJPY,1h,2.5,2.0,8.0,96,518,15.8,0.1353,1.152,0.629,0.47,0.0639
USDJPY,1h,2.5,2.0,0.0,24,634,22.4,0.1588,1.193,0.558,0.58,0.0919
USDJPY,1h,2.5,2.0,0.0,48,552,16.3,0.1811,1.204,0.535,0.5,0.0912
USDJPY,1h,2.5,2.0,0.0,96,461,12.6,0.1251,1.135,0.592,0.42,0.0526
USDJPY,1h,2.5,3.0,2.0,24,736,39.3,0.0277,1.045,0.578,0.67,0.0186
USDJPY,1h,2.5,3.0,2.0,48,686,37.0,0.0151,1.023,0.548,0.63,0.0095
USDJPY,1h,2.5,3.0,2.0,96,637,36.3,0.0155,1.023,0.577,0.58,0.009
USDJPY,1h,2.5,3.0,4.0,24,678,30.2,0.0503,1.07,0.64,0.62,0.0311
USDJPY,1h,2.5,3.0,4.0,48,617,25.9,0.0321,1.042,0.59,0.56,0.0181
USDJPY,1h,2.5,3.0,4.0,96,547,24.5,0.0553,1.07,0.602,0.5,0.0276
USDJPY,1h,2.5,3.0,6.0,24,667,27.9,0.0786,1.106,0.682,0.61,0.0478
USDJPY,1h,2.5,3.0,6.0,48,582,23.0,0.081,1.101,0.636,0.53,0.043
USDJPY,1h,2.5,3.0,6.0,96,499,21.2,0.1308,1.158,0.693,0.46,0.0596
USDJPY,1h,2.5,3.0,8.0,24,665,27.5,0.1342,1.18,0.659,0.61,0.0814
USDJPY,1h,2.5,3.0,8.0,48,571,22.1,0.1541,1.19,0.598,0.52,0.0803
USDJPY,1h,2.5,3.0,8.0,96,484,20.2,0.2169,1.259,0.645,0.44,0.0958
USDJPY,1h,2.5,3.0,0.0,24,655,26.4,0.1222,1.16,0.555,0.6,0.073
USDJPY,1h,2.5,3.0,0.0,48,546,20.1,0.0881,1.106,0.504,0.5,0.0439
USDJPY,1h,2.5,3.0,0.0,96,434,16.8,0.0168,1.019,0.51,0.4,0.0067
