symbol,tf,risk,fit_pf,pf_oos,pf_all,trades_all,trades_oos,tpd,total_return,cagr,max_dd,sharpe,pass_rate,fail_max,fail_daily,open,median_days_pass,p25_days_pass,anchor_hour,anchor_minute,mode,fill_mode,band_k,stop_mode,stop_k,target_mode,rr,max_hold_bars,min_rvol,min_atr_rank,max_atr_rank,warmup_bars
EURUSD,5m,0.005,1.624,0.444,1.347,352,115,0.322,0.5574,0.1594,-0.1113,0.87,0.5378,0.3464,0.0635,0.0523,46.0,29.0,-1,1152,3,1,1.5,0,0.5,0,0.0,0,1.5,0.0,0.0,24
EURUSD,5m,0.0075,1.624,0.444,1.347,352,115,0.322,0.8361,0.2249,-0.1394,0.87,0.4463,0.4454,0.0952,0.0131,28.0,21.0,-1,1152,3,1,1.5,0,0.5,0,0.0,0,1.5,0.0,0.0,24
EURUSD,5m,0.01,1.624,0.444,1.347,352,115,0.322,1.1148,0.2841,-0.1595,0.87,0.395,0.4781,0.1186,0.0084,24.0,18.5,-1,1152,3,1,1.5,0,0.5,0,0.0,0,1.5,0.0,0.0,24
EURUSD,5m,0.015,1.624,0.444,1.347,352,115,0.322,1.6722,0.3884,-0.1865,0.87,0.2932,0.2894,0.4164,0.0009,23.0,18.0,-1,1152,3,1,1.5,0,0.5,0,0.0,0,1.5,0.0,0.0,24
EURUSD,5m,0.02,1.624,0.444,1.347,352,115,0.322,2.2296,0.4791,-0.2097,0.87,0.1457,0.1317,0.7227,0.0,19.5,16.0,-1,1152,3,1,1.5,0,0.5,0,0.0,0,1.5,0.0,0.0,24
GBPUSD,15m,0.0025,1.468,0.535,1.215,352,138,0.322,0.1431,0.0457,-0.0712,0.66,0.4278,0.0917,0.0,0.4806,232.5,170.25,-1,384,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.005,1.468,0.535,1.215,352,138,0.322,0.2862,0.0877,-0.121,0.66,0.7111,0.2231,0.0,0.0657,98.0,57.0,-1,384,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.0075,1.468,0.535,1.215,352,138,0.322,0.4293,0.1267,-0.1578,0.66,0.3981,0.4028,0.1463,0.0528,47.0,28.25,-1,384,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.01,1.468,0.535,1.215,352,138,0.322,0.5724,0.1631,-0.1861,0.66,0.3583,0.3241,0.2833,0.0343,32.0,25.0,-1,384,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.015,1.468,0.535,1.215,352,138,0.322,0.8586,0.2299,-0.2267,0.66,0.2963,0.1389,0.538,0.0269,26.0,20.0,-1,384,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.02,1.468,0.535,1.215,352,138,0.322,1.1448,0.2901,-0.2545,0.66,0.1898,0.0417,0.7426,0.0259,25.0,19.0,-1,384,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.0025,1.348,0.694,1.15,393,140,0.359,0.1097,0.0354,-0.0745,0.53,0.1231,0.2454,0.0,0.6315,186.0,142.0,-1,384,1,1,2.5,1,2.0,2,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.005,1.348,0.694,1.15,393,140,0.359,0.2194,0.0685,-0.1283,0.53,0.5194,0.4,0.0,0.0806,119.0,64.0,-1,384,1,1,2.5,1,2.0,2,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.0075,1.348,0.694,1.15,393,140,0.359,0.3291,0.0996,-0.169,0.53,0.3398,0.4463,0.1537,0.0602,44.0,26.0,-1,384,1,1,2.5,1,2.0,2,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.01,1.348,0.694,1.15,393,140,0.359,0.4388,0.1291,-0.2009,0.53,0.3769,0.2815,0.3009,0.0407,31.0,22.0,-1,384,1,1,2.5,1,2.0,2,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.015,1.348,0.694,1.15,393,140,0.359,0.6582,0.1839,-0.2476,0.53,0.3037,0.1315,0.5306,0.0343,25.0,18.0,-1,384,1,1,2.5,1,2.0,2,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.02,1.348,0.694,1.15,393,140,0.359,0.8776,0.2341,-0.2802,0.53,0.2148,0.0407,0.7176,0.0269,24.0,19.0,-1,384,1,1,2.5,1,2.0,2,0.0,0,0.0,0.699999988079071,0.0,8
GBPUSD,15m,0.0025,1.346,0.926,1.185,320,101,0.293,0.1456,0.0464,-0.14,0.44,0.4332,0.4165,0.0,0.1503,117.0,78.5,-1,384,3,1,1.5,1,1.0,0,0.0,0,1.5,0.0,0.0,8
GBPUSD,15m,0.005,1.346,0.926,1.185,320,101,0.293,0.2911,0.089,-0.2569,0.44,0.4332,0.5223,0.0,0.0445,41.0,26.0,-1,384,3,1,1.5,1,1.0,0,0.0,0,1.5,0.0,0.0,8
GBPUSD,15m,0.0075,1.346,0.926,1.185,320,101,0.293,0.4367,0.1286,-0.356,0.44,0.4378,0.551,0.0,0.0111,33.0,22.0,-1,384,3,1,1.5,1,1.0,0,0.0,0,1.5,0.0,0.0,8
GBPUSD,15m,0.01,1.346,0.926,1.185,320,101,0.293,0.5822,0.1655,-0.441,0.44,0.3887,0.4527,0.1586,0.0,29.0,21.0,-1,384,3,1,1.5,1,1.0,0,0.0,0,1.5,0.0,0.0,8
GBPUSD,15m,0.015,1.346,0.926,1.185,320,101,0.293,0.8733,0.2332,-0.5794,0.44,0.2597,0.3395,0.4007,0.0,23.0,18.0,-1,384,3,1,1.5,1,1.0,0,0.0,0,1.5,0.0,0.0,8
GBPUSD,1h,0.0025,1.582,0.888,1.415,184,55,0.168,0.0683,0.0223,-0.022,1.09,0.0,0.0,0.0,1.0,,,8,0,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.005,1.582,0.888,1.415,184,55,0.168,0.1366,0.0437,-0.0411,1.09,0.1362,0.0,0.0,0.8638,347.0,298.0,8,0,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.0075,1.582,0.888,1.415,184,55,0.168,0.2049,0.0642,-0.0577,1.09,0.3913,0.0,0.0,0.6087,217.0,171.0,8,0,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.01,1.582,0.888,1.415,184,55,0.168,0.2733,0.084,-0.0724,1.09,0.4251,0.1807,0.0,0.3942,152.5,91.75,8,0,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.015,1.582,0.888,1.415,184,55,0.168,0.4099,0.1215,-0.097,1.09,0.5797,0.2097,0.0,0.2106,96.0,53.75,8,0,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.02,1.582,0.888,1.415,184,55,0.168,0.5465,0.1567,-0.117,1.09,0.6184,0.0638,0.1971,0.1208,71.0,39.0,8,0,1,1,2.5,1,2.0,0,0.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.0025,1.546,0.888,1.407,184,55,0.168,0.067,0.0219,-0.0221,1.1,0.0,0.0,0.0,1.0,,,8,0,1,1,2.5,1,2.0,3,3.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.005,1.546,0.888,1.407,184,55,0.168,0.134,0.0429,-0.0414,1.1,0.0792,0.0,0.0,0.9208,301.5,289.25,8,0,1,1,2.5,1,2.0,3,3.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.0075,1.546,0.888,1.407,184,55,0.168,0.201,0.0631,-0.0583,1.1,0.3903,0.0,0.0,0.6097,257.5,219.75,8,0,1,1,2.5,1,2.0,3,3.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.01,1.546,0.888,1.407,184,55,0.168,0.268,0.0825,-0.0733,1.1,0.4618,0.1778,0.0,0.3604,168.5,115.25,8,0,1,1,2.5,1,2.0,3,3.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.015,1.546,0.888,1.407,184,55,0.168,0.4021,0.1194,-0.0988,1.1,0.5952,0.2116,0.0,0.1932,104.0,61.0,8,0,1,1,2.5,1,2.0,3,3.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.02,1.546,0.888,1.407,184,55,0.168,0.5361,0.1541,-0.1195,1.1,0.6367,0.0638,0.1787,0.1208,79.0,40.0,8,0,1,1,2.5,1,2.0,3,3.0,0,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.0025,1.501,0.945,1.347,191,59,0.175,0.054,0.0177,-0.0235,0.9,0.0,0.0,0.0,1.0,,,8,0,1,1,2.5,1,2.0,0,0.0,12,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.005,1.501,0.945,1.347,191,59,0.175,0.108,0.0348,-0.0443,0.9,0.1024,0.0,0.0,0.8976,345.0,297.25,8,0,1,1,2.5,1,2.0,0,0.0,12,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.0075,1.501,0.945,1.347,191,59,0.175,0.162,0.0514,-0.0627,0.9,0.3826,0.0,0.0,0.6174,256.5,198.75,8,0,1,1,2.5,1,2.0,0,0.0,12,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.01,1.501,0.945,1.347,191,59,0.175,0.216,0.0675,-0.0792,0.9,0.4213,0.1845,0.0,0.3942,165.5,95.0,8,0,1,1,2.5,1,2.0,0,0.0,12,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.015,1.501,0.945,1.347,191,59,0.175,0.3239,0.0982,-0.1075,0.9,0.5517,0.2029,0.0,0.2454,107.0,54.0,8,0,1,1,2.5,1,2.0,0,0.0,12,0.0,0.699999988079071,0.0,2
GBPUSD,1h,0.02,1.501,0.945,1.347,191,59,0.175,0.4319,0.1273,-0.1308,0.9,0.5797,0.0725,0.2126,0.1353,78.0,37.0,8,0,1,1,2.5,1,2.0,0,0.0,12,0.0,0.699999988079071,0.0,2
GBPUSD,30m,0.0025,1.525,0.538,1.211,295,117,0.27,0.1089,0.0351,-0.0674,0.64,0.3413,0.0,0.0,0.6587,217.0,181.0,-1,192,1,1,2.5,1,2.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.005,1.525,0.538,1.211,295,117,0.27,0.2179,0.068,-0.1164,0.64,0.4793,0.4241,0.0,0.0966,99.0,73.0,-1,192,1,1,2.5,1,2.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.0075,1.525,0.538,1.211,295,117,0.27,0.3268,0.099,-0.1537,0.64,0.5023,0.4315,0.0,0.0662,56.0,39.0,-1,192,1,1,2.5,1,2.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.01,1.525,0.538,1.211,295,117,0.27,0.4358,0.1284,-0.1829,0.64,0.4913,0.3404,0.1159,0.0524,42.0,31.0,-1,192,1,1,2.5,1,2.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.015,1.525,0.538,1.211,295,117,0.27,0.6537,0.1829,-0.226,0.64,0.3891,0.2806,0.2953,0.035,33.0,25.0,-1,192,1,1,2.5,1,2.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.02,1.525,0.538,1.211,295,117,0.27,0.8716,0.2328,-0.2562,0.64,0.2015,0.1076,0.6642,0.0267,28.0,22.0,-1,192,1,1,2.5,1,2.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.0025,1.518,0.6,1.333,335,129,0.306,0.25,0.0773,-0.0535,0.78,0.55,0.0,0.0,0.45,216.5,127.0,-1,192,1,1,2.5,0,0.5,0,0.0,0,0.0,0.699999988079071,0.0,4
GBPUSD,30m,0.005,1.518,0.6,1.333,335,129,0.306,0.5,0.145,-0.086,0.78,0.5157,0.2954,0.1111,0.0778,68.0,35.0,-1,192,1,1,2.5,0,0.5,0,0.0,0,0.0,0.699999988079071,0.0,4
GBPUSD,30m,0.0075,1.518,0.6,1.333,335,129,0.306,0.75,0.2054,-0.1133,0.78,0.3593,0.3222,0.2833,0.0352,33.0,25.0,-1,192,1,1,2.5,0,0.5,0,0.0,0,0.0,0.699999988079071,0.0,4
GBPUSD,30m,0.01,1.518,0.6,1.333,335,129,0.306,1.0001,0.2604,-0.1368,0.78,0.2796,0.2046,0.488,0.0278,29.0,23.0,-1,192,1,1,2.5,0,0.5,0,0.0,0,0.0,0.699999988079071,0.0,4
GBPUSD,30m,0.015,1.518,0.6,1.333,335,129,0.306,1.5001,0.3579,-0.1725,0.78,0.1935,0.1444,0.6361,0.0259,27.0,22.0,-1,192,1,1,2.5,0,0.5,0,0.0,0,0.0,0.699999988079071,0.0,4
GBPUSD,30m,0.02,1.518,0.6,1.333,335,129,0.306,2.0001,0.4431,-0.1985,0.78,0.0898,0.0981,0.8037,0.0083,26.0,22.0,-1,192,1,1,2.5,0,0.5,0,0.0,0,0.0,0.699999988079071,0.0,4
GBPUSD,30m,0.0025,1.517,0.581,1.234,415,165,0.379,0.2168,0.0677,-0.0808,0.68,0.5934,0.2999,0.0,0.1067,139.0,89.0,-1,192,1,1,2.5,1,1.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.005,1.517,0.581,1.234,415,165,0.379,0.4336,0.1278,-0.1299,0.68,0.6053,0.3293,0.0,0.0653,53.0,36.0,-1,192,1,1,2.5,1,1.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.0075,1.517,0.581,1.234,415,165,0.379,0.6503,0.1821,-0.1629,0.68,0.4269,0.3809,0.1573,0.035,33.0,24.0,-1,192,1,1,2.5,1,1.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.01,1.517,0.581,1.234,415,165,0.379,0.8671,0.2318,-0.1865,0.68,0.3211,0.2328,0.4195,0.0267,29.0,22.0,-1,192,1,1,2.5,1,1.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.015,1.517,0.581,1.234,415,165,0.379,1.3007,0.3207,-0.2182,0.68,0.1674,0.1987,0.6256,0.0083,27.0,23.0,-1,192,1,1,2.5,1,1.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,30m,0.02,1.517,0.581,1.234,415,165,0.379,1.7343,0.3991,-0.2388,0.68,0.023,0.0156,0.9531,0.0083,22.0,16.0,-1,192,1,1,2.5,1,1.0,0,0.0,0,0.0,0.5,0.0,4
GBPUSD,4h,0.0025,1.657,1.055,1.313,160,57,0.146,0.0456,0.015,-0.027,0.78,0.0,0.0,0.0,1.0,,,-1,24,1,1,2.0,1,2.0,3,3.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.005,1.657,1.055,1.313,160,57,0.146,0.0913,0.0296,-0.0505,0.78,0.2585,0.0,0.0,0.7415,301.0,231.0,-1,24,1,1,2.0,1,2.0,3,3.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.0075,1.657,1.055,1.313,160,57,0.146,0.1369,0.0438,-0.0712,0.78,0.4763,0.0322,0.0,0.4915,222.0,136.5,-1,24,1,1,2.0,1,2.0,3,3.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.01,1.657,1.055,1.313,160,57,0.146,0.1826,0.0576,-0.0895,0.78,0.5407,0.2509,0.0,0.2083,144.0,92.5,-1,24,1,1,2.0,1,2.0,3,3.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.015,1.657,1.055,1.313,160,57,0.146,0.2738,0.0842,-0.1204,0.78,0.5019,0.3892,0.0,0.1089,94.5,53.25,-1,24,1,1,2.0,1,2.0,3,3.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.02,1.657,1.055,1.313,160,57,0.146,0.3651,0.1095,-0.1455,0.78,0.5284,0.3636,0.0,0.108,70.0,39.0,-1,24,1,1,2.0,1,2.0,3,3.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.0025,1.592,1.17,1.271,156,56,0.143,0.0394,0.013,-0.0272,0.67,0.0,0.0,0.0,1.0,,,-1,24,1,1,2.0,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.005,1.592,1.17,1.271,156,56,0.143,0.0789,0.0257,-0.0511,0.67,0.2973,0.0,0.0,0.7027,243.5,175.25,-1,24,1,1,2.0,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.0075,1.592,1.17,1.271,156,56,0.143,0.1183,0.038,-0.0723,0.67,0.4564,0.0322,0.0,0.5114,246.5,129.0,-1,24,1,1,2.0,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.01,1.592,1.17,1.271,156,56,0.143,0.1577,0.0501,-0.0912,0.67,0.5379,0.2462,0.0,0.2159,196.0,107.75,-1,24,1,1,2.0,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.015,1.592,1.17,1.271,156,56,0.143,0.2366,0.0735,-0.1235,0.67,0.5047,0.3864,0.0,0.1089,114.0,59.0,-1,24,1,1,2.0,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.02,1.592,1.17,1.271,156,56,0.143,0.3154,0.0959,-0.1501,0.67,0.5312,0.3608,0.0,0.108,72.0,41.0,-1,24,1,1,2.0,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.0025,1.568,0.957,1.322,219,75,0.2,0.0671,0.0219,-0.0196,0.89,0.0,0.0,0.0,1.0,,,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.005,1.568,0.957,1.322,219,75,0.2,0.1343,0.043,-0.0362,0.89,0.34,0.0,0.0,0.66,229.0,185.5,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.0075,1.568,0.957,1.322,219,75,0.2,0.2014,0.0632,-0.0505,0.89,0.4972,0.0,0.0,0.5028,183.0,109.0,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.01,1.568,0.957,1.322,219,75,0.2,0.2686,0.0827,-0.063,0.89,0.5653,0.1818,0.0,0.2528,136.0,80.0,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.015,1.568,0.957,1.322,219,75,0.2,0.4028,0.1196,-0.0835,0.89,0.5597,0.1269,0.2045,0.1089,71.0,38.0,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,4h,0.02,1.568,0.957,1.322,219,75,0.2,0.5371,0.1543,-0.1,0.89,0.4366,0.1515,0.3258,0.0862,44.0,26.0,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
GBPUSD,5m,0.0025,1.276,0.688,1.161,173,60,0.158,0.0436,0.0143,-0.0321,0.47,0.0,0.0,0.0,1.0,,,-1,1152,4,1,2.0,0,1.0,3,3.0,0,0.0,0.0,0.5,24
GBPUSD,5m,0.005,1.276,0.688,1.161,173,60,0.158,0.0871,0.0283,-0.0602,0.47,0.2976,0.0,0.0,0.7024,306.5,184.25,-1,1152,4,1,2.0,0,1.0,3,3.0,0,0.0,0.0,0.5,24
GBPUSD,5m,0.0075,1.276,0.688,1.161,173,60,0.158,0.1307,0.0419,-0.085,0.47,0.6349,0.1285,0.0,0.2366,214.0,120.0,-1,1152,4,1,2.0,0,1.0,3,3.0,0,0.0,0.0,0.5,24
GBPUSD,5m,0.01,1.276,0.688,1.161,173,60,0.158,0.1743,0.0551,-0.1071,0.47,0.5231,0.3226,0.0,0.1543,118.0,78.0,-1,1152,4,1,2.0,0,1.0,3,3.0,0,0.0,0.0,0.5,24
GBPUSD,5m,0.015,1.276,0.688,1.161,173,60,0.158,0.2614,0.0806,-0.1448,0.47,0.3799,0.5092,0.0,0.1109,56.0,35.0,-1,1152,4,1,2.0,0,1.0,3,3.0,0,0.0,0.0,0.5,24
GBPUSD,5m,0.02,1.276,0.688,1.161,173,60,0.158,0.3486,0.105,-0.1757,0.47,0.3762,0.4307,0.1756,0.0176,47.0,32.0,-1,1152,4,1,2.0,0,1.0,3,3.0,0,0.0,0.0,0.5,24
GBPUSD,5m,0.0025,1.12,1.496,1.284,371,150,0.339,0.3432,0.1035,-0.1575,0.73,0.6894,0.1567,0.0,0.1539,101.0,51.0,13,30,1,1,2.5,0,0.5,0,0.0,144,0.0,0.0,0.5,24
GBPUSD,5m,0.005,1.12,1.496,1.284,371,150,0.339,0.6865,0.1906,-0.3161,0.73,0.4347,0.3619,0.1446,0.0588,33.0,21.25,13,30,1,1,2.5,0,0.5,0,0.0,144,0.0,0.0,0.5,24
GBPUSD,5m,0.0075,1.12,1.496,1.284,371,150,0.339,1.0297,0.2666,-0.4759,0.73,0.2845,0.2146,0.4683,0.0326,26.0,16.0,13,30,1,1,2.5,0,0.5,0,0.0,144,0.0,0.0,0.5,24
GBPUSD,5m,0.0025,1.117,1.327,1.17,247,66,0.226,0.0715,0.0233,-0.0486,0.58,0.0306,0.0,0.0,0.9694,334.0,286.0,-1,1152,3,1,2.5,1,2.0,0,0.0,48,1.5,0.0,0.0,24
GBPUSD,5m,0.005,1.117,1.327,1.17,247,66,0.226,0.1429,0.0456,-0.0929,0.58,0.5223,0.1994,0.0,0.2783,191.0,149.0,-1,1152,3,1,2.5,1,2.0,0,0.0,48,1.5,0.0,0.0,24
GBPUSD,5m,0.0075,1.117,1.327,1.17,247,66,0.226,0.2144,0.067,-0.1335,0.58,0.5779,0.1929,0.0,0.2291,113.0,68.5,-1,1152,3,1,2.5,1,2.0,0,0.0,48,1.5,0.0,0.0,24
GBPUSD,5m,0.01,1.117,1.327,1.17,247,66,0.226,0.2859,0.0876,-0.1709,0.58,0.6243,0.2468,0.0,0.1289,81.0,47.0,-1,1152,3,1,2.5,1,2.0,0,0.0,48,1.5,0.0,0.0,24
GBPUSD,5m,0.015,1.117,1.327,1.17,247,66,0.226,0.4288,0.1265,-0.2374,0.58,0.3701,0.3173,0.3126,0.0,40.0,29.0,-1,1152,3,1,2.5,1,2.0,0,0.0,48,1.5,0.0,0.0,24
GBPUSD,5m,0.02,1.117,1.327,1.17,247,66,0.226,0.5717,0.163,-0.2947,0.58,0.2087,0.0863,0.705,0.0,27.0,22.0,-1,1152,3,1,2.5,1,2.0,0,0.0,48,1.5,0.0,0.0,24
NZDUSD,15m,0.0025,0.991,1.571,1.151,261,90,0.239,0.0676,0.0221,-0.0407,0.42,0.0129,0.0,0.0,0.9871,313.5,310.25,-1,384,4,1,2.0,0,1.0,0,0.0,0,1.5,0.0,0.0,8
NZDUSD,15m,0.005,0.991,1.571,1.151,261,90,0.239,0.1353,0.0433,-0.0805,0.42,0.3913,0.0654,0.0,0.5433,183.0,90.0,-1,384,4,1,2.0,0,1.0,0,0.0,0,1.5,0.0,0.0,8
NZDUSD,15m,0.0075,0.991,1.571,1.151,261,90,0.239,0.2029,0.0636,-0.1194,0.42,0.4365,0.3564,0.0,0.2072,109.0,42.25,-1,384,4,1,2.0,0,1.0,0,0.0,0,1.5,0.0,0.0,8
NZDUSD,15m,0.01,0.991,1.571,1.151,261,90,0.239,0.2706,0.0832,-0.1576,0.42,0.4954,0.349,0.0,0.1556,54.5,31.25,-1,384,4,1,2.0,0,1.0,0,0.0,0,1.5,0.0,0.0,8
NZDUSD,15m,0.015,0.991,1.571,1.151,261,90,0.239,0.4059,0.1205,-0.2315,0.42,0.3591,0.5304,0.0727,0.0378,30.0,24.0,-1,384,4,1,2.0,0,1.0,0,0.0,0,1.5,0.0,0.0,8
NZDUSD,15m,0.02,0.991,1.571,1.151,261,90,0.239,0.5411,0.1554,-0.3025,0.42,0.2956,0.1915,0.5083,0.0046,29.0,25.0,-1,384,4,1,2.0,0,1.0,0,0.0,0,1.5,0.0,0.0,8
NZDUSD,15m,0.0025,0.933,1.386,1.158,260,104,0.238,0.0578,0.019,-0.0537,0.63,0.0729,0.0,0.0,0.9271,343.0,318.5,-1,384,4,1,2.0,0,1.0,3,2.0,0,0.0,0.699999988079071,0.0,8
NZDUSD,15m,0.005,0.933,1.386,1.158,260,104,0.238,0.1157,0.0372,-0.1068,0.63,0.3192,0.298,0.0,0.3828,171.0,132.0,-1,384,4,1,2.0,0,1.0,3,2.0,0,0.0,0.699999988079071,0.0,8
NZDUSD,15m,0.0075,0.933,1.386,1.158,260,104,0.238,0.1735,0.0549,-0.1591,0.63,0.3579,0.3893,0.0,0.2528,98.0,60.75,-1,384,4,1,2.0,0,1.0,3,2.0,0,0.0,0.699999988079071,0.0,8
NZDUSD,15m,0.01,0.933,1.386,1.158,260,104,0.238,0.2314,0.072,-0.2109,0.63,0.3782,0.4613,0.0,0.1605,61.5,41.25,-1,384,4,1,2.0,0,1.0,3,2.0,0,0.0,0.699999988079071,0.0,8
NZDUSD,15m,0.015,0.933,1.386,1.158,260,104,0.238,0.3471,0.1046,-0.3124,0.63,0.3533,0.5434,0.0572,0.0461,35.0,22.0,-1,384,4,1,2.0,0,1.0,3,2.0,0,0.0,0.699999988079071,0.0,8
NZDUSD,15m,0.02,0.933,1.386,1.158,260,104,0.238,0.4628,0.1354,-0.4115,0.63,0.3441,0.1006,0.5526,0.0028,28.0,19.0,-1,384,4,1,2.0,0,1.0,3,2.0,0,0.0,0.699999988079071,0.0,8
NZDUSD,1h,0.0025,1.6,0.853,1.304,266,108,0.243,0.1131,0.0364,-0.0405,1.05,0.159,0.0,0.0,0.841,327.0,313.0,-1,96,1,1,2.0,0,1.0,3,3.0,0,0.0,0.699999988079071,0.0,2
NZDUSD,1h,0.005,1.6,0.853,1.304,266,108,0.243,0.2261,0.0704,-0.0713,1.05,0.5491,0.1955,0.0,0.2554,195.0,124.0,-1,96,1,1,2.0,0,1.0,3,3.0,0,0.0,0.699999988079071,0.0,2
NZDUSD,1h,0.0075,1.6,0.853,1.304,266,108,0.243,0.3392,0.1024,-0.0954,1.05,0.5921,0.319,0.0,0.0889,112.0,76.0,-1,96,1,1,2.0,0,1.0,3,3.0,0,0.0,0.699999988079071,0.0,2
NZDUSD,1h,0.01,1.6,0.853,1.304,266,108,0.243,0.4522,0.1327,-0.1148,1.05,0.5978,0.348,0.0,0.0543,89.0,42.5,-1,96,1,1,2.0,0,1.0,3,3.0,0,0.0,0.699999988079071,0.0,2
NZDUSD,1h,0.015,1.6,0.853,1.304,266,108,0.243,0.6783,0.1887,-0.1442,1.05,0.6501,0.1375,0.1833,0.029,46.0,26.5,-1,96,1,1,2.0,0,1.0,3,3.0,0,0.0,0.699999988079071,0.0,2
NZDUSD,1h,0.02,1.6,0.853,1.304,266,108,0.243,0.9045,0.24,-0.1756,1.05,0.4369,0.1001,0.435,0.0281,30.0,20.0,-1,96,1,1,2.0,0,1.0,3,3.0,0,0.0,0.699999988079071,0.0,2
NZDUSD,1h,0.0025,1.592,0.643,1.167,243,97,0.222,0.0518,0.017,-0.0555,0.61,0.0,0.0,0.0,1.0,,,-1,96,1,1,2.0,1,2.0,3,2.0,0,0.0,0.699999988079071,0.0,2
NZDUSD,1h,0.005,1.592,0.643,1.167,243,97,0.222,0.1037,0.0335,-0.1007,0.61,0.508,0.334,0.0,0.1581,216.0,157.0,-1,96,1,1,2.0,1,2.0,3,2.0,0,0.0,0.699999988079071,0.0,2
NZDUSD,1h,0.0075,1.592,0.643,1.167,243,97,0.222,0.1555,0.0494,-0.1383,0.61,0.5856,0.334,0.0,0.0804,138.0,87.0,-1,96,1,1,2.0,1,2.0,3,2.0,0,0.0,0.699999988079071,0.0,2
