symbol,tf,quarter,floor,topn,selector,train_pf_2x,train_trades,n_eligible,test_trades,test_pf,test_pf_2x,test_total_r,test_tpd,test_win,anchor_hour,anchor_minute,mode,fill_mode,band_k,stop_mode,stop_k,target_mode,rr,max_hold_bars,min_rvol,min_atr_rank,max_atr_rank,warmup_bars,min_risk_bps,filter,train_pf
BTCUSDT,15m,2021-04-01,100,10,train_pf_2x,2.124,378,15932,842,2.182,1.819,13.817,9.254,0.5238,0,0,0,1,2.0,0,6.0,3,1.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.124
BTCUSDT,15m,2021-07-01,30,1,train_pf_2x,2.366,47,17940,21,1.634,1.435,7.091,0.228,0.3333,-1,384,2,1,2.0,0,1.0,0,0.0,0,0.0,0.0,0.5,8,10.0,ATRrank<0.5,2.366
BTCUSDT,15m,2021-07-01,30,10,train_pf_2x,2.366,47,17940,298,1.054,0.8,0.979,3.239,0.3758,-1,384,2,1,2.0,0,1.0,0,0.0,0,0.0,0.0,0.5,8,10.0,ATRrank<0.5,2.366
BTCUSDT,15m,2021-07-01,100,1,train_pf_2x,2.046,367,15999,99,1.6,1.257,8.674,1.076,0.5455,0,0,0,1,2.0,0,6.0,3,3.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.046
BTCUSDT,15m,2021-07-01,100,10,train_pf_2x,2.046,367,15999,912,1.736,1.403,13.951,9.914,0.5011,0,0,0,1,2.0,0,6.0,3,3.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.046
BTCUSDT,15m,2021-10-01,30,1,train_pf_2x,2.919,66,17792,24,1.836,1.206,17.93,0.261,0.4167,0,0,3,1,1.5,0,0.5,0,0.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.919
BTCUSDT,15m,2021-10-01,30,10,train_pf_2x,2.919,66,17792,276,1.901,1.387,18.183,3.0,0.4167,0,0,3,1,1.5,0,0.5,0,0.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.919
BTCUSDT,15m,2021-10-01,100,1,train_pf_2x,2.059,325,15940,98,2.33,1.823,96.444,1.065,0.3776,8,0,2,1,1.5,1,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.059
BTCUSDT,15m,2021-10-01,100,10,train_pf_2x,2.059,325,15940,843,2.324,1.758,56.925,9.164,0.4187,8,0,2,1,1.5,1,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.059
BTCUSDT,15m,2022-01-01,30,1,train_pf_2x,2.75,68,17785,36,3.444,2.488,61.67,0.4,0.4722,0,0,3,1,1.5,0,0.5,0,0.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.75
BTCUSDT,15m,2022-01-01,30,10,train_pf_2x,2.75,68,17785,318,2.559,1.891,42.053,3.534,0.3774,0,0,3,1,1.5,0,0.5,0,0.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.75
BTCUSDT,15m,2022-01-01,100,1,train_pf_2x,2.324,327,15847,95,2.635,1.863,152.616,1.056,0.3368,13,30,2,1,1.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.324
BTCUSDT,15m,2022-01-01,100,10,train_pf_2x,2.324,327,15847,665,2.409,1.813,71.481,7.39,0.4045,13,30,2,1,1.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.324
BTCUSDT,15m,2022-04-01,30,1,train_pf_2x,2.906,88,17799,36,1.331,0.97,13.857,0.396,0.1944,0,0,3,1,1.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.906
BTCUSDT,15m,2022-04-01,30,10,train_pf_2x,2.906,88,17799,202,1.416,1.061,7.491,2.22,0.2822,0,0,3,1,1.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.906
BTCUSDT,15m,2022-04-01,100,1,train_pf_2x,2.276,217,15906,64,2.028,1.508,33.4,0.703,0.5312,13,30,2,1,2.0,0,1.0,0,0.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.276
BTCUSDT,15m,2022-04-01,100,10,train_pf_2x,2.276,217,15906,640,1.78,1.363,33.362,7.034,0.4062,13,30,2,1,2.0,0,1.0,0,0.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.276
BTCUSDT,15m,2022-07-01,30,1,train_pf_2x,2.691,39,17907,10,5.199,4.67,18.307,0.109,0.6,-1,384,3,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.691
BTCUSDT,15m,2022-07-01,30,10,train_pf_2x,2.691,39,17907,219,2.325,1.859,18.042,2.381,0.4475,-1,384,3,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.691
BTCUSDT,15m,2022-07-01,100,1,train_pf_2x,2.378,120,16058,42,2.178,1.688,43.224,0.457,0.3333,8,0,2,1,2.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.378
BTCUSDT,15m,2022-07-01,100,10,train_pf_2x,2.378,120,16058,422,1.956,1.475,35.343,4.587,0.3294,8,0,2,1,2.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.378
BTCUSDT,15m,2022-10-01,30,1,train_pf_2x,3.664,31,17968,4,0.0,0.0,-5.257,0.043,0.0,-1,384,3,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.664
BTCUSDT,15m,2022-10-01,30,10,train_pf_2x,3.664,31,17968,82,0.561,0.388,-2.975,0.891,0.3049,-1,384,3,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.664
BTCUSDT,15m,2022-10-01,100,1,train_pf_2x,2.31,129,16436,33,0.668,0.441,-11.039,0.359,0.2727,8,0,2,1,2.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.31
BTCUSDT,15m,2022-10-01,100,10,train_pf_2x,2.31,129,16436,347,0.928,0.636,-2.597,3.772,0.2478,8,0,2,1,2.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.31
BTCUSDT,15m,2023-01-01,30,1,train_pf_2x,3.661,31,17999,5,3.533,2.834,9.702,0.056,0.4,-1,384,3,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.661
BTCUSDT,15m,2023-01-01,30,10,train_pf_2x,3.661,31,17999,62,3.376,2.735,9.615,0.689,0.4355,-1,384,3,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.661
BTCUSDT,15m,2023-01-01,100,1,train_pf_2x,1.883,271,16249,83,1.43,1.02,39.197,0.922,0.241,8,0,2,1,2.0,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.883
BTCUSDT,15m,2023-01-01,100,10,train_pf_2x,1.883,271,16249,636,1.687,1.18,38.675,7.067,0.3585,8,0,2,1,2.0,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.883
BTCUSDT,15m,2023-04-01,30,1,train_pf_2x,2.996,40,17997,12,0.486,0.329,-6.604,0.132,0.1667,-1,384,3,1,1.5,1,1.0,0,0.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.996
BTCUSDT,15m,2023-04-01,30,10,train_pf_2x,2.996,40,17997,113,0.699,0.493,-2.174,1.242,0.3451,-1,384,3,1,1.5,1,1.0,0,0.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.996
BTCUSDT,15m,2023-04-01,100,1,train_pf_2x,2.483,115,16731,21,1.279,0.814,2.311,0.231,0.619,13,30,2,1,2.5,1,2.0,3,1.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.483
BTCUSDT,15m,2023-04-01,100,10,train_pf_2x,2.483,115,16731,222,1.623,1.091,7.051,2.44,0.5676,13,30,2,1,2.5,1,2.0,3,1.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.483
BTCUSDT,15m,2023-07-01,30,1,train_pf_2x,2.65,39,18000,19,0.544,0.343,-10.104,0.207,0.2105,-1,384,3,1,2.0,1,1.0,0,0.0,0,2.0,0.0,0.0,8,10.0,rvol>2.0,2.65
BTCUSDT,15m,2023-07-01,30,10,train_pf_2x,2.65,39,18000,168,0.423,0.238,-8.704,1.826,0.2976,-1,384,3,1,2.0,1,1.0,0,0.0,0,2.0,0.0,0.0,8,10.0,rvol>2.0,2.65
BTCUSDT,15m,2023-07-01,100,1,train_pf_2x,2.109,110,16786,15,0.707,0.447,-5.369,0.163,0.2,13,30,2,1,2.5,1,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.109
BTCUSDT,15m,2023-07-01,100,10,train_pf_2x,2.109,110,16786,324,1.246,0.84,7.954,3.522,0.2809,13,30,2,1,2.5,1,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.109
BTCUSDT,15m,2023-10-01,30,1,train_pf_2x,2.063,107,18089,22,0.652,0.433,-7.832,0.239,0.2273,8,0,3,1,2.5,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.063
BTCUSDT,15m,2023-10-01,30,10,train_pf_2x,2.063,107,18089,232,0.866,0.585,-2.724,2.522,0.3017,8,0,3,1,2.5,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.063
BTCUSDT,15m,2023-10-01,100,1,train_pf_2x,2.063,107,16527,22,0.652,0.433,-7.832,0.239,0.2273,8,0,3,1,2.5,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.063
BTCUSDT,15m,2023-10-01,100,10,train_pf_2x,2.063,107,16527,246,0.621,0.402,-8.559,2.674,0.2724,8,0,3,1,2.5,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.063
BTCUSDT,15m,2024-01-01,30,1,train_pf_2x,2.231,38,18020,5,1.248,1.039,0.877,0.055,0.4,-1,384,2,1,2.0,0,1.0,0,0.0,0,0.0,0.0,0.5,8,10.0,ATRrank<0.5,2.231
BTCUSDT,15m,2024-01-01,30,10,train_pf_2x,2.231,38,18020,258,2.275,1.803,27.516,2.835,0.3178,-1,384,2,1,2.0,0,1.0,0,0.0,0,0.0,0.0,0.5,8,10.0,ATRrank<0.5,2.231
BTCUSDT,15m,2024-01-01,100,1,train_pf_2x,1.845,199,16421,56,2.143,1.665,56.589,0.615,0.3036,13,30,2,1,2.0,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,1.845
BTCUSDT,15m,2024-01-01,100,10,train_pf_2x,1.845,199,16421,649,2.094,1.617,58.021,7.133,0.3251,13,30,2,1,2.0,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,1.845
BTCUSDT,15m,2024-04-01,30,1,train_pf_2x,2.183,33,18000,15,1.004,0.8,0.05,0.165,0.2667,-1,384,2,1,2.0,1,2.0,0,0.0,0,0.0,0.0,0.5,8,10.0,ATRrank<0.5,2.183
BTCUSDT,15m,2024-04-01,30,10,train_pf_2x,2.183,33,18000,194,0.933,0.701,-1.116,2.132,0.2835,-1,384,2,1,2.0,1,2.0,0,0.0,0,0.0,0.0,0.5,8,10.0,ATRrank<0.5,2.183
BTCUSDT,15m,2024-04-01,100,1,train_pf_2x,1.592,146,16250,29,1.336,1.047,7.988,0.319,0.2759,-1,384,2,1,2.0,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.592
BTCUSDT,15m,2024-04-01,100,10,train_pf_2x,1.592,146,16250,458,1.823,1.327,25.135,5.034,0.4148,-1,384,2,1,2.0,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.592
BTCUSDT,15m,2024-07-01,30,1,train_pf_2x,1.709,88,17944,23,0.542,0.479,-9.198,0.25,0.1739,-1,384,4,1,2.0,0,1.0,0,0.0,0,1.5,0.0,0.0,8,10.0,rvol>1.5,1.709
BTCUSDT,15m,2024-07-01,30,10,train_pf_2x,1.709,88,17944,303,1.295,0.993,6.681,3.294,0.363,-1,384,4,1,2.0,0,1.0,0,0.0,0,1.5,0.0,0.0,8,10.0,rvol>1.5,1.709
BTCUSDT,15m,2024-07-01,100,1,train_pf_2x,1.596,193,16146,51,1.204,0.885,7.721,0.554,0.3922,13,30,2,1,2.0,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,1.596
BTCUSDT,15m,2024-07-01,100,10,train_pf_2x,1.596,193,16146,512,1.508,1.13,17.902,5.566,0.4023,13,30,2,1,2.0,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,1.596
BTCUSDT,15m,2024-10-01,30,1,train_pf_2x,1.934,81,17928,21,0.75,0.499,-4.795,0.228,0.2857,13,30,2,1,2.5,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.934
BTCUSDT,15m,2024-10-01,30,10,train_pf_2x,1.934,81,17928,160,0.744,0.555,-3.363,1.739,0.3,13,30,2,1,2.5,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.934
BTCUSDT,15m,2024-10-01,100,1,train_pf_2x,1.72,324,16218,92,1.088,0.786,7.29,1.0,0.2826,13,30,2,1,1.5,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.72
BTCUSDT,15m,2024-10-01,100,10,train_pf_2x,1.72,324,16218,672,1.123,0.816,5.255,7.305,0.3571,13,30,2,1,1.5,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.72
BTCUSDT,15m,2025-01-01,30,1,train_pf_2x,2.412,52,17912,12,1.043,0.765,0.456,0.133,0.25,13,30,3,1,2.5,0,1.0,0,0.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.412
BTCUSDT,15m,2025-01-01,30,10,train_pf_2x,2.412,52,17912,230,1.827,1.347,13.487,2.556,0.3,13,30,3,1,2.5,0,1.0,0,0.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.412
BTCUSDT,15m,2025-01-01,100,1,train_pf_2x,1.801,108,16150,26,2.491,1.743,48.245,0.289,0.2308,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.801
BTCUSDT,15m,2025-01-01,100,10,train_pf_2x,1.801,108,16150,373,2.043,1.497,23.035,4.145,0.3003,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.801
BTCUSDT,15m,2025-04-01,30,1,train_pf_2x,2.044,108,17932,24,2.95,2.009,58.153,0.264,0.25,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.044
BTCUSDT,15m,2025-04-01,30,10,train_pf_2x,2.044,108,17932,219,1.998,1.377,24.521,2.407,0.2557,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.044
BTCUSDT,15m,2025-04-01,100,1,train_pf_2x,2.044,108,15801,24,2.95,2.009,58.153,0.264,0.25,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.044
BTCUSDT,15m,2025-04-01,100,10,train_pf_2x,2.044,108,15801,272,1.909,1.315,28.133,2.989,0.2537,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.044
BTCUSDT,15m,2025-07-01,30,1,train_pf_2x,2.162,112,17982,16,2.069,1.174,16.328,0.174,0.375,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.162
BTCUSDT,15m,2025-07-01,30,10,train_pf_2x,2.162,112,17982,165,0.797,0.49,-3.035,1.794,0.2485,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.162
BTCUSDT,15m,2025-07-01,100,1,train_pf_2x,2.162,112,15904,16,2.069,1.174,16.328,0.174,0.375,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.162
BTCUSDT,15m,2025-07-01,100,10,train_pf_2x,2.162,112,15904,205,1.412,0.809,8.72,2.229,0.3317,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,2.162
BTCUSDT,15m,2025-10-01,30,1,train_pf_2x,1.769,93,18016,21,0.761,0.467,-5.566,0.228,0.1905,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.769
BTCUSDT,15m,2025-10-01,30,10,train_pf_2x,1.769,93,18016,200,1.378,0.923,6.912,2.174,0.295,8,0,3,1,2.5,0,0.5,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.769
BTCUSDT,15m,2025-10-01,100,1,train_pf_2x,1.523,106,15757,26,1.476,1.024,9.464,0.283,0.3462,8,0,3,1,2.5,1,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.523
BTCUSDT,15m,2025-10-01,100,10,train_pf_2x,1.523,106,15757,293,1.657,1.116,20.03,3.185,0.256,8,0,3,1,2.5,1,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,1.523
BTCUSDT,15m,2026-01-01,30,1,train_pf_2x,1.648,51,18000,18,1.99,1.618,17.19,0.2,0.2222,-1,384,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,1.648
BTCUSDT,15m,2026-01-01,30,10,train_pf_2x,1.648,51,18000,205,1.075,0.716,1.535,2.278,0.3073,-1,384,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,1.648
BTCUSDT,15m,2026-01-01,100,1,train_pf_2x,1.507,125,15764,34,0.497,0.292,-22.793,0.378,0.1765,8,0,3,1,2.5,0,0.5,0,0.0,48,2.0,0.0,0.0,8,10.0,rvol>2.0,1.507
BTCUSDT,15m,2026-01-01,100,10,train_pf_2x,1.507,125,15764,345,0.934,0.613,-2.658,3.834,0.2261,8,0,3,1,2.5,0,0.5,0,0.0,48,2.0,0.0,0.0,8,10.0,rvol>2.0,1.507
BTCUSDT,15m,2026-04-01,30,1,train_pf_2x,1.742,106,17895,30,0.442,0.295,-17.158,0.33,0.2,0,0,2,1,2.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,1.742
BTCUSDT,15m,2026-04-01,30,10,train_pf_2x,1.742,106,17895,242,0.532,0.371,-10.468,2.66,0.2397,0,0,2,1,2.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,1.742
BTCUSDT,15m,2026-04-01,100,1,train_pf_2x,1.742,106,15704,30,0.442,0.295,-17.158,0.33,0.2,0,0,2,1,2.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,1.742
BTCUSDT,15m,2026-04-01,100,10,train_pf_2x,1.742,106,15704,299,0.8,0.555,-5.454,3.286,0.2475,0,0,2,1,2.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,1.742
