symbol,tf,quarter,floor,topn,train_pf,train_trades,n_eligible,test_trades,test_pf,test_pf_2x,test_total_r,test_tpd,test_win,anchor_hour,anchor_minute,mode,fill_mode,band_k,stop_mode,stop_k,target_mode,rr,max_hold_bars,min_rvol,min_atr_rank,max_atr_rank,warmup_bars,min_risk_bps,filter
XAGUSD,1h,2025-09-01,100,1,1.794,104,9477,20,1.815,1.695,7.831,0.222,0.5,-1,96,4,1,2.0,0,1.0,0,0.0,0,0.0,0.0,0.0,2,5.0,none
XAGUSD,1h,2025-09-01,100,10,1.794,104,9477,368,0.866,0.702,-3.344,4.091,0.2935,-1,96,4,1,2.0,0,1.0,0,0.0,0,0.0,0.0,0.0,2,5.0,none
XAGUSD,1h,2025-12-01,30,1,7.728,30,13038,1,inf,inf,3.014,0.011,1.0,-1,96,2,1,2.5,0,1.0,0,0.0,4,0.0,0.0,0.5,2,5.0,ATRrank<0.5
XAGUSD,1h,2025-12-01,30,10,7.728,30,13038,10,inf,inf,4.053,0.112,1.0,-1,96,2,1,2.5,0,1.0,0,0.0,4,0.0,0.0,0.5,2,5.0,ATRrank<0.5
XAGUSD,1h,2025-12-01,100,1,1.425,124,9676,33,1.29,1.19,5.191,0.371,0.3333,-1,96,2,1,2.5,0,0.5,0,0.0,4,0.0,0.0,0.0,2,5.0,none
XAGUSD,1h,2025-12-01,100,10,1.425,124,9676,610,1.099,0.995,4.067,6.857,0.3016,-1,96,2,1,2.5,0,0.5,0,0.0,4,0.0,0.0,0.0,2,5.0,none
XAGUSD,1h,2026-03-01,30,1,3.761,32,13274,1,0.0,0.0,-1.019,0.011,0.0,-1,96,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2026-03-01,30,10,3.761,32,13274,19,1.394,1.343,0.548,0.207,0.2632,-1,96,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2026-03-01,100,1,1.69,116,10405,38,0.913,0.865,-2.804,0.413,0.1579,-1,96,4,1,2.0,0,0.5,0,0.0,0,0.0,0.5,0.0,2,5.0,ATRrank>0.5
XAGUSD,1h,2026-03-01,100,10,1.69,116,10405,213,0.617,0.573,-5.403,2.316,0.216,-1,96,4,1,2.0,0,0.5,0,0.0,0,0.0,0.5,0.0,2,5.0,ATRrank>0.5
XAGUSD,30m,2024-09-01,30,1,3.615,39,18011,9,2.53,2.03,12.608,0.101,0.2222,13,30,2,1,2.5,0,0.5,0,0.0,8,2.5,0.0,0.0,4,5.0,rvol>2.5
XAGUSD,30m,2024-09-01,30,10,3.615,39,18011,93,1.21,1.013,1.874,1.045,0.1828,13,30,2,1,2.5,0,0.5,0,0.0,8,2.5,0.0,0.0,4,5.0,rvol>2.5
XAGUSD,30m,2024-09-01,100,1,1.864,100,15787,27,1.58,1.24,19.355,0.303,0.0741,13,30,2,1,2.5,0,0.5,0,0.0,0,1.5,0.0,0.0,4,5.0,rvol>1.5
XAGUSD,30m,2024-09-01,100,10,1.864,100,15787,347,1.222,0.962,8.169,3.9,0.17,13,30,2,1,2.5,0,0.5,0,0.0,0,1.5,0.0,0.0,4,5.0,rvol>1.5
XAGUSD,30m,2024-12-01,30,1,3.73,38,17945,5,0.493,0.318,-2.281,0.056,0.4,13,30,2,1,2.5,0,0.5,0,0.0,8,2.5,0.0,0.0,4,5.0,rvol>2.5
XAGUSD,30m,2024-12-01,30,10,3.73,38,17945,86,0.332,0.243,-5.898,0.967,0.2209,13,30,2,1,2.5,0,0.5,0,0.0,8,2.5,0.0,0.0,4,5.0,rvol>2.5
XAGUSD,30m,2024-12-01,100,1,2.249,104,15756,15,0.548,0.409,-8.218,0.169,0.1333,0,0,2,1,2.5,0,0.5,0,0.0,0,2.0,0.0,0.0,4,5.0,rvol>2.0
XAGUSD,30m,2024-12-01,100,10,2.249,104,15756,161,0.465,0.361,-8.955,1.809,0.1801,0,0,2,1,2.5,0,0.5,0,0.0,0,2.0,0.0,0.0,4,5.0,rvol>2.0
XAGUSD,30m,2025-03-01,30,1,3.598,39,17822,16,0.739,0.55,-4.697,0.178,0.1875,13,30,2,1,2.5,0,0.5,0,0.0,8,2.5,0.0,0.0,4,5.0,rvol>2.5
