sym,feature,horizon,tail,n_trades,fade_bps,hi_bps,lo_bps,hit_rate,null_best,beats_null,clears_taker1x,clears_taker2x,clears_mixed,clears_maker2x
BTCUSDT,absorb_30m,4h,0.05,63336,0.9021462168694407,-1.2629131006890406,3.0651554829957104,0.493431855500821,1.3929634944280567,False,False,False,False,False
BTCUSDT,absorb_30m,4h,0.02,25523,1.345806154859086,-1.188531300080267,3.8720143784064422,0.49277122595306194,1.248889590416674,True,False,False,False,False
BTCUSDT,absorb_30m,4h,0.01,12962,2.7952021441535297,-0.45635654360596767,6.011830029558334,0.5012343774108934,1.4297620379935116,True,False,False,False,False
BTCUSDT,absorbq_30m,15m,0.1,42367,0.38444403910756697,0.026315076746435385,0.7420830618560713,0.5062194632615007,0.07762640706342136,True,False,False,False,False
BTCUSDT,absorbq_30m,15m,0.05,21284,0.19444919987756087,-0.2658283785015448,0.6529138120846772,0.49957714715279083,0.2485778226054342,False,False,False,False,False
BTCUSDT,absorbq_30m,15m,0.02,8701,0.158675603862463,0.031006678765749984,0.2835293696651585,0.4917825537294564,0.3865886816065616,False,False,False,False,False
BTCUSDT,absorbq_30m,15m,0.01,4503,0.012935415306014778,0.16237068061247098,-0.13432552735709422,0.4819009549189429,0.5657310199216324,False,False,False,False,False
BTCUSDT,absorbq_30m,30m,0.1,42365,0.2936977851552545,-0.7204466789295243,1.3063591622324555,0.4975333412014635,0.2263159366926231,True,False,False,False,False
BTCUSDT,absorbq_30m,30m,0.05,21283,0.26679152210993046,-1.3828298367811342,1.90976055816199,0.49405628905699384,0.11995917352181444,True,False,False,False,False
BTCUSDT,absorbq_30m,30m,0.02,8701,0.5973459871590103,-0.9570342302606686,2.1174513964200834,0.4892541087231353,0.16988014091125467,True,False,False,False,False
BTCUSDT,absorbq_30m,30m,0.01,4503,0.7054105894151214,-0.521159050951892,1.9141333170254713,0.49033977348434377,-0.14455968109527328,True,False,False,False,False
