symbol,feature,horizon,ic,null_best,beats_null,spread_bps,monotone,clears_1x,clears_2x,years,same_sign_years,n
SOLUSDT,prem_z,8h,-0.02159,0.00947,True,-13.64,0.75,False,False,7,1.0,623172
SOLUSDT,prem_z,12h,-0.01956,0.00728,True,-14.32,0.75,True,False,7,1.0,623124
SOLUSDT,prem_z,24h,-0.01105,0.00627,True,-15.05,0.5,True,False,7,0.57,622980
SOLUSDT,dprem_1h,1h,-0.00314,0.00382,False,-0.42,0.5,False,False,7,0.71,623388
SOLUSDT,dprem_1h,4h,-0.00497,0.00252,True,-2.98,0.5,False,False,7,0.86,623352
SOLUSDT,dprem_1h,8h,-0.00433,0.00119,True,-3.32,0.5,False,False,7,0.86,623304
SOLUSDT,dprem_1h,12h,-0.00359,0.00271,True,-1.93,0.5,False,False,7,0.71,623256
SOLUSDT,dprem_1h,24h,-0.00151,0.00214,False,-0.16,0.5,False,False,7,0.71,623112
SOLUSDT,dprem_4h,1h,-0.00875,0.00395,True,-2.46,0.75,False,False,7,0.86,623352
SOLUSDT,dprem_4h,4h,-0.0134,0.0054,True,-8.27,0.5,False,False,7,0.71,623316
SOLUSDT,dprem_4h,8h,-0.0134,0.00244,True,-9.27,0.75,False,False,7,0.86,623268
SOLUSDT,dprem_4h,12h,-0.01097,0.0045,True,-5.97,0.75,False,False,7,0.86,623220
SOLUSDT,dprem_4h,24h,-0.00803,0.00672,True,-12.72,0.5,False,False,7,0.57,623076
SOLUSDT,lev_1h,1h,0.00132,0.00098,True,0.59,0.5,False,False,7,0.57,623388
SOLUSDT,lev_1h,4h,-0.00029,0.00224,False,1.36,0.5,False,False,7,0.29,623352
SOLUSDT,lev_1h,8h,-0.00129,0.00543,False,-0.37,0.5,False,False,7,0.43,623304
SOLUSDT,lev_1h,12h,-0.00062,0.00369,False,-3.15,0.5,False,False,7,0.43,623256
SOLUSDT,lev_1h,24h,-0.0019,0.00351,False,-4.4,0.5,False,False,7,0.57,623112
SOLUSDT,lev_4h,1h,-0.00037,0.0023,False,0.61,0.75,False,False,7,0.57,623352
SOLUSDT,lev_4h,4h,-0.00209,0.00199,True,1.12,0.75,False,False,7,0.43,623316
SOLUSDT,lev_4h,8h,-0.00337,0.0048,False,-2.3,0.75,False,False,7,0.86,623268
SOLUSDT,lev_4h,12h,-0.00052,0.00531,False,0.14,0.75,False,False,7,0.57,623220
SOLUSDT,lev_4h,24h,0.00082,0.00651,False,5.44,0.5,False,False,7,0.43,623076
SOLUSDT,gap,1h,0.00795,0.00171,True,0.92,0.5,False,False,7,0.57,623175
SOLUSDT,gap,4h,0.00279,0.00377,False,0.2,0.75,False,False,7,0.43,623139
SOLUSDT,gap,8h,0.00162,0.00275,False,0.61,0.75,False,False,7,0.57,623091
SOLUSDT,gap,12h,0.00323,0.00493,False,1.55,0.75,False,False,7,0.57,623043
SOLUSDT,gap,24h,0.0026,0.00192,True,1.28,0.5,False,False,7,0.71,622899
SOLUSDT,gap_z,1h,0.00918,0.00222,True,1.65,0.75,False,False,7,0.86,623031
SOLUSDT,gap_z,4h,0.00354,0.00415,False,1.27,0.5,False,False,7,0.71,622995
SOLUSDT,gap_z,8h,0.00072,0.00496,False,0.64,0.5,False,False,7,0.57,622947
SOLUSDT,gap_z,12h,0.00122,0.00569,False,0.82,0.5,False,False,7,0.57,622899
SOLUSDT,gap_z,24h,0.0012,0.00256,False,1.51,0.75,False,False,7,0.57,622755
SOLUSDT,gap_1h,1h,0.00767,0.00576,True,-0.15,0.5,False,False,7,0.57,623377
SOLUSDT,gap_1h,4h,0.00402,0.00966,False,0.05,0.5,False,False,7,0.43,623341
SOLUSDT,gap_1h,8h,-0.00121,0.00491,False,-2.75,0.5,False,False,7,0.43,623293
SOLUSDT,gap_1h,12h,0.00358,0.01007,False,-0.26,0.5,False,False,7,0.71,623245
